Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change	Tests	Tests_per_capita
Ireland	1819	19	5	1795	3.7478e-4	3.91e-6	6333.33333333	2923.07692308	1900	0.00130333333333	6.01538461538e-4	3.91e-4	255	10	8.5	400	NA	NA
Norway	3369	14	6	3349	6.3395e-4	2.63e-6	4666.66666667	2153.84615385	1400	8.76666666667e-4	4.04615384615e-4	2.63e-4	285	0	29	-100	NA	NA
Israel	2693	8	68	2617	3.0314e-4	9e-7	2666.66666667	1230.76923077	800	3e-4	1.38461538462e-4	9e-5	324	3	-26.2	50	NA	NA
Belarus	86	0	29	57	9.07e-6	0	430	172	107.5	4.535e-5	1.814e-5	1.13375e-5	0	0	-100	100	NA	NA
Iceland	802	2	82	718	0.00226827	5.66e-6	666.666666667	307.692307692	200	0.00188666666667	8.70769230769e-4	5.66e-4	65	0	-27	100	NA	NA
Montenegro	69	1	0	68	1.1087e-4	1.61e-6	333.333333333	153.846153846	100	5.36666666667e-4	2.47692307692e-4	1.61e-4	17	0	240	100	NA	NA
Slovenia	562	6	10	546	2.7184e-4	2.9e-6	2000	923.076923077	600	9.66666666667e-4	4.46153846154e-4	2.9e-4	34	1	-29.2	0	NA	NA
Germany	43938	267	5673	37998	5.2983e-4	3.22e-6	89000	41076.9230769	26700	0.00107333333333	4.95384615385e-4	3.22e-4	6615	61	52.5	24.5	483295	0.005812
Bosnia and Herzegovina	191	3	2	186	5.746e-5	9e-7	1000	461.538461538	300	3e-4	1.38461538462e-4	9e-5	15	0	50	100	1229	3.56e-4
Armenia	290	1	18	271	9.825e-5	3.4e-7	333.333333333	153.846153846	100	1.13333333333e-4	5.23076923077e-5	3.4e-5	25	1	56.2	100	NA	NA
Belgium	6235	220	675	5340	5.4587e-4	1.926e-5	73333.3333333	33846.1538462	22000	0.00642	0.00296307692308	0.001926	1298	42	94.3	-25	NA	NA
Spain	57786	4365	7015	46406	0.00123676	9.342e-5	1455000	671538.461538	436500	0.03114	0.0143723076923	0.009342	8271	718	-14.1	-14.4	NA	NA
Ukraine	196	5	1	190	4.39e-6	1.1e-7	1666.66666667	769.230769231	500	3.66666666667e-5	1.69230769231e-5	1.1e-5	51	0	6.2	-100	1124	2.7e-5
San Marino	208	21	4	183	0.00615658	6.2158e-4	7000	3230.76923077	2100	0.207193333333	0.0956276923077	0.062158	0	0	-100	100	NA	NA
Netherlands	7468	435	6	7027	4.334e-4	2.525e-5	145000	66923.0769231	43500	0.00841666666667	0.00388461538462	0.002525	1030	78	20	-2.5	46810	0.002686
Denmark	2023	41	50	1932	3.4895e-4	7.07e-6	13666.6666667	6307.69230769	4100	0.00235666666667	0.00108769230769	7.07e-4	161	7	11.8	250	19115	0.003224
Poland	1221	16	7	1198	3.215e-5	4.2e-7	5333.33333333	2461.53846154	1600	1.4e-4	6.46153846154e-5	4.2e-5	170	2	13.3	-50	29546	7.7e-4
Finland	958	5	10	943	1.7361e-4	9.1e-7	1666.66666667	769.230769231	500	3.03333333333e-4	1.4e-4	9.1e-5	78	2	-11.4	0	NA	NA
Macedonia	201	3	3	195	9.65e-5	1.44e-6	1000	461.538461538	300	4.8e-4	2.21538461538e-4	1.44e-4	24	0	-17.2	-100	NA	NA
Moldova	177	1	2	174	4.992e-5	2.8e-7	333.333333333	153.846153846	100	9.33333333333e-5	4.30769230769e-5	2.8e-5	28	0	16.7	100	NA	NA
Liechtenstein	56	0	0	56	0.00147718	0	280	112	70	0.0073859	0.00295436	0.001846475	5	0	100	100	NA	NA
Latvia	244	0	1	243	1.2665e-4	0	1220	488	305	6.3325e-4	2.533e-4	1.583125e-4	23	0	-4.2	100	NA	NA
Croatia	495	3	22	470	1.2104e-4	7.3e-7	1000	461.538461538	300	2.43333333333e-4	1.12307692308e-4	7.3e-5	53	2	-11.7	100	NA	NA
Malta	134	0	2	132	2.7713e-4	0	670	268	167.5	0.00138565	5.5426e-4	3.464125e-4	5	0	-73.7	100	NA	NA
Vatican	4	0	0	4	0.00499376	0	20	8	5	0.0249688	0.00998752	0.0062422	0	0	100	100	NA	NA
Sweden	2840	77	16	2747	2.7889e-4	7.56e-6	25666.6666667	11846.1538462	7700	0.00252	0.00116307692308	7.56e-4	314	15	30.8	-42.3	NA	NA
Russia	840	3	38	799	5.81e-6	2e-8	1000	461.538461538	300	6.66666666667e-6	3.07692307692e-6	2e-6	182	0	11.7	-100	NA	NA
Bulgaria	264	3	8	253	3.758e-5	4.3e-7	1000	461.538461538	300	1.43333333333e-4	6.61538461538e-5	4.3e-5	22	0	-8.3	100	NA	NA
Romania	1029	23	94	912	5.284e-5	1.18e-6	7666.66666667	3538.46153846	2300	3.93333333333e-4	1.81538461538e-4	1.18e-4	123	6	9.8	0	15998	8.25e-4
Albania	174	6	17	151	6.07e-5	2.09e-6	2000	923.076923077	600	6.96666666667e-4	3.21538461538e-4	2.09e-4	28	1	21.7	100	NA	NA
Portugal	3544	60	43	3441	3.4469e-4	5.84e-6	20000	9230.76923077	6000	0.00194666666667	8.98461538462e-4	5.84e-4	549	17	-13.3	70	NA	NA
Estonia	538	1	8	529	4.073e-4	7.6e-7	333.333333333	153.846153846	100	2.53333333333e-4	1.16923076923e-4	7.6e-5	134	0	282.9	-100	7090	0.005337
Kosovo	71	1	0	70	3.848e-5	5.4e-7	333.333333333	153.846153846	100	1.8e-4	8.30769230769e-5	5.4e-5	NA	NA	100	100	NA	NA
Azerbaijan	122	3	15	104	1.227e-5	3e-7	1000	461.538461538	300	1e-4	4.61538461538e-5	3e-5	29	1	383.3	0	NA	NA
United Kingdom	11812	580	150	11082	1.7765e-4	8.72e-6	193333.333333	89230.7692308	58000	0.00290666666667	0.00134153846154	8.72e-4	2172	114	47.2	165.1	NA	NA
Austria	6909	49	112	6748	7.8094e-4	5.54e-6	16333.3333333	7538.46153846	4900	0.00184666666667	8.52307692308e-4	5.54e-4	1321	19	333.1	850	35995	0.004043
West Bank and Gaza	84	1	17	66	1.68e-5	2e-7	333.333333333	153.846153846	100	6.66666666667e-5	3.07692307692e-5	2e-5	NA	NA	100	100	NA	NA
Republic of Serbia	384	1	0	383	5.5e-5	1.4e-7	333.333333333	153.846153846	100	4.66666666667e-5	2.15384615385e-5	1.4e-5	0	-3	-100	-400	NA	NA
Greece	892	26	36	830	8.315e-5	2.42e-6	8666.66666667	4000	2600	8.06666666667e-4	3.72307692308e-4	2.42e-4	71	4	-9	100	NA	NA
Hungary	261	10	28	223	2.672e-5	1.02e-6	3333.33333333	1538.46153846	1000	3.4e-4	1.56923076923e-4	1.02e-4	35	0	-10.3	-100	NA	NA
Cyprus	146	3	4	139	1.2479e-4	2.56e-6	1000	461.538461538	300	8.53333333333e-4	3.93846153846e-4	2.56e-4	14	0	75	100	NA	NA
