Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change	Tests	Tests_per_capita
Turkey	3629	75	26	3528	4.408e-5	9.1e-7	25000	11538.4615385	7500	3.03333333333e-4	1.4e-4	9.1e-5	1196	16	113.2	6.7	NA	NA
Italy	80589	8215	10361	62013	0.00133356	1.3594e-4	2738333.33333	1263846.15385	821500	0.0453133333333	0.0209138461538	0.013594	6203	712	19.1	4.2	361060	0.005986
Czech Republic	1925	9	10	1906	1.8116e-4	8.5e-7	3000	1384.61538462	900	2.83333333333e-4	1.30769230769e-4	8.5e-5	271	3	4.2	0	26698	0.002507
Monaco	33	0	1	32	8.5311e-4	0	165	66	41.25	0.00426555	0.00170622	0.0010663875	2	0	-75	100	NA	NA
Lithuania	299	4	1	294	1.0719e-4	1.43e-6	1333.33333333	615.384615385	400	4.76666666667e-4	2.2e-4	1.43e-4	25	0	-61.5	-100	4320	0.001546
Luxembourg	1453	9	6	1438	0.00239087	1.481e-5	3000	1384.61538462	900	0.00493666666667	0.00227846153846	0.001481	120	1	-48.7	100	NA	NA
France	29551	1698	4955	22898	4.4114e-4	2.535e-5	566000	261230.769231	169800	0.00845	0.0039	0.002535	3951	365	32.7	58	NA	NA
Andorra	224	3	1	220	0.00290886	3.896e-5	1000	461.538461538	300	0.0129866666667	0.00599384615385	0.003896	36	2	50	100	NA	NA
Switzerland	11811	191	131	11489	0.00138683	2.243e-5	63666.6666667	29384.6153846	19100	0.00747666666667	0.00345076923077	0.002243	914	38	-10.4	22.6	91400	0.010664999999999999
Georgia	79	0	11	68	2.117e-5	0	395	158	98.75	1.0585e-4	4.234e-5	2.64625e-5	4	0	-20	100	NA	NA
Slovakia	226	0	2	224	4.149e-5	0	1130	452	282.5	2.0745e-4	8.298e-5	5.18625e-5	10	0	-16.7	100	5664	0.001039
