Name	Predicted_New_Cases	Total_Predicted_New_Cases	Total_Predicted_Cases	Predicted_New_Deaths	Total_Predicted_New_Deaths	Total_Predicted_Deaths	Predicted_New_per_capita	Predicted_Total_New_per_capita	Predicted_Total_Cases_per_capita	Predicted_New_Deaths_per_capita	Total_Predicted_New_Deaths_per_capita	Total_Predicted_Deaths_per_capita
Channel Islands	15.206	50.263	497.263	0.403	1.304	16.304	N/A	N/A	N/A	N/A	N/A	N/A
Cayman Islands	1.276	4.648	58.648	0.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
Bermuda	2.985	8.152	89.152	0.0	0.0	5.0	N/A	N/A	N/A	N/A	N/A	N/A
Gibraltar	3.092	10.131	141.131	0.0	0.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
Falkland Islands (Malvinas)	0.0	0.0	11.0	0.0	0.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
Turks and Caicos Islands	0.261	0.792	10.792	0.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
British Virgin Islands	0.0	0.0	3.0	0.0	0.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
United Kingdom	5473.545	16159.856	114635.856	851.88	2515.054	15383.054	N/A	N/A	N/A	N/A	N/A	N/A
Montserrat	0.443	1.345	12.345	851.88	2515.054	2515.054	N/A	N/A	N/A	N/A	N/A	N/A
Isle of Man	15.286	45.13	301.13	2.49	6.734	10.734	N/A	N/A	N/A	N/A	N/A	N/A
Falkland Islands (Islas Malvinas)	0.0	0.0	2.0	2.49	6.734	6.734	N/A	N/A	N/A	N/A	N/A	N/A
Anguilla	0.0	0.0	3.0	2.49	6.734	6.734	N/A	N/A	N/A	N/A	N/A	N/A
