Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Schoolcraft	1.701	1.701	0.00021082	0.00021082
Eaton	0.335	0.335	3.05e-06	3.05e-06
Delta	0.03	0.03	8.5e-07	8.5e-07
Wayne	442.855	442.855	0.0002525	0.0002525
Wexford	0.379	0.379	1.133e-05	1.133e-05
Roscommon	0.659	0.659	2.758e-05	2.758e-05
Antrim	0.255	0.255	1.092e-05	1.092e-05
Saginaw	16.448	16.448	8.621e-05	8.621e-05
Houghton	0.0	0.0	0.0	0.0
Berrien	4.152	4.152	2.694e-05	2.694e-05
Alpena	0.0	0.0	0.0	0.0
Van Buren	0.85	0.85	1.127e-05	1.127e-05
Macomb	149.078	149.078	0.00017042	0.00017042
Lapeer	7.402	7.402	8.409e-05	8.409e-05
Kalkaska	0.408	0.408	2.289e-05	2.289e-05
Branch	1.684	1.684	3.861e-05	3.861e-05
Ogemaw	0.11	0.11	5.27e-06	5.27e-06
Tuscola	2.415	2.415	4.599e-05	4.599e-05
Allegan	1.038	1.038	8.85e-06	8.85e-06
Mecosta	0.718	0.718	1.649e-05	1.649e-05
Grand Traverse	0.145	0.145	1.57e-06	1.57e-06
Kalamazoo	4.272	4.272	1.613e-05	1.613e-05
Sanilac	1.417	1.417	3.442e-05	3.442e-05
Manistee	0.466	0.466	1.901e-05	1.901e-05
Cass	0.663	0.663	1.283e-05	1.283e-05
Missaukee	0.829	0.829	5.482e-05	5.482e-05
Ontonagon	0.0	0.0	0.0	0.0
Bay	3.334	3.334	3.208e-05	3.208e-05
Hillsdale	4.371	4.371	9.555e-05	9.555e-05
Muskegon	3.014	3.014	1.736e-05	1.736e-05
Monroe	10.46	10.46	6.953e-05	6.953e-05
Gratiot	0.323	0.323	7.96e-06	7.96e-06
Chippewa	0.0	0.0	0.0	0.0
Dickinson	0.204	0.204	8.04e-06	8.04e-06
Washtenaw	22.669	22.669	6.111e-05	6.111e-05
Isabella	3.264	3.264	4.626e-05	4.626e-05
Livingston	8.963	8.963	4.687e-05	4.687e-05
Mackinac	0.005	0.005	4.3e-07	4.3e-07
Marquette	0.0	0.0	0.0	0.0
Oscoda	2.603	2.603	0.00031456	0.00031456
Lenawee	1.701	1.701	1.731e-05	1.731e-05
Benzie	0.0	0.0	0.0	0.0
Cheboygan	0.0	0.0	0.0	0.0
Iosco	0.007	0.007	2.9e-07	2.9e-07
Kent	12.775	12.775	1.954e-05	1.954e-05
Emmet	1.238	1.238	3.716e-05	3.716e-05
Ionia	0.939	0.939	1.462e-05	1.462e-05
Midland	1.597	1.597	1.919e-05	1.919e-05
Calhoun	3.693	3.693	2.746e-05	2.746e-05
Gladwin	0.08	0.08	3.15e-06	3.15e-06
Oceana	0.0	0.0	0.0	0.0
Lake	0.0	0.0	0.0	0.0
Unassigned	-49.884	-49.884	N/A	N/A
Osceola	0.053	0.053	2.25e-06	2.25e-06
Gogebic	0.108	0.108	7.14e-06	7.14e-06
Mason	0.0	0.0	0.0	0.0
Shiawassee	1.602	1.602	2.349e-05	2.349e-05
Barry	0.0	0.0	0.0	0.0
Montcalm	1.058	1.058	1.654e-05	1.654e-05
Leelanau	0.459	0.459	2.109e-05	2.109e-05
Ingham	9.739	9.739	3.327e-05	3.327e-05
Charlevoix	0.41	0.41	1.564e-05	1.564e-05
Arenac	0.153	0.153	1.018e-05	1.018e-05
Clare	0.2	0.2	6.49e-06	6.49e-06
Luce	0.85	0.85	0.00013536	0.00013536
Otsego	1.018	1.018	4.127e-05	4.127e-05
Out of MI	7.132	7.132	N/A	N/A
Ottawa	3.154	3.154	1.086e-05	1.086e-05
Huron	0.162	0.162	5.19e-06	5.19e-06
Clinton	5.569	5.569	7.02e-05	7.02e-05
Crawford	0.701	0.701	5.04e-05	5.04e-05
Presque Isle	1.617	1.617	0.00012693	0.00012693
Menominee	0.0	0.0	0.0	0.0
Newaygo	0.2	0.2	4.08e-06	4.08e-06
Saint Joseph	1.276	1.276	2.09e-05	2.09e-05
Genesee	53.417	53.417	0.00013128	0.00013128
Oakland	254.09	254.09	0.00020179	0.00020179
Saint Clair	13.614	13.614	8.544e-05	8.544e-05
Jackson	8.843	8.843	5.568e-05	5.568e-05
