Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Chittenden	21.618	21.618	0.00013136	0.00013136
Bennington	1.317	1.317	3.698e-05	3.698e-05
Rutland	3.054	3.054	5.205e-05	5.205e-05
Addison	3.114	3.114	8.422e-05	8.422e-05
Washington	0.573	0.573	9.86e-06	9.86e-06
Caledonia	0.659	0.659	2.174e-05	2.174e-05
Windham	3.354	3.354	7.843e-05	7.843e-05
Unassigned	0.144	0.144	N/A	N/A
Franklin	2.575	2.575	5.21e-05	5.21e-05
Orleans	0.029	0.029	1.06e-06	1.06e-06
Windsor	0.719	0.719	1.3e-05	1.3e-05
Grand Isle	0.0	0.0	0.0	0.0
Lamoille	0.719	0.719	2.84e-05	2.84e-05
Orange	0.0	0.0	0.0	0.0
