Name	Predicted_New_Cases	Total_Predicted_New_Cases	Total_Predicted_Cases	Predicted_New_Deaths	Total_Predicted_New_Deaths	Total_Predicted_Deaths	Predicted_New_per_capita	Predicted_Total_New_per_capita	Predicted_Total_Cases_per_capita	Predicted_New_Deaths_per_capita	Total_Predicted_New_Deaths_per_capita	Total_Predicted_Deaths_per_capita
Pima	15.525	3130.475	6480.475	0.297	71.736	287.736	1.494e-05	0.00301276	0.00623679	2.9e-07	6.904e-05	0.00027692
Cochise	3.712	543.32	710.32	0.591	46.881	50.881	2.928e-05	0.00428587	0.00560322	4.66e-06	0.00036981	0.00040136
Coconino	1.997	481.587	1791.587	0.0	4.76	89.76	1.398e-05	0.00337118	0.01254138	0.0	3.332e-05	0.00062833
Yavapai	27.008	1773.544	2121.544	0.0	0.0	6.0	0.00011642	0.00764482	0.00914486	0.0	0.0	2.586e-05
Greenlee	0.046	12.302	22.302	0.0	0.0	1.0	4.85e-06	0.00129727	0.00235179	0.0	0.0	0.00010545
La Paz	8.516	1091.989	1296.989	0.0	0.0	1.0	0.00040364	0.05175794	0.0614745	0.0	0.0	4.74e-05
Graham	0.057	23.547	68.547	0.0	0.0	1.0	1.5e-06	0.00061849	0.00180046	0.0	0.0	2.627e-05
Gila	0.202	48.691	96.691	3.932	212.992	215.992	3.75e-06	0.00090354	0.00179426	7.296e-05	0.00395242	0.00400809
Yuma	25.136	4907.566	7346.566	1.773	200.952	234.952	N/A	N/A	N/A	N/A	N/A	N/A
Unassigned	0.015	3.678	5.678	1.773	200.952	200.952	N/A	N/A	N/A	N/A	N/A	N/A
Navajo	4.558	1134.864	3522.864	0.148	35.707	110.707	4.127e-05	0.01027538	0.031897	1.34e-06	0.0003233	0.00100237
Mohave	1.986	413.988	965.988	1.542	174.782	233.782	9.48e-06	0.0019756	0.00460982	7.36e-06	0.00083408	0.00111564
Santa Cruz	4.752	1025.129	1713.129	0.0	0.0	4.0	0.00010217	0.02204057	0.03683277	0.0	0.0	8.6e-05
Pinal	10.296	1705.848	2914.848	0.662	59.224	101.224	2.303e-05	0.00381504	0.0065189	1.48e-06	0.00013245	0.00022638
Maricopa	177.666	27753.573	43035.573	0.862	207.957	726.957	4.028e-05	0.00629215	0.00975681	2e-07	4.715e-05	0.00016481
Apache	0.0	408.821	2219.821	0.004	26.241	75.241	0.0	0.00569246	0.03090898	6e-08	0.00036538	0.00104766
