Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Date
Moldova	1.0	0.0	0.0	N/A	2.8e-07	0.0	5.0	2.0	1.25	1.4e-06	5.6e-07	2020-03-08
Moldova	1.0	0.0	0.0	N/A	2.8e-07	0.0	5.0	2.0	1.25	1.4e-06	5.6e-07	2020-03-09
Moldova	3.0	0.0	0.0	N/A	8.5e-07	0.0	15.0	6.0	3.75	4.25e-06	1.7e-06	2020-03-11
Moldova	3.0	0.0	0.0	N/A	8.5e-07	0.0	15.0	6.0	3.75	4.25e-06	1.7e-06	2020-03-12
Moldova	6.0	0.0	0.0	N/A	1.69e-06	0.0	30.0	12.0	7.5	8.45e-06	3.38e-06	2020-03-13
Moldova	12.0	0.0	0.0	N/A	3.38e-06	0.0	60.0	24.0	15.0	1.69e-05	6.76e-06	2020-03-14
Moldova	23	0	0	N/A	6.49e-6	0	115	46	28.75	3.245e-5	1.298e-5	2020-03-15
Moldova	23	0	0	N/A	6.49e-6	0	115	46	28.75	3.245e-5	1.298e-5	2020-03-16
Moldova	30	0	1	N/A	8.46e-6	0	150	60	37.5	4.23e-5	1.692e-5	2020-03-17
Moldova	30	1	1	N/A	8.46e-6	2.8e-7	333.333333333	153.846153846	100	9.33333333333e-5	4.30769230769e-5	2020-03-18
Moldova	49	1	1	N/A	1.382e-5	2.8e-7	333.333333333	153.846153846	100	9.33333333333e-5	4.30769230769e-5	2020-03-19
Moldova	66	1	1	N/A	1.861e-5	2.8e-7	333.333333333	153.846153846	100	9.33333333333e-5	4.30769230769e-5	2020-03-20
Moldova	80	1	1	N/A	2.256e-5	2.8e-7	333.333333333	153.846153846	100	9.33333333333e-5	4.30769230769e-5	2020-03-21
Moldova	94	1	1	92	2.651e-5	2.8e-7	333.333333333	153.846153846	100	9.33333333333e-5	4.30769230769e-5	2020-03-22
Moldova	109	1	2	106	3.074e-5	2.8e-7	333.333333333	153.846153846	100	9.33333333333e-5	4.30769230769e-5	2020-03-23
Moldova	125	1	2	122	3.525e-5	2.8e-7	333.333333333	153.846153846	100	9.33333333333e-5	4.30769230769e-5	2020-03-24
Moldova	149	1	2	146	4.202e-5	2.8e-7	333.333333333	153.846153846	100	9.33333333333e-5	4.30769230769e-5	2020-03-25
Moldova	177	1	2	174	4.992e-5	2.8e-7	333.333333333	153.846153846	100	9.33333333333e-5	4.30769230769e-5	2020-03-26
Moldova	199	2	2	195	5.612e-5	5.6e-7	666.666666667	307.692307692	200	1.86666666667e-4	8.61538461538e-5	2020-03-27
Moldova	231	2	2	227	6.515e-5	5.6e-7	666.666666667	307.692307692	200	1.86666666667e-4	8.61538461538e-5	2020-03-28
Moldova	263	2	2	259	7.417e-05	5.6e-07	666.666666667	307.692307692	200	0.000186666666667	8.61538461538e-05	2020-03-29
Moldova	298	2	15	281	8.404e-05	5.6e-07	666.666666667	307.692307692	200	0.000186666666667	8.61538461538e-05	2020-03-30
Moldova	353	4	18	331	9.955e-05	1.13e-06	1333.33333333	615.384615385	400	0.000376666666667	0.000173846153846	2020-03-31
Moldova	423	5	23	395	0.00011929	1.41e-06	1666.66666667	769.230769231	500	0.00047	0.000216923076923	2020-04-01
Moldova	505	6	23	476	0.00014242	1.69e-06	2000	923.076923077	600	0.000563333333333	0.00026	2020-04-02
Moldova	591	8	26	557	0.00016667	2.26e-06	2666.66666667	1230.76923077	800	0.000753333333333	0.000347692307692	2020-04-03
Moldova	752	12	29	711	0.00021208	3.38e-06	4000	1846.15384615	1200	0.00112666666667	0.00052	2020-04-04
Moldova	864	15	30	819	0.00024366	4.23e-06	5000	2307.69230769	1500	0.00141	0.000650769230769	2020-04-05
Moldova	965	19	37	909	0.00027215	5.36e-06	6333.33333333	2923.07692308	1900	0.00178666666667	0.000824615384615	2020-04-06
Moldova	1056	22	40	994	0.00029781	6.2e-06	7333.33333333	3384.61538462	2200	0.00206666666667	0.000953846153846	2020-04-07
Moldova	1174	27	40	1107	0.00033109	7.61e-06	9000	4153.84615385	2700	0.00253666666667	0.00117076923077	2020-04-08
Moldova	1289	29	50	1210	0.00036352	8.18e-06	9666.66666667	4461.53846154	2900	0.00272666666667	0.00125846153846	2020-04-09
Moldova	1438	29	56	1353	0.00040554	8.18e-06	9666.66666667	4461.53846154	2900	0.00272666666667	0.00125846153846	2020-04-10
Moldova	1560	30	75	1455	0.00043995	8.46e-06	10000	4615.38461538	3000	0.00282	0.00130153846154	2020-04-11
Moldova	1662.0	31.0	94.0	1537.0	0.00046871	8.74e-06	10333.3333333	4769.23076923	3100.0	0.00291333333333	0.00134461538462	2020-04-12
Moldova	1712.0	35.0	107.0	1570.0	0.00048281	9.87e-06	11666.6666667	5384.61538462	3500.0	0.00329	0.00151846153846	2020-04-13
Moldova	1934.0	40.0	134.0	1760.0	0.00054542	1.128e-05	13333.3333333	6153.84615385	4000.0	0.00376	0.00173538461538	2020-04-14
