Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Missouri	0.0	5070.659	0.0	0.00082619
Puerto Rico	0.0	1013.176	0.0	0.00031724
New York	0.0	186846.153	0.0	0.00960473
Alaska	0.0	228.29	0.0	0.00031207
Illinois	0.0	22262.956	0.0	0.00175689
South Carolina	0.0	3448.187	0.0	0.00066972
Virginia	0.0	6834.273	0.0	0.00080069
Washington	0.0	5872.444	0.0	0.00077118
Vermont	0.0	183.255	0.0	0.00029368
South Dakota	0.0	956.286	0.0	0.00108097
Georgia	0.0	16688.532	0.0	0.00157181
Connecticut	0.0	16305.062	0.0	0.00457328
Alabama	0.0	4124.796	0.0	0.00084125
Guam	0.0	1.813	0.0	1.104e-05
Northern Mariana Islands	0.0	0.0	N/A	N/A
New Hampshire	0.0	95.054	0.0	6.991e-05
Oklahoma	0.0	1818.334	0.0	0.00045953
Colorado	0.0	5129.824	0.0	0.00089079
Ohio	0.0	6919.826	0.0	0.00059199
Maine	0.0	438.189	0.0	0.00032598
Mississippi	0.0	3043.872	0.0	0.00102276
Utah	0.0	1966.422	0.0	0.00061336
Delaware	0.0	2482.782	0.0	0.00254968
Indiana	0.0	9401.305	0.0	0.00139646
Arkansas	0.0	1321.95	0.0	0.00043805
Iowa	0.0	1899.977	0.0	0.0006022
New Jersey	0.0	63365.533	0.0	0.007134
Wisconsin	0.0	2654.892	0.0	0.00045598
Michigan	0.0	13058.814	0.0	0.0013076
Arizona	0.0	192.416	0.0	2.644e-05
Massachusetts	0.0	28922.214	0.0	0.00419618
Grand Princess	0.0	0.0	N/A	N/A
Diamond Princess	0.0	0.0	N/A	N/A
North Carolina	0.0	5034.18	0.0	0.00047999
Montana	0.0	262.327	0.0	0.00024545
District of Columbia	0.0	2379.434	0.0	0.0033715
Wyoming	0.0	157.232	0.0	0.00027167
Minnesota	0.0	1488.279	0.0	0.0002639
Florida	0.0	19903.076	0.0	0.00092668
Kentucky	0.0	2007.679	0.0	0.00044938
North Dakota	0.0	231.245	0.0	0.00030345
Louisiana	0.0	6153.854	0.0	0.00132375
Maryland	0.0	11774.648	0.0	0.00194761
Texas	0.0	17662.189	0.0	0.00060913
Hawaii	0.0	317.459	0.0	0.00022421
Virgin Islands	0.0	23.272	0.0	0.00021695
Rhode Island	0.0	3339.617	0.0	0.00315248
Kansas	0.0	1559.067	0.0	0.00053515
Pennsylvania	0.0	31611.713	0.0	0.00246928
Nebraska	0.0	975.394	0.0	0.00050423
Tennessee	0.0	5028.968	0.0	0.00073639
Idaho	0.0	673.437	0.0	0.00037684
Oregon	0.0	1254.636	0.0	0.00029747
Nevada	0.0	2916.628	0.0	0.00094691
California	0.0	21248.548	0.0	0.00053777
West Virginia	0.0	750.292	0.0	0.00041866
New Mexico	0.0	1287.824	0.0	0.00061418
