Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change	Tests	Tests_per_capita
Mississippi	1358	29	0	0	0.00045629	9.74e-06	9666.66666667	4461.53846154	2900	0.00324666666667	0.00149846153846	0.000974	181	3	74	-25	NA	NA
Northern Mariana Islands	6	1	0	0	N/A	N/A	333.333333333	153.846153846	100	N/A	N/A	N/A	0	0	100	100	NA	NA
Grand Princess	103	3	0	0	N/A	N/A	1000	461.538461538	300	N/A	N/A	N/A	0	0	100	100	NA	NA
Oklahoma	990	38	0	0	0.00025019	9.6e-06	12666.6666667	5846.15384615	3800	0.0032	0.00147692307692	0.00096	109	4	-31.9	0	NA	NA
Wyoming	162	0	0	0	0.00027991	0.0	810	324	202.5	0.00139955	0.00055982	0.0003498875	12	0	-40	100	NA	NA
Minnesota	788	22	0	0	0.00013973	3.9e-06	7333.33333333	3384.61538462	2200	0.0013	0.0006	0.00039	46	4	-13.2	300	NA	NA
Illinois	8904	210	0	0	0.00070266	1.657e-05	70000	32307.6923077	21000	0.00552333333333	0.00254923076923	0.001657	1209	47	69.1	113.6	48048	0.003792
Diamond Princess	49	0	0	0	N/A	N/A	245	98	61.25	N/A	N/A	N/A	0	0	100	100	NA	NA
Arkansas	704	12	0	0	0.00023328	3.98e-06	4000	1846.15384615	1200	0.00132666666667	0.000612307692308	0.000398	61	0	3.4	-100	NA	NA
New Mexico	534	10	0	0	0.00025467	4.77e-06	3333.33333333	1538.46153846	1000	0.00159	0.000733846153846	0.000477	146	4	204.2	300	NA	NA
Ohio	3312	91	0	0	0.00028334	7.79e-06	30333.3333333	14000	9100	0.00259666666667	0.00119846153846	0.000779	411	10	16.1	-37.5	NA	NA
Indiana	3437	102	0	0	0.00051053	1.515e-05	34000	15692.3076923	10200	0.00505	0.00233076923077	0.001515	399	24	-15.8	84.6	NA	NA
Maryland	2758	43	0	0	0.00045619	7.11e-06	14333.3333333	6615.38461538	4300	0.00237	0.00109384615385	0.000711	427	7	23.8	40	NA	NA
Louisiana	10297	370	0	0	0.00221498	7.959e-05	123333.333333	56923.0769231	37000	0.02653	0.0122446153846	0.007959	1138	60	-58.4	62.2	53645	0.011512
Idaho	891	9	0	0	0.00049858	5.04e-06	3000	1384.61538462	900	0.00168	0.000775384615385	0.000504	115	0	-45.2	100	NA	NA
Arizona	1937	41	0	0	0.00026612	5.63e-06	13666.6666667	6307.69230769	4100	0.00187666666667	0.000866153846154	0.000563	222	9	20	200	NA	NA
Wisconsin	2012	51	0	0	0.00034556	8.76e-06	17000	7846.15384615	5100	0.00292	0.00134769230769	0.000876	264	13	37.5	18.2	NA	NA
Michigan	12744	479	0	0	0.00127608	4.796e-05	159666.666667	73692.3076923	47900	0.0159866666667	0.00737846153846	0.004796	1953	62	32.3	-24.4	37992	0.003791
Kansas	629	18	0	0	0.00021591	6.18e-06	6000	2769.23076923	1800	0.00206	0.000950769230769	0.000618	76	6	11.8	200	NA	NA
Utah	1255	7	0	0	0.00039146	2.18e-06	2333.33333333	1076.92307692	700	0.000726666666667	0.000335384615385	0.000218	163	0	-20.1	-100	NA	NA
Virginia	2012	46	0	0	0.00023572	5.39e-06	15333.3333333	7076.92307692	4600	0.00179666666667	0.000829230769231	0.000539	306	5	37.2	-28.6	NA	NA
Oregon	899	22	0	0	0.00021315	5.22e-06	7333.33333333	3384.61538462	2200	0.00174	0.000803076923077	0.000522	73	1	-18.9	-50	NA	NA
Connecticut	4914	131	0	0	0.00137829	3.674e-05	43666.6666667	20153.8461538	13100	0.0122466666667	0.00565230769231	0.003674	1090	19	308.2	-29.6	NA	NA
Tennessee	3067	41	0	0	0.0004491	6e-06	13666.6666667	6307.69230769	4100	0.002	0.000923076923077	0.0006	222	5	-352.3	-58.3	NA	NA
California	12004	265	0	0	0.0003038	6.71e-06	88333.3333333	40769.2307692	26500	0.00223666666667	0.00103230769231	0.000671	1231	27	-10.4	-30.8	94800	0.002399
Texas	5734	100	0	0	0.00019775	3.45e-06	33333.3333333	15384.6153846	10000	0.00115	0.000530769230769	0.000345	665	23	-6.9	109.1	55764	0.001923
West Virginia	237	2	0	0	0.00013224	1.12e-06	666.666666667	307.692307692	200	0.000373333333333	0.000172307692308	0.000112	21	0	-16	-100	NA	NA
South Carolina	1700	34	0	0	0.00033018	6.6e-06	11333.3333333	5230.76923077	3400	0.0022	0.00101538461538	0.00066	146	3	-44.1	-40	NA	NA
New Hampshire	479	5	0	0	0.00035228	3.68e-06	1666.66666667	769.230769231	500	0.00122666666667	0.000566153846154	0.000368	163	2	-419.6	100	NA	NA
Massachusetts	10402	192	0	0	0.00150918	2.786e-05	64000	29538.4615385	19200	0.00928666666667	0.00428615384615	0.002786	1436	38	16.9	18.8	NA	NA
Vermont	389	17	0	0	0.00062341	2.724e-05	5666.66666667	2615.38461538	1700	0.00908	0.00419076923077	0.002724	51	0	200	-100	NA	NA
Georgia	5831	184	0	0	0.00054919	1.733e-05	61333.3333333	28307.6923077	18400	0.00577666666667	0.00266615384615	0.001733	483	21	-32	-12.5	NA	NA
North Dakota	173	3	0	0	0.00022702	3.94e-06	1000	461.538461538	300	0.00131333333333	0.000606153846154	0.000394	14	0	-17.6	100	NA	NA
Hawaii	319	3	0	0	0.0002253	2.12e-06	1000	461.538461538	300	0.000706666666667	0.000326153846154	0.000212	63	2	96.9	100	NA	NA
Pennsylvania	8570	102	0	0	0.00066943	7.97e-06	34000	15692.3076923	10200	0.00265666666667	0.00122615384615	0.000797	1302	12	3.4	-25	NA	NA
Puerto Rico	316	15	0	0	9.894e-05	4.7e-06	5000	2307.69230769	1500	0.00156666666667	0.000723076923077	0.00047	0	3	-100	200	NA	NA
