Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change
Mississippi	1638	43	0	0	0.00055038	1.445e-05	14333.3333333	6615.38461538	4300	0.00481666666667	0.00222307692308	0.001445	183	8	88.7	33.3
Northern Mariana Islands	6	1	0	0	N/A	N/A	333.333333333	153.846153846	100	N/A	N/A	N/A	0	0	100	100
Grand Princess	103	3	0	0	N/A	N/A	1000	461.538461538	300	N/A	N/A	N/A	0	0	100	100
Oklahoma	1254	46	0	0	0.00031691	1.163e-05	15333.3333333	7076.92307692	4600	0.00387666666667	0.00178923076923	0.001163	93	4	-45.6	0
Wyoming	197	0	0	0	0.00034038	0.0	985	394	246.25	0.0017019	0.00068076	0.000425475	10	0	-60	100
Minnesota	935	29	0	0	0.00016579	5.14e-06	9666.66666667	4461.53846154	2900	0.00171333333333	0.000790769230769	0.000514	70	5	-9.1	150
Illinois	11259	274	0	0	0.00088851	2.162e-05	91333.3333333	42153.8461538	27400	0.00720666666667	0.00332615384615	0.002162	902	30	-37.9	-11.8
Diamond Princess	49	0	0	0	N/A	N/A	245	98	61.25	N/A	N/A	N/A	0	0	100	100
Arkansas	837	16	0	0	0.00027735	5.3e-06	5333.33333333	2461.53846154	1600	0.00176666666667	0.000815384615385	0.00053	94	2	141	0
New Mexico	670	12	0	0	0.00031953	5.72e-06	4000	1846.15384615	1200	0.00190666666667	0.00088	0.000572	136	2	100	100
Ohio	4043	119	0	0	0.00034588	1.018e-05	39666.6666667	18307.6923077	11900	0.00339333333333	0.00156615384615	0.001018	304	17	-28.8	54.5
Indiana	4411	127	0	0	0.00065521	1.886e-05	42333.3333333	19538.4615385	12700	0.00628666666667	0.00290153846154	0.001886	458	11	-11.2	-21.4
Maryland	3617	67	0	0	0.00059828	1.108e-05	22333.3333333	10307.6923077	6700	0.00369333333333	0.00170461538462	0.001108	492	13	34.1	18.2
Louisiana	13010	477	0	0	0.00279858	0.00010261	159000	73384.6153846	47700	0.0342033333333	0.0157861538462	0.010261	514	68	-76.6	74.4
Idaho	1078	10	0	0	0.00060322	5.6e-06	3333.33333333	1538.46153846	1000	0.00186666666667	0.000861538461538	0.00056	56	0	-57.3	-100
Arizona	2486	64	0	0	0.00034154	8.79e-06	21333.3333333	9846.15384615	6400	0.00293	0.00135230769231	0.000879	299	12	19.6	9.1
Wisconsin	2320	74	0	0	0.00039846	1.271e-05	24666.6666667	11384.6153846	7400	0.00423666666667	0.00195538461538	0.001271	290	20	1511.1	566.7
Michigan	15718	617	0	0	0.00157387	6.178e-05	205666.666667	94923.0769231	61700	0.0205933333333	0.00950461538462	0.006178	1493	77	0.8	26.2
Kansas	751	22	0	0	0.00025778	7.55e-06	7333.33333333	3384.61538462	2200	0.00251666666667	0.00116153846154	0.000755	53	1	-23.2	-66.7
