Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change
Sherman	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jackson	20	0	0	0	9.109e-5	0	100	40	25	4.5545e-4	1.8218e-4	1.138625e-4	1	0	0	0
Grant	1	0	0	0	1.3935e-4	0	5	2	1.25	6.9675e-4	2.787e-4	1.741875e-4	0	0	0	0
Union	1	0	0	0	3.779e-5	0	5	2	1.25	1.8895e-4	7.558e-5	4.72375e-5	0	0	0	0
Wheeler	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Umatilla	4	0	0	0	5.16e-5	0	20	8	5	2.58e-4	1.032e-4	6.45e-5	0	0	0	0
Lincoln	1	0	0	0	2.025e-5	0	5	2	1.25	1.0125e-4	4.05e-5	2.53125e-5	0	0	0	0
Douglas	8	0	0	0	7.254e-5	0	40	16	10	3.627e-4	1.4508e-4	9.0675e-5	4	0	0	0
Klamath	4	0	0	0	5.913e-5	0	20	8	5	2.9565e-4	1.1826e-4	7.39125e-5	0	0	0	0
Wasco	5	0	0	0	1.8864e-4	0	25	10	6.25	9.432e-4	3.7728e-4	2.358e-4	2	0	0	0
Jefferson	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hood River	2	0	0	0	8.537e-5	0	10	4	2.5	4.2685e-4	1.7074e-4	1.067125e-4	0	0	0	0
Coos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Multnomah	100	2	0	0	1.2317e-4	2.46e-6	666.666666667	307.692307692	200	8.2e-4	3.78461538462e-4	2.46e-4	9	0	0	0
Columbia	1	0	0	0	1.909e-5	0	5	2	1.25	9.545e-5	3.818e-5	2.38625e-5	0	0	0	0
Tillamook	3	0	0	0	1.1199e-4	0	15	6	3.75	5.5995e-4	2.2398e-4	1.399875e-4	1	0	0	0
Clackamas	40	3	0	0	9.614e-5	7.21e-6	1000	461.538461538	300	0.00240333333333	0.00110923076923	7.21e-4	1	1	0	0
Linn	36	2	0	0	2.8272e-4	1.571e-5	666.666666667	307.692307692	200	0.00523666666667	0.00241692307692	0.001571	0	1	0	0
Lane	12	1	0	0	3.161e-5	2.63e-6	333.333333333	153.846153846	100	8.76666666667e-4	4.04615384615e-4	2.63e-4	2	0	0	0
Wallowa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Baker	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clatsop	3	0	0	0	7.545e-5	0	15	6	3.75	3.7725e-4	1.509e-4	9.43125e-5	0	0	0	0
Benton	9	0	0	0	9.772e-5	0	45	18	11.25	4.886e-4	1.9544e-4	1.2215e-4	1	0	0	0
Lake	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Morrow	1	0	0	0	8.794e-5	0	5	2	1.25	4.397e-4	1.7588e-4	1.09925e-4	0	0	0	0
Malheur	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deschutes	25	0	0	0	1.3021e-4	0	125	50	31.25	6.5105e-4	2.6042e-4	1.627625e-4	2	0	0	0
Curry	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gilliam	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Harney	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Josephine	10	0	0	0	1.1443e-4	0	50	20	12.5	5.7215e-4	2.2886e-4	1.430375e-4	4	0	0	0
Washington	168	3	0	0	2.8108e-4	5.02e-6	1000	461.538461538	300	0.00167333333333	7.72307692308e-4	5.02e-4	14	0	0	0
Crook	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yamhill	14	2	0	0	1.3084e-4	1.869e-5	666.666666667	307.692307692	200	0.00623	0.00287538461538	0.001869	1	1	0	0
Marion	123	3	0	0	3.546e-4	8.65e-6	1000	461.538461538	300	0.00288333333333	0.00133076923077	8.65e-4	14	0	0	0
Polk	15	0	0	0	1.7599e-4	0	75	30	18.75	8.7995e-4	3.5198e-4	2.199875e-4	2	0	0	0
