Date	Cases	Cases_per_capitaTotal_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-02-02	1.716	2.7e-07	1.716	2.7e-07	0.01	0.0	0.01	0.0
2020-02-03	3.432	5.3e-07	5.148	8e-07	0.021	0.0	0.031	0.0
2020-02-04	6.864	1.07e-06	12.011	1.87e-06	0.041	1e-08	0.072	1e-08
2020-02-05	13.727	2.14e-06	25.738	4.01e-06	0.082	1e-08	0.154	2e-08
2020-02-06	23.851	3.71e-06	49.589	7.72e-06	0.143	2e-08	0.298	5e-08
2020-02-07	47.702	7.43e-06	97.291	1.515e-05	0.286	4e-08	0.584	9e-08
2020-02-08	71.553	1.114e-05	168.844	2.63e-05	0.429	7e-08	1.013	1.6e-07
2020-02-09	143.105	2.229e-05	311.949	4.858e-05	0.859	1.3e-07	1.872	2.9e-07
2020-02-10	238.509	3.715e-05	550.458	8.573e-05	1.431	2.2e-07	3.303	5.1e-07
2020-02-11	357.763	5.572e-05	908.221	0.00014145	2.147	3.3e-07	5.449	8.5e-07
2020-02-12	477.018	7.429e-05	1385.239	0.00021574	2.862	4.5e-07	8.311	1.29e-06
2020-02-13	596.272	9.287e-05	1981.511	0.00030861	3.578	5.6e-07	11.889	1.85e-06
2020-02-14	715.526	0.00011144	2697.037	0.00042005	4.293	6.7e-07	16.182	2.52e-06
2020-02-15	834.781	0.00013001	3531.818	0.00055006	5.009	7.8e-07	21.191	3.3e-06
2020-02-16	1001.737	0.00015602	4533.555	0.00070608	6.01	9.4e-07	27.201	4.24e-06
2020-02-17	1192.544	0.00018573	5726.099	0.00089181	7.155	1.11e-06	34.357	5.35e-06
2020-02-18	1431.053	0.00022288	7157.152	0.00111469	8.586	1.34e-06	42.943	6.69e-06
2020-02-19	1717.263	0.00026746	8874.415	0.00138215	10.304	1.6e-06	53.246	8.29e-06
2020-02-20	2218.132	0.00034546	11092.547	0.00172761	13.309	2.07e-06	66.555	1.037e-05
2020-02-21	3124.465	0.00048662	14217.013	0.00221423	18.747	2.92e-06	85.302	1.329e-05
2020-02-22	4507.817	0.00070207	18724.829	0.0029163	27.047	4.21e-06	112.349	1.75e-05
2020-02-23	5560.435	0.00086601	24285.264	0.00378231	33.363	5.2e-06	145.712	2.269e-05
2020-02-24	6961.277	0.00108419	31246.542	0.0048665	41.768	6.51e-06	187.479	2.92e-05
2020-02-25	8476.603	0.00132019	39723.145	0.00618669	50.86	7.92e-06	238.339	3.712e-05
2020-02-26	10300.4	0.00160424	50023.545	0.00779093	61.802	9.63e-06	300.141	4.675e-05
2020-02-27	12397.688	0.00193088	62421.233	0.00972181	74.386	1.159e-05	374.527	5.833e-05
2020-02-28	15173.931	0.00236327	77595.164	0.01208507	91.044	1.418e-05	465.571	7.251e-05
2020-02-29	18740.432	0.00291873	96335.596	0.01500381	112.443	1.751e-05	578.014	9.002e-05
2020-03-01	23052.672	0.00359034	119388.268	0.01859415	138.316	2.154e-05	716.33	0.00011156
2020-03-02	27757.655	0.00432312	147145.923	0.02291727	166.546	2.594e-05	882.876	0.0001375
2020-03-03	33279.929	0.00518319	180425.852	0.02810046	199.68	3.11e-05	1082.555	0.0001686
2020-03-04	39088.414	0.00608783	219514.266	0.03418829	234.53	3.653e-05	1317.086	0.00020513
2020-03-05	45447.059	0.00707816	264961.325	0.04126645	272.682	4.247e-05	1589.768	0.0002476
2020-03-06	52545.081	0.00818364	317506.406	0.0494501	315.27	4.91e-05	1905.038	0.0002967
2020-03-07	60620.989	0.00944143	378127.395	0.05889152	363.726	5.665e-05	2268.764	0.00035335
2020-03-08	68436.128	0.0106586	446563.523	0.06955012	410.617	6.395e-05	2679.381	0.0004173
2020-03-09	74964.909	0.01167542	521528.432	0.08122555	449.789	7.005e-05	3129.171	0.00048735
2020-03-10	80922.859	0.01260335	602451.292	0.09382889	485.537	7.562e-05	3614.708	0.00056297
2020-03-11	87858.695	0.01368357	690309.987	0.10751246	527.152	8.21e-05	4141.86	0.00064507
2020-03-12	96853.658	0.01508449	787163.645	0.12259695	581.122	9.051e-05	4722.982	0.00073558
2020-03-13	107627.896	0.01676253	894791.541	0.13935948	645.767	0.00010058	5368.749	0.00083616
2020-03-14	118731.276	0.01849183	1013522.817	0.1578513	712.388	0.00011095	6081.137	0.00094711
2020-03-15	124024.581	0.01931623	1137547.398	0.17716754	744.147	0.0001159	6825.284	0.00106301
2020-03-16	128794.758	0.02005916	1266342.156	0.1972267	772.769	0.00012035	7598.053	0.00118336
2020-03-17	131179.846	0.02043063	1397522.001	0.21765733	787.079	0.00012258	8385.132	0.00130594
2020-03-18	133564.934	0.0208021	1531086.935	0.23845943	801.39	0.00012481	9186.522	0.00143076
2020-03-19	133564.934	0.0208021	1664651.869	0.25926152	801.39	0.00012481	9987.911	0.00155557
2020-03-20	132372.39	0.02061636	1797024.259	0.27987789	794.234	0.0001237	10782.146	0.00167927
2020-03-21	131179.846	0.02043063	1928204.104	0.30030852	787.079	0.00012258	11569.225	0.00180185
2020-03-22	129987.302	0.0202449	2058191.406	0.32055341	779.924	0.00012147	12349.148	0.00192332
2020-03-23	127602.214	0.01987343	2185793.62	0.34042684	765.613	0.00011924	13114.762	0.00204256
2020-03-24	125217.125	0.01950197	2311010.745	0.35992881	751.303	0.00011701	13866.064	0.00215957
2020-03-25	122832.037	0.0191305	2433842.782	0.37905931	736.992	0.00011478	14603.057	0.00227436
2020-03-26	119254.405	0.0185733	2553097.188	0.39763261	715.526	0.00011144	15318.583	0.0023858
2020-03-27	115676.773	0.0180161	2668773.961	0.41564871	694.061	0.0001081	16012.644	0.00249389
2020-03-28	112099.141	0.0174589	2780873.102	0.43310761	672.595	0.00010475	16685.239	0.00259865
2020-03-29	109714.053	0.01708744	2890587.154	0.45019505	658.284	0.00010252	17343.523	0.00270117
2020-03-30	107328.965	0.01671597	2997916.119	0.46691102	643.974	0.0001003	17987.497	0.00280147
2020-03-31	104943.877	0.0163445	3102859.996	0.48325552	629.663	9.807e-05	18617.16	0.00289953
2020-04-01	102558.788	0.01597304	3205418.784	0.49922856	615.353	9.584e-05	19232.513	0.00299537
2020-04-02	98981.156	0.01541584	3304399.94	0.5146444	593.887	9.25e-05	19826.4	0.00308787
2020-04-03	95403.524	0.01485864	3399803.465	0.52950304	572.421	8.915e-05	20398.821	0.00317702
2020-04-04	91825.892	0.01430144	3491629.357	0.54380448	550.955	8.581e-05	20949.776	0.00326283
2020-04-05	88248.26	0.01374424	3579877.616	0.55754872	529.49	8.247e-05	21479.266	0.00334529
2020-04-06	84670.628	0.01318704	3664548.244	0.57073577	508.024	7.912e-05	21987.289	0.00342441
2020-04-07	81092.996	0.01262984	3745641.24	0.58336561	486.558	7.578e-05	22473.847	0.00350019
2020-04-08	77515.363	0.01207265	3823156.603	0.59543825	465.092	7.244e-05	22938.94	0.00357263
2020-04-09	73937.731	0.01151545	3897094.334	0.6069537	443.626	6.909e-05	23382.566	0.00364172
2020-04-10	70837.117	0.01103254	3967931.451	0.61798624	425.023	6.62e-05	23807.589	0.00370792
2020-04-11	67736.502	0.01054963	4035667.953	0.62853588	406.419	6.33e-05	24214.008	0.00377122
2020-04-12	64397.379	0.01002958	4100065.332	0.63856546	386.384	6.018e-05	24600.392	0.00383139
2020-04-13	61058.255	0.00950953	4161123.587	0.64807499	366.35	5.706e-05	24966.742	0.00388845
2020-04-14	58196.15	0.00906377	4219319.737	0.65713876	349.177	5.438e-05	25315.918	0.00394283
2020-04-15	55334.044	0.00861801	4274653.781	0.66575677	332.004	5.171e-05	25647.923	0.00399454
2020-04-16	54857.026	0.00854372	4329510.807	0.67430049	329.142	5.126e-05	25977.065	0.0040458
2020-04-17	51994.921	0.00809796	4381505.728	0.68239845	311.97	4.859e-05	26289.034	0.00409439
2020-04-18	49371.324	0.00768935	4430877.052	0.69008779	296.228	4.614e-05	26585.262	0.00414053
2020-04-19	46986.236	0.00731788	4477863.288	0.69740567	281.917	4.391e-05	26867.18	0.00418443
2020-04-20	44601.148	0.00694641	4522464.435	0.70435209	267.607	4.168e-05	27134.787	0.00422611
2020-04-21	42216.059	0.00657495	4564680.495	0.71092704	253.296	3.945e-05	27388.083	0.00426556
2020-04-22	39830.971	0.00620348	4604511.466	0.71713052	238.986	3.722e-05	27627.069	0.00430278
2020-04-23	37445.883	0.00583202	4641957.349	0.72296253	224.675	3.499e-05	27851.744	0.00433778
2020-04-24	35060.795	0.00546055	4677018.144	0.72842308	210.365	3.276e-05	28062.109	0.00437054
2020-04-25	32675.707	0.00508908	4709693.851	0.73351217	196.054	3.053e-05	28258.163	0.00440107
2020-04-26	30290.619	0.00471762	4739984.47	0.73822979	181.744	2.831e-05	28439.907	0.00442938
2020-04-27	27905.531	0.00434615	4767890.001	0.74257594	167.433	2.608e-05	28607.34	0.00445546
2020-04-28	26235.969	0.00408613	4794125.97	0.74666206	157.416	2.452e-05	28764.756	0.00447997
2020-04-29	25043.425	0.00390039	4819169.395	0.75056246	150.261	2.34e-05	28915.016	0.00450337
2020-04-30	23850.881	0.00371466	4843020.276	0.75427712	143.105	2.229e-05	29058.122	0.00452566
2020-05-01	22658.337	0.00352893	4865678.613	0.75780604	135.95	2.117e-05	29194.072	0.00454684
