Date	Cases	Cases_per_capitaTotal_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-01-31	0.026	2.7e-07	0.026	2.7e-07	0.0	0.0	0.0	0.0
2020-02-01	0.051	5.3e-07	0.077	8e-07	0.0	0.0	0.0	0.0
2020-02-02	0.103	1.07e-06	0.18	1.87e-06	0.001	1e-08	0.001	1e-08
2020-02-03	0.206	2.14e-06	0.386	4.01e-06	0.001	1e-08	0.002	2e-08
2020-02-04	0.358	3.71e-06	0.744	7.72e-06	0.002	2e-08	0.004	5e-08
2020-02-05	0.715	7.43e-06	1.459	1.515e-05	0.004	4e-08	0.009	9e-08
2020-02-06	1.073	1.114e-05	2.532	2.63e-05	0.006	7e-08	0.015	1.6e-07
2020-02-07	2.146	2.229e-05	4.678	4.858e-05	0.013	1.3e-07	0.028	2.9e-07
2020-02-08	3.577	3.715e-05	8.255	8.573e-05	0.021	2.2e-07	0.05	5.1e-07
2020-02-09	5.365	5.572e-05	13.62	0.00014145	0.032	3.3e-07	0.082	8.5e-07
2020-02-10	7.153	7.429e-05	20.773	0.00021574	0.043	4.5e-07	0.125	1.29e-06
2020-02-11	8.942	9.287e-05	29.715	0.00030861	0.054	5.6e-07	0.178	1.85e-06
2020-02-12	10.73	0.00011144	40.445	0.00042005	0.064	6.7e-07	0.243	2.52e-06
2020-02-13	12.518	0.00013001	52.963	0.00055006	0.075	7.8e-07	0.318	3.3e-06
2020-02-14	15.022	0.00015602	67.986	0.00070608	0.09	9.4e-07	0.408	4.24e-06
2020-02-15	17.883	0.00018573	85.869	0.00089181	0.107	1.11e-06	0.515	5.35e-06
2020-02-16	21.46	0.00022288	107.329	0.00111469	0.129	1.34e-06	0.644	6.69e-06
2020-02-17	25.752	0.00026746	133.081	0.00138215	0.155	1.6e-06	0.798	8.29e-06
2020-02-18	33.263	0.00034546	166.345	0.00172761	0.2	2.07e-06	0.998	1.037e-05
2020-02-19	46.855	0.00048662	213.199	0.00221423	0.281	2.92e-06	1.279	1.329e-05
2020-02-20	67.6	0.00070207	280.799	0.0029163	0.406	4.21e-06	1.685	1.75e-05
