Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change
Lancaster	8	0	0	0	8.388e-5	0	40	16	10	4.194e-4	1.6776e-4	1.0485e-4	2	0	100	0
Colleton	2	0	0	0	5.311e-5	0	10	4	2.5	2.6555e-4	1.0622e-4	6.63875e-5	1	0	100	0
Richland	65	1	0	0	1.5679e-4	2.41e-6	333.333333333	153.846153846	100	8.03333333333e-4	3.70769230769e-4	2.41e-4	6	1	100	0
Cherokee	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
Sumter	10	2	0	0	9.389e-5	1.878e-5	666.666666667	307.692307692	200	0.00626	0.00288923076923	0.001878	0	0	100	0
Calhoun	1	0	0	0	6.887e-5	0	5	2	1.25	3.4435e-4	1.3774e-4	8.60875e-5	0	0	100	0
Fairfield	4	0	0	0	1.7856e-4	0	20	8	5	8.928e-4	3.5712e-4	2.232e-4	1	0	100	0
Spartanburg	16	0	0	0	5.097e-5	0	80	32	20	2.5485e-4	1.0194e-4	6.37125e-5	7	0	100	0
Anderson	21	0	0	0	1.0475e-4	0	105	42	26.25	5.2375e-4	2.095e-4	1.309375e-4	2	0	100	0
Laurens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
Union	1	0	0	0	3.648e-5	0	5	2	1.25	1.824e-4	7.296e-5	4.56e-5	0	0	100	0
Horry	24	1	0	0	6.974e-5	2.91e-6	333.333333333	153.846153846	100	9.7e-4	4.47692307692e-4	2.91e-4	4	0	100	0
Kershaw	70	2	0	0	0.0010672	3.049e-5	666.666666667	307.692307692	200	0.0101633333333	0.00469076923077	0.003049	7	1	100	0
Pickens	7	0	0	0	5.603e-5	0	35	14	8.75	2.8015e-4	1.1206e-4	7.00375e-5	1	0	100	0
Williamsburg	1	0	0	0	3.267e-5	0	5	2	1.25	1.6335e-4	6.534e-5	4.08375e-5	0	0	100	0
