Adair,7063
Adams,3645
Allamakee,13832
Appanoose,12437
Audubon,5506
Benton,25642
Black Hawk,132408
Boone,26346
Bremer,24947
Buchanan,21199
Buena Vista,19874
Butler,14539
Calhoun,9699
Carroll,20154
Cass,12930
Cedar,18627
Cerro Gordo,42647
Cherokee,11321
Chickasaw,11964
Clarke,9423
Clay,16134
Clayton,17556
Clinton,46518
Crawford,17158
Dallas,90180
Davis,9017
Decatur,7890
Delaware,17069
Des Moines,39138
Dickinson,17153
Dubuque,96854
Emmet,9253
Fayette,19660
Floyd,15761
Franklin,10124
Fremont,6993
Greene,8981
Grundy,12304
Guthrie,10720
Hamilton,14952
Hancock,10712
Hardin,16868
Harrison,14134
Henry,20067
Howard,9187
Humboldt,9547
Ida,6841
Iowa,16141
Jackson,19432
Jasper,37147
Jefferson,18381
Johnson,151260
Jones,20744
Keokuk,10225
Kossuth,14908
Lee,34055
Linn,225909
Louisa,11169
Lucas,8645
Lyon,11811
Madison,16249
Mahaska,22000
Marion,33407
Marshall,39981
Mills,15063
Mitchell,10569
Monona,8679
Monroe,7790
Montgomery,10003
Muscatine,42929
O'Brien,13840
Osceola,6040
Page,15249
Palo Alto,8929
Plymouth,25095
Pocahontas,6740
Polk,487204
Pottawattamie,93533
Poweshiek,18699
Ringgold,4968
Sac,9719
Scott,173283
Shelby,11578
Sioux,34909
Story,98105
Tama,16904
Taylor,6191
Union,12359
Van Buren,7020
Wapello,35205
Warren,51056
Washington,22141
Wayne,6401
Webster,36277
Winnebago,10518
Winneshiek,20029
Woodbury,102539
Worth,7453
Wright,12690
