Name	Predicted_New_Cases	Total_Predicted_New_Cases
Wright	0.0	0.0
Black Hawk	15.697	1637.839
Linn	3.592	1229.278
Jones	0.0	0.0
Montgomery	0.0	0.0
Winneshiek	0.0	0.0
Webster	0.0	0.0
Page	3.284	419.199
Van Buren	0.005	6.497
Mitchell	0.0	0.0
Hamilton	0.0	0.0
Lee	0.0	0.0
Louisa	5.729	1290.064
Washington	0.817	246.602
Hardin	0.0	0.0
Des Moines	0.0	0.0
Clayton	0.009	7.74
Fayette	0.0	0.0
Jefferson	0.002	5.633
Guthrie	0.0	0.0
Lyon	1.91	430.018
Marion	0.0	0.0
Delaware	0.0	0.0
Winnebago	0.0	0.0
Iowa	0.0	0.0
Dickinson	0.0	0.0
Benton	6.99	832.659
Cerro Gordo	0.0	2.0
Poweshiek	0.0	0.0
Henry	11.773	1229.382
Mahaska	0.0	0.0
Madison	0.0	0.0
Boone	0.0	0.0
Appanoose	0.0	0.0
Mills	0.0	0.0
Allamakee	11.773	1229.382
Buchanan	0.0	0.0
Scott	1.203	393.456
Tama	14.606	2006.48
Woodbury	0.0	0.0
Howard	0.0	0.0
Clarke	0.0	0.0
O'Brien	0.0	0.0
Unassigned	0.0	0.0
Plymouth	3.819	860.041
Dallas	0.15	47.806
Chickasaw	0.0	0.0
Shelby	0.007	7.108
Franklin	0.0	0.0
Sioux	3.924	409.457
Butler	0.0	0.0
Hancock	0.0	0.0
Audubon	0.0	0.0
Muscatine	0.91	333.437
Wapello	0.0	1.0
Keokuk	0.0	0.0
Warren	11.123	1239.505
Monona	0.0	0.0
Harrison	0.0	0.0
Cedar	7.415	826.336
Taylor	0.0	0.0
Crawford	0.0	0.0
Grundy	0.0	0.0
Jasper	0.0	0.0
Bremer	0.0	0.0
Story	0.0	0.0
Polk	0.502	252.973
Pottawattamie	7.849	819.921
Jackson	2.815	563.257
