Date	Cases	Cases_per_capitaTotal_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-02-02	11.417	2.7e-07	11.417	2.7e-07	0.0	0.0	0.0	0.0
2020-02-03	22.835	5.3e-07	34.252	8e-07	0.0	0.0	0.0	0.0
2020-02-04	45.67	1.07e-06	79.922	1.87e-06	0.0	0.0	0.0	0.0
2020-02-05	91.339	2.14e-06	171.261	4.01e-06	0.0	0.0	0.0	0.0
2020-02-06	158.702	3.71e-06	329.963	7.72e-06	0.0	0.0	0.0	0.0
2020-02-07	317.404	7.43e-06	647.367	1.515e-05	0.0	0.0	0.0	0.0
2020-02-08	476.106	1.114e-05	1123.473	2.63e-05	0.0	0.0	0.0	0.0
2020-02-09	952.212	2.229e-05	2075.684	4.858e-05	0.0	0.0	0.0	0.0
2020-02-10	1587.019	3.715e-05	3662.704	8.573e-05	0.0	0.0	0.0	0.0
2020-02-11	2380.529	5.572e-05	6043.233	0.00014145	0.0	0.0	0.0	0.0
2020-02-12	3174.039	7.429e-05	9217.271	0.00021574	0.069	0.0	0.069	0.0
2020-02-13	3967.548	9.287e-05	13184.82	0.00030861	0.137	0.0	0.206	0.0
2020-02-14	4761.058	0.00011144	17945.878	0.00042005	0.274	1e-08	0.48	1e-08
2020-02-15	5554.568	0.00013001	23500.446	0.00055006	0.548	1e-08	1.028	2e-08
2020-02-16	6665.481	0.00015602	30165.927	0.00070608	0.952	2e-08	1.98	5e-08
2020-02-17	7935.097	0.00018573	38101.024	0.00089181	1.904	4e-08	3.884	9e-08
2020-02-18	9522.116	0.00022288	47623.14	0.00111469	2.857	7e-08	6.741	1.6e-07
2020-02-19	11426.539	0.00026746	59049.679	0.00138215	5.713	1.3e-07	12.454	2.9e-07
2020-02-20	14759.28	0.00034546	73808.96	0.00172761	9.522	2.2e-07	21.976	5.1e-07
2020-02-21	20789.954	0.00048662	94598.913	0.00221423	14.283	3.3e-07	36.259	8.5e-07
2020-02-22	29994.666	0.00070207	124593.579	0.0029163	19.044	4.5e-07	55.304	1.29e-06
2020-02-23	36998.711	0.00086601	161592.291	0.00378231	23.805	5.6e-07	79.109	1.85e-06
2020-02-24	46319.805	0.00108419	207912.096	0.0048665	28.566	6.7e-07	107.675	2.52e-06
2020-02-25	56402.668	0.00132019	264314.764	0.00618669	33.327	7.8e-07	141.003	3.3e-06
2020-02-26	68538.076	0.00160424	332852.84	0.00779093	39.993	9.4e-07	180.996	4.24e-06
2020-02-27	82493.267	0.00193088	415346.107	0.00972181	47.611	1.11e-06	228.606	5.35e-06
2020-02-28	100966.172	0.00236327	516312.279	0.01208507	57.133	1.34e-06	285.739	6.69e-06
2020-02-29	124697.401	0.00291873	641009.68	0.01500381	68.559	1.6e-06	354.298	8.29e-06
