Aleutians East,3515
Aleutians West,5723
Anchorage,291538
Bethel,18216
Bristol Bay,877
Denali,2059
Dillingham,5000
Fairbanks North Star,98971
Haines,2474
Hoonah-Angoon,2151
Juneau,32113
Kenai Peninsula,58533
Ketchikan Gateway,13918
Kodiak Island,13345
Kusilvak,8303
Lake and Peninsula,1587
Matanuska-Susitna,107610
Nome,10008
North Slope,9872
Northwest Arctic,7671
Petersburg,3221
Prince of Wales-Hyder,6422
Sitka,8647
Skagway,1148
Southeast Fairbanks,6918
Valdez-Cordova,9164
Wrangell,2503
Yakutat,604
Yukon-Koyukuk,5327
