Adair,19215
Allen,21122
Anderson,22663
Ballard,7979
Barren,44176
Bath,12383
Bell,26569
Boone,131533
Bourbon,20184
Boyd,47240
Boyle,30100
Bracken,8239
Breathitt,12726
Breckinridge,20388
Bullitt,81069
Butler,12772
Caldwell,12715
Calloway,39135
Campbell,93152
Carlisle,4771
Carroll,10737
Carter,27004
Casey,15888
Christian,71671
Clark,36249
Clay,20105
Clinton,10206
Crittenden,8915
Cumberland,6659
Daviess,101104
Edmonson,12274
Elliott,7508
Estill,14198
Fayette,323780
Fleming,14432
Floyd,35845
Franklin,50815
Fulton,6120
Gallatin,8832
Garrard,17560
Grant,25121
Graves,37317
Grayson,26321
Green,11049
Greenup,35268
Hancock,8758
Hardin,110356
Harlan,26409
Harrison,18778
Hart,18906
Henderson,45591
Henry,16106
Hickman,4421
Hopkins,45068
Jackson,13442
Jefferson,770517
Jessamine,53920
Johnson,22386
Kenton,166051
Knott,15126
Knox,31304
Larue,14307
Laurel,60669
Lawrence,15571
Lee,7033
Leslie,10143
Letcher,21899
Lewis,13257
Lincoln,24644
Livingston,9242
Logan,26989
Lyon,8009
McCracken,65346
McCreary,17408
McLean,9252
Madison,92368
Magoffin,12362
Marion,19404
Marshall,31191
Martin,11323
Mason,17150
Meade,28715
Menifee,6451
Mercer,21774
Metcalfe,10030
Monroe,10718
Montgomery,28203
Morgan,13345
Muhlenberg,30774
Nelson,45851
Nicholas,7166
Ohio,24087
Oldham,66470
Owen,10880
Owsley,4472
Pendleton,14529
Perry,26092
Pike,58402
Powell,12442
Pulaski,64623
Robertson,2135
Rockcastle,16750
Rowan,24583
Russell,17821
Scott,56031
Shelby,48518
Simpson,18529
Spencer,18794
Taylor,25549
Todd,12311
Trigg,14643
Trimble,8515
Union,14505
Warren,131264
Washington,12084
Wayne,20468
Webster,13111
Whitley,36242
Wolfe,7177
Woodford,26533
