Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change
Penobscot	16	0	0	0	0.00010589	0.0	80	32	20	0.00052945	0.00021178	0.0001323625	4	0	100	0
Sagadahoc	10	0	0	0	0.00028063	0.0	50	20	12.5	0.00140315	0.00056126	0.0003507875	3	0	100	0
Lincoln	8	0	0	0	0.00023295	0.0	40	16	10	0.00116475	0.0004659	0.0002911875	0	0	100	0
Kennebec	19	1	0	0	0.00015563	8.19e-06	333.333333333	153.846153846	100	0.00273	0.00126	0.000819	7	0	100	0
Waldo	2	0	0	0	5.039e-05	0.0	10	4	2.5	0.00025195	0.00010078	6.29875e-05	0	0	100	0
York	74	1	0	0	0.00035882	4.85e-06	333.333333333	153.846153846	100	0.00161666666667	0.000746153846154	0.000485	15	0	100	0
Hancock	2	0	0	0	3.649e-05	0.0	10	4	2.5	0.00018245	7.298e-05	4.56125e-05	NA	NA	100	0
Androscoggin	12	0	0	0	0.00011144	0.0	60	24	15	0.0005572	0.00022288	0.0001393	1	0	100	0
Unassigned	8	0	0	0	N/A	N/A	40	16	10	N/A	N/A	N/A	2	0	100	0
Franklin	3	0	0	0	0.00010034	0.0	15	6	3.75	0.0005017	0.00020068	0.000125425	1	0	100	0
Oxford	9	0	0	0	0.0001562	0.0	45	18	11.25	0.000781	0.0003124	0.00019525	0	0	100	0
Knox	7	0	0	0	0.00017601	0.0	35	14	8.75	0.00088005	0.00035202	0.0002200125	2	0	100	0
Somerset	2	0	0	0	3.953e-05	0.0	10	4	2.5	0.00019765	7.906e-05	4.94125e-05	1	0	100	0
Cumberland	204	5	0	0	0.00069492	1.703e-05	1666.66666667	769.230769231	500	0.00567666666667	0.00262	0.001703	35	2	100	0
