Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Date
United Kingdom	456.0	8.0	18.0	N/A	N/A	N/A	N/A	N/A	2666.66666667	1230.76923077	800.0	N/A	2020-03-11
United Kingdom	456.0	8.0	18.0	N/A	N/A	N/A	N/A	N/A	2666.66666667	1230.76923077	800.0	N/A	2020-03-12
United Kingdom	798.0	8.0	18.0	N/A	N/A	N/A	N/A	N/A	2666.66666667	1230.76923077	800.0	N/A	2020-03-13
United Kingdom	1140.0	21.0	18.0	N/A	N/A	N/A	N/A	N/A	7000.0	3230.76923077	2100.0	N/A	2020-03-14
United Kingdom	1140.0	21.0	18.0	N/A	N/A	N/A	N/A	N/A	7000.0	3230.76923077	2100.0	N/A	2020-03-15
United Kingdom	1543.0	55.0	20.0	N/A	N/A	N/A	N/A	N/A	18333.3333333	8461.53846154	5500.0	N/A	2020-03-16
United Kingdom	1950.0	55.0	52.0	N/A	N/A	N/A	N/A	N/A	18333.3333333	8461.53846154	5500.0	N/A	2020-03-17
United Kingdom	2626.0	71.0	65.0	N/A	N/A	N/A	N/A	N/A	23666.6666667	10923.0769231	7100.0	N/A	2020-03-18
United Kingdom	2689.0	137.0	65.0	N/A	N/A	N/A	N/A	N/A	45666.6666667	21076.9230769	13700.0	N/A	2020-03-19
United Kingdom	3983.0	177.0	65.0	N/A	N/A	N/A	N/A	N/A	59000.0	27230.7692308	17700.0	N/A	2020-03-20
United Kingdom	5018.0	233.0	65.0	N/A	N/A	N/A	N/A	N/A	77666.6666667	35846.1538462	23300.0	N/A	2020-03-21
United Kingdom	5683.0	281.0	93.0	5309.0	N/A	N/A	N/A	N/A	93666.6666667	43230.7692308	28100.0	N/A	2020-03-22
United Kingdom	6650.0	335.0	135.0	6180.0	N/A	N/A	N/A	N/A	111666.666667	51538.4615385	33500.0	N/A	2020-03-23
United Kingdom	8077.0	422.0	135.0	7520.0	N/A	N/A	N/A	N/A	140666.666667	64923.0769231	42200.0	N/A	2020-03-24
United Kingdom	9529.0	465.0	135.0	8929.0	N/A	N/A	N/A	N/A	155000.0	71538.4615385	46500.0	N/A	2020-03-25
United Kingdom	11658.0	578.0	135.0	10945.0	N/A	N/A	N/A	N/A	192666.666667	88923.0769231	57800.0	N/A	2020-03-26
United Kingdom	14543.0	759.0	135.0	13649.0	N/A	N/A	N/A	N/A	253000.0	116769.230769	75900.0	N/A	2020-03-27
