Adams,31192
Alcorn,36925
Amite,12326
Attala,18365
Benton,8271
Bolivar,31333
Calhoun,14436
Carroll,9911
Chickasaw,17171
Choctaw,8278
Claiborne,9002
Clarke,15604
Clay,19386
Coahoma,22628
Copiah,28543
Covington,18853
Desoto,182001
Forrest,75036
Franklin,7788
George,24250
Greene,13586
Grenada,21055
Hancock,47334
Harrison,206650
Hinds,237085
Holmes,17622
Humphreys,8257
Issaquena,1308
Itawamba,23517
Jackson,143277
Jasper,16428
Jefferson,7106
Jefferson Davis,11234
Jones,68461
Kemper,10027
Lafayette,54793
Lamar,62447
Lauderdale,75317
Lawrence,12455
Leake,22763
Lee,85202
Leflore,28919
Lincoln,34205
Lowndes,58930
Madison,105630
Marion,24715
Marshall,35451
Monroe,35564
Montgomery,10023
Neshoba,29125
Newton,21443
Noxubee,10535
Oktibbeha,49599
Panola,34178
Pearl River,55387
Perry,11931
Pike,39563
Pontotoc,31833
Prentiss,25315
Quitman,7051
Rankin,153902
Scott,28287
Sharkey,4377
Simpson,26758
Smith,16002
Stone,18717
Sunflower,25735
Tallahatchie,13987
Tate,28759
Tippah,21995
Tishomingo,19454
Tunica,9944
Union,28606
Walthall,14465
Warren,46176
Washington,45063
Wayne,20298
Webster,9788
Wilkinson,8792
Winston,18165
Yalobusha,12392
Yazoo,28248
