Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Choctaw	0.233	0.233	2.816e-05	2.816e-05
Jones	1.317	1.317	1.924e-05	1.924e-05
Pike	1.797	1.797	4.541e-05	4.541e-05
Wayne	0.0	0.0	0.0	0.0
Oktibbeha	1.557	1.557	3.139e-05	3.139e-05
Montgomery	0.419	0.419	4.182e-05	4.182e-05
Rankin	1.463	1.463	9.5e-06	9.5e-06
Webster	0.055	0.055	5.62e-06	5.62e-06
Jefferson Davis	0.0	0.0	0.0	0.0
Attala	0.062	0.062	3.36e-06	3.36e-06
George	0.12	0.12	4.94e-06	4.94e-06
Lincoln	1.437	1.437	4.202e-05	4.202e-05
Kemper	2.502	2.502	0.00024954	0.00024954
Quitman	1.105	1.105	0.00015667	0.00015667
Hinds	9.043	9.043	3.814e-05	3.814e-05
Lee	1.976	1.976	2.319e-05	2.319e-05
Washington	1.962	1.962	4.354e-05	4.354e-05
Alcorn	0.0	0.0	0.0	0.0
Leake	1.377	1.377	6.051e-05	6.051e-05
Desoto	2.817	2.817	1.548e-05	1.548e-05
Yalobusha	0.196	0.196	1.586e-05	1.586e-05
Tallahatchie	0.12	0.12	8.56e-06	8.56e-06
Jefferson	0.323	0.323	4.551e-05	4.551e-05
Newton	0.03	0.03	1.41e-06	1.41e-06
Smith	1.437	1.437	8.982e-05	8.982e-05
Covington	0.012	0.012	6.3e-07	6.3e-07
Panola	1.557	1.557	4.556e-05	4.556e-05
Monroe	1.377	1.377	3.873e-05	3.873e-05
Lamar	1.737	1.737	2.781e-05	2.781e-05
Lawrence	0.06	0.06	4.81e-06	4.81e-06
Marion	1.198	1.198	4.846e-05	4.846e-05
Benton	0.0	0.0	0.0	0.0
Simpson	0.0	0.0	0.0	0.0
Madison	3.294	3.294	3.118e-05	3.118e-05
Wilkinson	1.797	1.797	0.00020434	0.00020434
Bolivar	3.413	3.413	0.00010894	0.00010894
Scott	2.815	2.815	9.95e-05	9.95e-05
Pearl River	3.533	3.533	6.379e-05	6.379e-05
Calhoun	1.361	1.361	9.426e-05	9.426e-05
Pontotoc	0.359	0.359	1.129e-05	1.129e-05
Clarke	1.295	1.295	8.301e-05	8.301e-05
Marshall	1.018	1.018	2.872e-05	2.872e-05
Coahoma	1.258	1.258	5.558e-05	5.558e-05
Leflore	0.958	0.958	3.313e-05	3.313e-05
Adams	1.737	1.737	5.568e-05	5.568e-05
Claiborne	2.695	2.695	0.00029936	0.00029936
Clay	0.659	0.659	3.398e-05	3.398e-05
Chickasaw	0.18	0.18	1.046e-05	1.046e-05
Itawamba	0.299	0.299	1.273e-05	1.273e-05
Forrest	4.851	4.851	6.464e-05	6.464e-05
Franklin	0.359	0.359	4.614e-05	4.614e-05
Humphreys	0.18	0.18	2.176e-05	2.176e-05
Greene	0.0	0.0	0.0	0.0
Lafayette	0.688	0.688	1.255e-05	1.255e-05
Lauderdale	5.744	5.744	7.627e-05	7.627e-05
Stone	0.0	0.0	0.0	0.0
Hancock	0.591	0.591	1.248e-05	1.248e-05
Union	0.0	0.0	0.0	0.0
Perry	0.057	0.057	4.78e-06	4.78e-06
Sharkey	0.108	0.108	2.463e-05	2.463e-05
Tunica	0.0	0.0	0.0	0.0
Carroll	0.0	0.0	0.0	0.0
Grenada	0.719	0.719	3.413e-05	3.413e-05
Tate	0.838	0.838	2.915e-05	2.915e-05
Copiah	1.317	1.317	4.616e-05	4.616e-05
Noxubee	0.0	0.0	0.0	0.0
Holmes	1.617	1.617	9.175e-05	9.175e-05
Yazoo	4.132	4.132	0.00014628	0.00014628
Lowndes	0.778	0.778	1.321e-05	1.321e-05
Tippah	1.377	1.377	6.262e-05	6.262e-05
Warren	0.0	0.0	0.0	0.0
Neshoba	1.678	1.678	5.763e-05	5.763e-05
Harrison	4.132	4.132	2e-05	2e-05
Prentiss	0.01	0.01	4e-07	4e-07
Walthall	0.719	0.719	4.968e-05	4.968e-05
Jasper	0.0	0.0	0.0	0.0
Amite	1.247	1.247	0.00010114	0.00010114
Winston	1.018	1.018	5.604e-05	5.604e-05
Tishomingo	1.797	1.797	9.235e-05	9.235e-05
Sunflower	2.036	2.036	7.912e-05	7.912e-05
Jackson	6.887	6.887	4.807e-05	4.807e-05
