Date	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-03-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-03-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-03-16	35.962	1.25e-06	35.962	1.25e-06	0.0	0.0	0.0	0.0
2020-03-17	35.962	1.25e-06	71.925	2.49e-06	0.0	0.0	0.0	0.0
2020-03-18	35.962	1.25e-06	107.887	3.74e-06	0.0	0.0	0.0	0.0
2020-03-19	71.925	2.49e-06	179.811	6.23e-06	0.0	0.0	0.0	0.0
2020-03-20	179.811	6.23e-06	359.623	1.246e-05	0.0	0.0	0.0	0.0
2020-03-21	287.698	9.97e-06	647.321	2.242e-05	0.0	0.0	0.0	0.0
2020-03-22	395.585	1.37e-05	1042.907	3.612e-05	0.0	0.0	0.0	0.0
2020-03-23	539.434	1.868e-05	1582.341	5.481e-05	0.0	0.0	0.0	0.0
2020-03-24	863.095	2.99e-05	2445.436	8.47e-05	0.0	0.0	0.0	0.0
2020-03-25	1294.643	4.484e-05	3740.079	0.00012955	0.0	0.0	0.0	0.0
2020-03-26	1798.115	6.228e-05	5538.193	0.00019183	0.216	1e-08	0.216	1e-08
2020-03-27	2193.7	7.598e-05	7731.893	0.00026782	0.216	1e-08	0.432	1e-08
2020-03-28	2481.398	8.595e-05	10213.292	0.00035377	0.216	1e-08	0.647	2e-08
2020-03-29	2661.21	9.218e-05	12874.501	0.00044594	0.432	1e-08	1.079	4e-08
2020-03-30	2805.059	9.716e-05	15679.56	0.00054311	1.079	4e-08	2.158	7e-08
2020-03-31	2841.021	9.841e-05	18520.581	0.00064151	1.726	6e-08	3.884	1.3e-07
2020-04-01	2876.984	9.965e-05	21397.565	0.00074116	2.374	8e-08	6.257	2.2e-07
2020-04-02	2912.946	0.0001009	24310.511	0.00084206	3.237	1.1e-07	9.494	3.3e-07
2020-04-03	2876.984	9.965e-05	27187.494	0.00094171	5.179	1.8e-07	14.673	5.1e-07
2020-04-04	2841.021	9.841e-05	30028.516	0.00104012	7.768	2.7e-07	22.44	7.8e-07
2020-04-05	2805.059	9.716e-05	32833.575	0.00113728	10.789	3.7e-07	33.229	1.15e-06
2020-04-06	2625.247	9.093e-05	35458.822	0.00122822	13.162	4.6e-07	46.391	1.61e-06
2020-04-07	2553.323	8.844e-05	38012.145	0.00131666	14.888	5.2e-07	61.28	2.12e-06
2020-04-08	2409.474	8.346e-05	40421.619	0.00140012	15.967	5.5e-07	77.247	2.68e-06
2020-04-09	2085.813	7.225e-05	42507.432	0.00147236	16.83	5.8e-07	94.077	3.26e-06
2020-04-10	1798.115	6.228e-05	44305.546	0.00153465	17.046	5.9e-07	111.123	3.85e-06
2020-04-11	1546.379	5.356e-05	45851.925	0.00158821	17.262	6e-07	128.385	4.45e-06
2020-04-12	1330.605	4.609e-05	47182.53	0.0016343	17.478	6.1e-07	145.863	5.05e-06
2020-04-13	1114.831	3.862e-05	48297.361	0.00167291	17.262	6e-07	163.125	5.65e-06
2020-04-14	899.057	3.114e-05	49196.418	0.00170406	17.046	5.9e-07	180.171	6.24e-06
2020-04-15	719.246	2.491e-05	49915.664	0.00172897	16.83	5.8e-07	197.001	6.82e-06
2020-04-16	611.359	2.118e-05	50527.023	0.00175014	15.751	5.5e-07	212.753	7.37e-06
2020-04-17	539.434	1.868e-05	51066.458	0.00176883	15.32	5.3e-07	228.073	7.9e-06
2020-04-18	467.51	1.619e-05	51533.967	0.00178502	14.457	5e-07	242.53	8.4e-06
2020-04-19	395.585	1.37e-05	51929.553	0.00179873	12.515	4.3e-07	255.045	8.83e-06
2020-04-20	323.661	1.121e-05	52253.213	0.00180994	10.789	3.7e-07	265.833	9.21e-06
2020-04-21	251.736	8.72e-06	52504.949	0.00181866	9.278	3.2e-07	275.112	9.53e-06
2020-04-22	179.811	6.23e-06	52684.761	0.00182488	7.984	2.8e-07	283.095	9.81e-06
2020-04-23	143.849	4.98e-06	52828.61	0.00182987	6.689	2.3e-07	289.784	1.004e-05
2020-04-24	107.887	3.74e-06	52936.497	0.0018336	5.394	1.9e-07	295.179	1.022e-05
2020-04-25	71.925	2.49e-06	53008.422	0.0018361	4.315	1.5e-07	299.494	1.037e-05
2020-04-26	35.962	1.25e-06	53044.384	0.00183734	3.668	1.3e-07	303.162	1.05e-05
2020-04-27	0.0	0.0	53044.384	0.00183734	3.237	1.1e-07	306.399	1.061e-05
2020-04-28	0.0	0.0	53044.384	0.00183734	2.805	1e-07	309.204	1.071e-05
2020-04-29	0.0	0.0	53044.384	0.00183734	2.374	8e-08	311.577	1.079e-05
2020-04-30	0.0	0.0	53044.384	0.00183734	1.942	7e-08	313.519	1.086e-05
2020-05-01	0.0	0.0	53044.384	0.00183734	1.51	5e-08	315.03	1.091e-05
2020-05-02	0.0	0.0	53044.384	0.00183734	1.079	4e-08	316.109	1.095e-05
2020-05-03	0.0	0.0	53044.384	0.00183734	0.863	3e-08	316.972	1.098e-05
2020-05-04	0.0	0.0	53044.384	0.00183734	0.647	2e-08	317.619	1.1e-05
2020-05-05	0.0	0.0	53044.384	0.00183734	0.432	1e-08	318.051	1.102e-05
2020-05-06	0.0	0.0	53044.384	0.00183734	0.216	1e-08	318.266	1.102e-05
