Name	Confirmed	Deaths	Recovered	Active
Anhui	990	6	984	N/A
Tianjin	137	3	133	N/A
Shanghai	380	3	327	N/A
Xizang	1	0	1	N/A
Nei Mongol	75	1	74	N/A
Gansu	134	2	113	N/A
Hebei	318	6	310	N/A
Hainan	168	6	161	N/A
Yunnan	176	2	172	N/A
Xinjiang Uygur	76	3	73	N/A
Hubei	67800	3139	58946	N/A
Zhejiang	1236	1	1219	N/A
Heilongjiang	484	13	463	N/A
Jiangxi	935	1	934	N/A
Hong Kong	273	4	98	N/A
Chongqing	576	6	570	N/A
Shaanxi	248	3	239	N/A
Jiangsu	631	0	631	N/A
Henan	1273	22	1250	N/A
Guizhou	146	2	144	N/A
Fujian	303	1	295	N/A
Beijing	504	8	396	N/A
Shandong	764	7	749	N/A
Hunan	1018	4	1014	N/A
Guangxi	254	2	250	N/A
Qinghai	18	0	18	N/A
Macau	18	0	10	N/A
Ningxia Hui	75	0	75	N/A
Sichuan	542	3	536	N/A
Liaoning	126	2	122	N/A
Guangdong	1400	8	1325	N/A
Jilin	93	1	92	N/A
Shanxi	133	0	133	N/A
