Name	Confirmed	Deaths	Recovered	Active
Anhui	990	6	984	0
Tianjin	161	3	133	25
Shanghai	485	5	334	146
Xizang	1	0	1	0
Nei Mongol	94	1	74	19
Gansu	136	2	125	9
Hebei	319	6	310	3
Hainan	168	6	168	-6
Yunnan	180	2	172	6
Xinjiang Uygur	76	3	73	0
Hubei	67801	3177	62098	2526
Zhejiang	1251	1	1225	25
Heilongjiang	484	13	469	2
Jiangxi	936	1	934	1
Hong Kong	561	4	112	445
Chongqing	578	6	570	2
Shaanxi	253	3	242	8
Jiangsu	641	0	631	10
Henan	1275	22	1251	2
Guizhou	146	2	144	0
Fujian	337	1	295	41
Hunan	1018	4	1014	0
Beijing	573	8	410	155
Shandong	772	7	752	13
Macau	37	0	10	27
Guangxi	254	2	250	2
Qinghai	18	0	18	0
Jilin	97	1	92	4
Sichuan	548	3	536	9
Liaoning	132	2	124	6
Guangdong	1467	8	1341	118
Ningxia Hui	75	0	75	0
Shanxi	135	0	133	2
