Name	Confirmed	Deaths	Recovered	Active
Anhui	990	6	984	0
Tianjin	145	3	133	9
Shanghai	433	5	330	98
Xizang	1	0	1	0
Nei Mongol	77	1	74	2
Gansu	136	2	119	15
Hebei	319	6	310	3
Hainan	168	6	168	-6
Yunnan	176	2	172	2
Xinjiang Uygur	76	3	73	0
Hubei	67801	3163	60811	3827
Zhejiang	1241	1	1221	19
Heilongjiang	484	13	468	3
Jiangxi	936	1	934	1
Hong Kong	410	4	102	304
Chongqing	578	6	570	2
Shaanxi	250	3	240	7
Jiangsu	638	0	631	7
Henan	1274	22	1250	2
Guizhou	146	2	144	0
Fujian	322	1	295	26
Hunan	1018	4	1014	0
Beijing	561	8	403	150
Shandong	769	7	752	10
Macau	30	0	10	20
Guangxi	254	2	250	2
Qinghai	18	0	18	0
Jilin	94	1	92	1
Sichuan	547	3	536	8
Liaoning	127	2	124	1
Guangdong	1433	8	1336	89
Ningxia Hui	75	0	75	0
Shanxi	134	0	133	1
