Allen,12444
Anderson,7878
Atchison,16193
Barber,4472
Barton,26111
Bourbon,14653
Brown,9598
Butler,66765
Chase,2629
Chautauqua,3309
Cherokee,20015
Cheyenne,2660
Clark,2005
Clay,7997
Cloud,8729
Coffey,8233
Comanche,1748
Cowley,35218
Crawford,39019
Decatur,2871
Dickinson,18717
Doniphan,7682
Douglas,121436
Edwards,2849
Elk,2508
Ellis,28710
Ellsworth,6196
Finney,36611
Ford,33888
Franklin,25631
Geary,32594
Gove,2612
Graham,2492
Grant,7336
Gray,6033
Greeley,1227
Greenwood,6055
Hamilton,2607
Harper,5506
Harvey,34210
Haskell,3997
Hodgeman,1818
Jackson,13280
Jefferson,18975
Jewell,2841
Johnson,597555
Kearny,3943
Kingman,7310
Kiowa,2516
Labette,19964
Lane,1560
Leavenworth,81352
Lincoln,3023
Linn,9750
Logan,2844
Lyon,33406
McPherson,28537
Marion,11950
Marshall,9722
Meade,4146
Miami,33680
Mitchell,6150
Montgomery,32120
Morris,5521
Morton,2667
Nemaha,10155
Neosho,15951
Ness,2840
Norton,5430
Osage,15941
Osborne,3475
Ottawa,5802
Pawnee,6562
Phillips,5317
Pottawatomie,24277
Pratt,9378
Rawlins,2508
Reno,62342
Republic,4664
Rice,9531
Riley,73703
Rooks,5013
Rush,3093
Russell,6907
Saline,54401
Scott,4897
Sedgwick,513607
Seward,21780
Shawnee,177499
Sheridan,2533
Sherman,5899
Smith,3603
Stafford,4178
Stanton,1987
Stevens,5559
Sumner,22996
Thomas,7711
Trego,2793
Wabaunsee,6899
Wallace,1503
Washington,5420
Wichita,2105
Wilson,8665
Woodson,3183
Wyandotte,165324
