Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change
Red Lake	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0
Goodhue	2	0	0	0	4.31e-05	0.0	10	4	2.5	0.0002155	8.62e-05	5.3875e-05	0	0	0	0
Olmsted	47	0	0	0	0.00030075	0.0	235	94	58.75	0.00150375	0.0006015	0.0003759375	10	0	0	0
Pine	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0
Mower	11	0	0	0	0.00027492	0.0	55	22	13.75	0.0013746	0.00054984	0.00034365	0	0	0	0
Nicollet	3	0	0	0	8.767e-05	0.0	15	6	3.75	0.00043835	0.00017534	0.0001095875	0	0	0	0
Dodge	7	0	0	0	0.00033618	0.0	35	14	8.75	0.0016809	0.00067236	0.000420225	1	0	0	0
Brown	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0
Pennington	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0
Mahnomen	1	0	0	0	0.00018119	0.0	5	2	1.25	0.00090595	0.00036238	0.0002264875	0	0	0	0
Freeborn	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0
Kittson	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0
Renville	1	0	0	0	6.844e-05	0.0	5	2	1.25	0.0003422	0.00013688	8.555e-05	0	0	0	0
Chippewa	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0
Washington	27	0	0	0	0.00010417	0.0	135	54	33.75	0.00052085	0.00020834	0.0001302125	2	0	0	0
Itasca	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0
Dakota	39	0	0	0	9.167e-05	0.0	195	78	48.75	0.00045835	0.00018334	0.0001145875	6	0	0	0
Polk	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0
Kandiyohi	1	0	0	0	2.333e-05	0.0	5	2	1.25	0.00011665	4.666e-05	2.91625e-05	0	0	0	0
Jackson	1	0	0	0	0.0001009	0.0	5	2	1.25	0.0005045	0.0002018	0.000126125	0	0	0	0
Waseca	3	0	0	0	0.00016051	0.0	15	6	3.75	0.00080255	0.00032102	0.0002006375	0	0	0	0
Grant	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0
Wright	6	0	0	0	4.4e-05	0.0	30	12	7.5	0.00022	8.8e-05	5.5e-05	1	0	0	0
Wilkin	1	0	0	0	0.0001599	0.0	5	2	1.25	0.0007995	0.0003198	0.000199875	0	0	0	0
Rice	3	0	0	0	4.51e-05	0.0	15	6	3.75	0.0002255	9.02e-05	5.6375e-05	0	0	0	0
Morrison	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0
Redwood	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0
Cook	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0
Swift	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0
Mille Lacs	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0
Hennepin	171	2	0	0	0.00013578	1.59e-06	666.666666667	307.692307692	200	0.00053	0.000244615384615	0.000159	19	0	0	0
Rock	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0
Meeker	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0
Traverse	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0
Carver	9	0	0	0	8.691e-05	0.0	45	18	11.25	0.00043455	0.00017382	0.0001086375	0	0	0	0
