Latitude	Longitude	Year
49.2811885	-123.0993879	2011
49.2637833	-123.2059058	2011
49.2782966	-123.0599481	2011
49.2806667	-123.1189034	2011
49.2678017	-123.1175074	2011
49.2632732	-123.0715489	2011
49.2447297	-123.0902336	2011
49.2784696	-123.1184212	2011
49.2527229	-123.1029695	2011
49.2762069	-123.1101398	2011
49.2825018	-123.1181052	2011
49.2756754	-123.0599315	2011
49.2551907	-123.0984571	2011
49.2760645	-123.1020796	2011
49.2476985	-123.0972277	2011
49.2839093	-123.1259154	2011
49.2875563	-123.1205657	2011
49.2651573	-123.1798025	2011
49.281494	-123.1043349	2011
49.2681219	-123.1503676	2011
49.2353738	-123.1015898	2011
49.2620639	-123.1047406	2011
49.2592935	-123.1010126	2011
49.2301112	-123.0938167	2011
49.2271069	-123.1162982	2011
49.2702105	-123.132794	2011
49.2615935	-123.131537	2011
49.2623346	-123.0716525	2011
49.2664126	-123.1529694	2011
49.277631	-123.1022281	2011
49.249197	-123.1321211	2011
49.2829766	-123.1156429	2011
49.2709378	-123.1066956	2011
49.2615557	-123.1289203	2011
49.2811504	-123.0546889	2011
	 	2011
49.2822373	-123.1244002	2011
49.2374224	-123.032518	2011
49.2640813	-123.1682186	2011
49.2794633	-123.1062293	2011
49.2667221	-123.1193256	2011
49.2691155	-123.1573706	2011
49.2721433	-123.0695566	2011
49.2731129	-123.1200195	2011
49.2636752	-123.1433882	2011
49.2555518	-123.1743861	2011
49.2764821	-123.1156081	2011
49.2636752	-123.1433882	2011
49.2758214	-123.1242953	2011
49.283026	-123.0913803	2011
49.2866174	-123.1138591	2011
49.2591876	-123.0983382	2011
49.2798055	-123.1082595	2011
49.282763	-123.1119172	2011
49.2731038	-123.074426	2011
49.2347729	-123.1852952	2011
49.2758822	-123.1242278	2011
49.2632359	-123.1150281	2011
49.281874	-123.124402	2011
49.2705311	-123.0733833	2011
49.2631145	-123.1152982	2011
49.2900153	-123.1374985	2011
49.276319	-123.1217203	2011
49.277631	-123.1022281	2011
49.2335709	-123.0673959	2011
49.2675344	-123.1306557	2011
49.2678394	-123.0755442	2011
49.2654958	-123.1008061	2011
49.2633256	-123.0792878	2011
49.260502	-123.1218318	2011
49.2636502	-123.1385567	2011
49.2680105	-123.1458383	2011
49.2865745	-123.1364635	2011
49.2838725	-123.1209622	2011
49.2799327	-123.114514	2011
49.276591	-123.0675298	2011
49.2914913	-123.1354626	2011
49.2715417	-123.1053958	2011
49.283893	-123.1301661	2011
49.2796864	-123.1075819	2011
49.2833955	-123.1128833	2011
49.2649139	-123.1146963	2011
49.2717947	-123.1359892	2011
49.2637633	-123.148133	2011
49.2758214	-123.1242953	2011
49.2335171	-123.1163917	2011
49.2791435	-123.1292989	2011
49.2712863	-123.0695676	2011
49.2804972	-123.131329	2011
49.280494	-123.10426	2011
49.2832115	-123.104203	2011
49.2499597	-123.1072749	2011
49.2812374	-123.1020531	2011
49.2862576	-123.1296718	2011
49.2734615	-123.1188155	2011
49.2664126	-123.1529694	2011
49.2654246	-123.0957309	2011
49.2324988	-123.1014625	2011
49.2643118	-123.0870469	2011
49.2862352	-123.1402137	2011
49.2819503	-123.1250348	2011
49.280494	-123.10426	2011
49.2640836	-123.0599028	2011
49.2654246	-123.0957309	2011
49.2748411	-123.0694267	2011
49.2846865	-123.1108953	2011
49.2434122	-123.1083732	2011
49.2712863	-123.0695676	2011
49.2677066	-123.1817078	2011
49.2641129	-123.1149375	2011
49.2712863	-123.0695676	2011
49.2784696	-123.1184212	2011
49.2654246	-123.0957309	2011
49.2651618	-123.0929423	2011
49.2847912	-123.1152765	2011
49.2705133	-123.0695896	2011
49.2570021	-123.1201069	2011
49.2828203	-123.1349173	2011
49.2640813	-123.1682186	2011
49.2839093	-123.1259154	2011
49.2837053	-123.1201634	2011
49.2822779	-123.0997403	2011
49.2606641	-123.0948449	2011
49.2517671	-123.0680248	2011
49.2654246	-123.0957309	2011
49.264828	-123.1598845	2011
49.2719744	-123.135084	2011
49.2847493	-123.0565029	2011
49.2650395	-123.1199121	2011
49.2925366	-123.1371026	2011
49.2673714	-123.0986943	2011
49.2484248	-123.0760336	2011
49.2709378	-123.1066956	2011
49.2643118	-123.0870469	2011
49.2781497	-123.1150186	2011
49.2510348	-123.1048686	2011
49.2688297	-123.1409443	2011
49.2926897	-123.1394512	2011
49.2146031	-123.0525739	2011
49.2085743	-123.13844	2011
49.2686236	-123.1856994	2011
49.2745278	-123.1221469	2011
49.263321	-123.1219436	2011
49.2695403	-123.1319831	2011
49.2382959	-123.155449	2011
49.2719744	-123.135084	2011
49.2552786	-123.1297163	2011
49.2446254	-123.1470263	2011
49.2750524	-123.0998257	2011
49.2340687	-123.0270049	2011
49.2840674	-123.0978665	2011
49.2595607	-123.0698134	2011
49.2379701	-123.1371478	2011
49.2786008	-123.0792607	2011
49.2598342	-123.0949562	2011
49.2632359	-123.1150281	2011
49.2764234	-123.1139765	2011
49.2465987	-123.0901945	2011
49.2546391	-123.1033384	2011
49.281494	-123.1043349	2011
49.2254556	-123.0907646	2011
49.2725761	-123.1549578	2011
49.282533	-123.1095664	2011
49.2709308	-123.1622556	2011
49.2910594	-123.1298435	2011
49.2171564	-123.0931667	2011
49.2788193	-123.1256981	2011
49.2436373	-123.1253928	2011
49.2799848	-123.1141921	2011
49.2660623	-123.1858934	2011
49.2839051	-123.0635739	2011
49.2613806	-123.071441	2011
	 	2011
49.270038	-123.1620521	2011
49.2719744	-123.135084	2011
49.2719744	-123.135084	2011
49.2621845	-123.1110747	2011
49.2814652	-123.1042387	2011
49.2811763	-123.0682529	2011
49.2745167	-123.1199808	2011
49.2650469	-123.0676913	2011
49.2805588	-123.1043418	2011
49.2691888	-123.1046238	2011
49.262117	-123.1094695	2011
49.2812374	-123.1020531	2011
49.2083575	-123.1288566	2011
49.267437	-123.1663964	2011
49.2806667	-123.1189034	2011
49.2664141	-123.1288579	2011
49.2782267	-123.1343411	2011
49.2833967	-123.1109323	2011
49.28342	-123.1109944	2011
49.2792596	-123.1022039	2011
49.2834236	-123.10393	2011
49.2812387	-123.1162024	2011
49.2651017	-123.1218816	2011
49.2823659	-123.1144717	2011
49.2745161	-123.1524798	2011
49.2805977	-123.1049393	2011
49.2657452	-123.1144077	2011
49.2614975	-123.0869902	2011
49.2516511	-123.0746693	2011
49.2811988	-123.1084768	2011
49.2587216	-123.1293097	2011
49.2634558	-123.0851932	2011
49.2640813	-123.1682186	2011
49.2651017	-123.1218816	2011
49.277146	-123.1261827	2011
49.2638778	-123.2121747	2011
49.2651017	-123.1218816	2011
49.2661235	-123.1362071	2011
49.264019	-123.1647427	2011
49.2641093	-123.1149696	2011
49.2637357	-123.1457538	2011
49.2714581	-123.074454	2011
49.2677066	-123.1817078	2011
49.2702388	-123.109393	2011
49.2789001	-123.0847549	2011
49.2642582	-123.0851873	2011
49.268741	-123.0755219	2011
49.2784398	-123.0682003	2011
49.2606641	-123.0948449	2011
49.2659217	-123.1147031	2011
49.2630401	-123.1069558	2011
49.2829625	-123.1068814	2011
49.2794118	-123.1169723	2011
49.271067	-123.191671	2011
49.2813379	-123.0996501	2011
49.2528348	-123.1800045	2011
49.2810977	-123.1075616	2011
49.2537781	-123.1882111	2011
49.2883676	-123.0600179	2011
49.2641582	-123.0697215	2011
49.2673053	-123.1007577	2011
49.260502	-123.1218318	2011
49.2817125	-123.1135019	2011
49.2650581	-123.1711661	2011
49.2741997	-123.0442021	2011
49.2731129	-123.1200195	2011
49.2642365	-123.1759106	2011
49.282355	-123.11449	2011
49.2846432	-123.114872	2011
49.2310259	-123.0939537	2011
49.2609575	-123.1506651	2011
49.2699112	-123.1370577	2011
49.2796864	-123.1075819	2011
49.2683296	-123.164636	2011
49.2803957	-123.1116641	2011
49.2651017	-123.1218816	2011
49.2271955	-123.158878	2011
49.2750524	-123.0998257	2011
49.2829861	-123.1154242	2011
49.274733	-123.1317964	2011
49.2681625	-123.1527873	2011
49.2699112	-123.1370577	2011
49.2744872	-123.1501393	2011
49.2622987	-123.1175203	2011
49.2620052	-123.1010098	2011
49.2725899	-123.1574655	2011
49.281874	-123.124402	2011
49.2697098	-123.1407901	2011
49.281874	-123.124402	2011
49.281874	-123.124402	2011
49.2791435	-123.1292989	2011
49.2696661	-123.140774	2011
49.2511591	-123.1008464	2011
49.2397492	-123.1027964	2011
49.2785542	-123.1220762	2011
49.2885464	-123.1187093	2011
49.2918052	-123.1380882	2011
49.2347372	-123.175794	2011
49.2652228	-123.1314863	2011
49.2636592	-123.098849	2011
49.2684141	-123.1720912	2011
	 	2011
49.2827388	-123.111928	2011
49.2856055	-123.1172741	2011
49.2813379	-123.0996501	2011
49.2829766	-123.1156429	2011
49.2735164	-123.1463751	2011
49.2777744	-123.1085205	2011
49.2646168	-123.1028179	2011
49.2309753	-123.1036129	2011
49.2632359	-123.1150281	2011
49.2631485	-123.1647652	2011
49.2890714	-123.1283134	2011
49.28539	-123.1162997	2011
49.2771001	-123.1063839	2011
49.2828092	-123.1100275	2011
49.2504629	-123.1556701	2011
49.2715888	-123.1463976	2011
49.2606641	-123.1314556	2011
49.2827388	-123.111928	2011
49.2777989	-123.1108046	2011
49.2812844	-123.0973722	2011
49.2631485	-123.1647652	2011
49.2758822	-123.1242288	2011
49.2752511	-123.1232683	2011
49.265572	-123.1504693	2011
49.2823659	-123.1144727	2011
49.2772923	-123.1298373	2011
49.2812313	-123.1083844	2011
49.2683372	-123.1645268	2011
49.2706989	-123.1478665	2011
49.2170961	-123.0536827	2011
49.2692096	-123.1646092	2011
49.267682	-123.120974	2011
49.2846865	-123.1108953	2011
49.2837012	-123.1362827	2011
49.260502	-123.1218318	2011
49.2915333	-123.1355535	2011
49.2817994	-123.1291088	2011
49.2890714	-123.1283134	2011
49.2788193	-123.1256981	2011
49.2838562	-123.1065416	2011
49.2924008	-123.1334396	2011
49.2703878	-123.0637627	2011
49.2846112	-123.1248389	2011
49.2682096	-123.1575029	2011
49.2642118	-123.0755859	2011
49.2914913	-123.1354626	2011
49.2740269	-123.1159512	2011
49.2812443	-123.0703783	2011
49.2307654	-123.1448395	2011
49.2706887	-123.1479878	2011
49.2603276	-123.1094301	2011
49.2729898	-123.063604	2011
49.2683296	-123.164636	2011
49.2794594	-123.0997199	2011
49.269648	-123.1390246	2011
49.2728853	-123.1200149	2011
49.277757	-123.1273087	2011
49.2829861	-123.1154242	2011
49.2631337	-123.1110396	2011
49.2637351	-123.2031761	2011
49.2755004	-123.120592	2011
49.2502559	-123.1009905	2011
49.2740355	-123.1214823	2011
49.2859442	-123.1148438	2011
49.2615307	-123.1253629	2011
49.2750524	-123.0998257	2011
49.2519303	-123.181895	2011
49.2681719	-123.1552766	2011
49.2935334	-123.1479168	2011
49.2724755	-123.1483967	2011
49.2775428	-123.0682167	2011
49.2840087	-123.1217152	2011
49.2829861	-123.1154242	2011
49.2631852	-123.1129961	2011
49.2623144	-123.0870199	2011
49.2837053	-123.1201634	2011
49.2806667	-123.1189034	2011
49.2511138	-123.1146609	2011
49.281874	-123.124402	2011
49.2834932	-123.10441	2011
49.2678394	-123.0755442	2011
49.2628141	-123.2029032	2011
49.2766316	-123.0653512	2011
	 	2011
49.2725899	-123.1574655	2011
49.2620052	-123.1010098	2011
49.2886349	-123.1310578	2011
49.2843139	-123.1087911	2011
49.2811401	-123.0518076	2011
49.287689	-123.0275517	2011
49.2538883	-123.1008911	2011
49.275995	-123.133781	2011
49.2773369	-123.1201873	2011
49.2548534	-123.1149778	2011
49.2855014	-123.1121486	2011
49.2765373	-123.1155501	2011
49.3002759	-123.1303614	2011
49.281874	-123.124402	2011
49.2585733	-122.7753533	2011
49.2773369	-123.1201873	2011
49.2500596	-123.1152794	2011
49.2725899	-123.1574655	2011
49.2557134	-123.1039912	2011
49.2785605	-123.1100619	2011
49.2806667	-123.1189034	2011
49.28539	-123.1162997	2011
49.2742426	-123.1247609	2011
49.2797985	-123.1277947	2011
49.2745279	-123.1524976	2011
49.2655859	-123.104784	2011
49.2822373	-123.1244002	2011
49.2673046	-123.15527	2011
49.268984	-123.1006147	2011
49.2560705	-123.070897	2011
49.2575128	-123.1011848	2011
49.2758822	-123.1242288	2011
49.2630401	-123.1069558	2011
49.2781959	-123.1246117	2011
49.2712863	-123.0695676	2011
49.2638681	-123.2123184	2011
49.2725405	-123.1526087	2011
49.2773369	-123.1201873	2011
49.2719744	-123.135084	2011
49.2867031	-123.125937	2011
49.2739434	-123.0733618	2011
49.2800297	-123.1179251	2011
49.2777514	-123.1314136	2011
49.267046	-123.1359948	2011
49.2709378	-123.1066956	2011
49.2836413	-123.1164415	2011
49.2730629	-123.0732563	2011
49.2705241	-123.0715182	2011
49.2804972	-123.131329	2011
49.2862352	-123.1402137	2011
49.2621055	-123.106811	2011
49.2650395	-123.1199121	2011
49.2782556	-123.0518254	2011
49.2798329	-123.1106386	2011
49.275995	-123.133781	2011
49.2769767	-123.1323765	2011
49.2844511	-123.12103	2011
49.2638604	-123.0494349	2011
49.2664421	-123.1553176	2011
49.2866203	-123.1365073	2011
49.2764821	-123.1156081	2011
49.2740263	-123.0759567	2011
49.2867411	-123.0544442	2011
49.2695242	-123.1320132	2011
49.275995	-123.133781	2011
49.2821095	-123.1359595	2011
49.2630088	-123.104889	2011
49.2546132	-123.1008988	2011
49.278945	-123.119488	2011
49.2537156	-123.1047503	2011
49.2906022	-123.142729	2011
49.2719744	-123.135084	2011
49.2642358	-123.1146677	2011
49.2650395	-123.1199121	2011
49.2827475	-123.0975859	2011
49.2829861	-123.1154242	2011
49.2713741	-123.0995609	2011
49.2719744	-123.135084	2011
49.2632582	-123.0679397	2011
49.2719744	-123.135084	2011
49.299298	-123.1577898	2011
49.2793856	-123.1101803	2011
49.2702603	-123.1094113	2011
49.2794125	-123.1266385	2011
49.2641582	-123.0697215	2011
49.2573504	-123.1817868	2011
49.2753977	-123.1328429	2011
49.2840963	-123.099504	2011
49.2616089	-123.0929391	2011
49.2756754	-123.0599315	2011
49.2796866	-123.1076003	2011
49.2664641	-123.10472	2011
49.2622676	-123.1151041	2011
49.2727076	-123.0999446	2011
49.2804278	-123.1355654	2011
49.2697945	-123.1338688	2011
49.2812374	-123.1020531	2011
49.2804972	-123.131329	2011
49.2825018	-123.1181052	2011
49.2586246	-123.1201136	2011
49.2921571	-123.1344168	2011
49.2580786	-123.2001563	2011
49.2620154	-123.1188651	2011
49.2741574	-123.131606	2011
49.2808106	-123.1124044	2011
49.2629154	-123.1010423	2011
49.2649139	-123.1146963	2011
49.2533325	-123.0679537	2011
49.2818935	-123.1249206	2011
49.2637633	-123.148134	2011
49.2680105	-123.1458383	2011
49.2634631	-123.0932029	2011
49.2730119	-123.0734053	2011
49.2800034	-123.0812871	2011
49.2682558	-123.1028459	2011
49.2855457	-123.1193954	2011
49.2642054	-123.1244819	2011
49.273098	-123.1016084	2011
49.2303195	-123.0634704	2011
49.2615265	-123.1266351	2011
49.2725899	-123.1574655	2011
49.2865676	-123.1178057	2011
49.2840087	-123.1217152	2011
49.2706424	-123.1359828	2011
49.2883994	-123.059994	2011
49.2610986	-123.0982926	2011
49.2852343	-123.1386483	2011
49.2839093	-123.1259154	2011
49.2570673	-123.0871253	2011
49.284769	-123.0595836	2011
49.2630401	-123.1069558	2011
49.2794118	-123.1169723	2011
49.2797459	-123.1323765	2011
49.2804972	-123.131329	2011
49.2592935	-123.1010126	2011
	 	2011
49.2754193	-123.1368052	2011
49.2575164	-123.1032882	2011
49.2488115	-123.0544644	2011
49.2811861	-123.0655747	2011
49.2653593	-123.1406602	2011
49.2336097	-123.1160487	2011
49.2865436	-123.1389651	2011
49.289691	-123.0495344	2011
49.266378	-123.098814	2011
49.261852	-123.1998776	2011
49.2634422	-123.1289863	2011
49.2900141	-123.1289675	2011
49.2791435	-123.1292989	2011
49.2474953	-123.0784388	2011
49.3002759	-123.1303614	2011
49.2719744	-123.135084	2011
49.2619891	-123.209358	2011
49.2996215	-123.1357621	2011
49.281874	-123.124402	2011
49.2762069	-123.1101398	2011
49.2810977	-123.1075616	2011
49.2919812	-123.1405212	2011
49.2796864	-123.1075819	2011
49.2695888	-123.0715328	2011
49.2797235	-123.1366254	2011
49.2872868	-123.1137298	2011
49.2790455	-123.1334493	2011
49.2769918	-123.1324293	2011
49.2508073	-123.1365071	2011
49.2717947	-123.1359892	2011
49.2673053	-123.1007577	2011
49.2629154	-123.1010423	2011
49.234332	-123.1447245	2011
49.2624535	-123.0910305	2011
49.2629678	-123.1029333	2011
49.2794118	-123.1169723	2011
49.2847912	-123.1152765	2011
49.2865908	-123.1175248	2011
49.2689182	-123.1478236	2011
49.2630401	-123.1069558	2011
49.2797459	-123.1323765	2011
49.2794118	-123.1169723	2011
49.2824971	-123.1280065	2011
49.2685791	-123.181795	2011
49.2829766	-123.1156429	2011
49.2555284	-123.0899993	2011
49.2734528	-123.1271099	2011
49.2753977	-123.1328419	2011
49.275995	-123.133781	2011
49.2366552	-123.1786975	2011
49.2630401	-123.1069558	2011
49.2593825	-123.1111825	2011
49.2346106	-123.1584986	2011
49.2500596	-123.1152794	2011
49.2784286	-123.0914901	2011
49.2265854	-123.0993991	2011
49.2918052	-123.1380882	2011
49.2697945	-123.1338688	2011
49.2761276	-123.1278442	2011
49.2630401	-123.1069558	2011
49.2719744	-123.135084	2011
49.2630088	-123.104888	2011
49.2214933	-123.1789294	2011
49.2175701	-123.0295125	2011
49.2635219	-123.0959278	2011
49.2683578	-123.1682183	2011
49.2627346	-123.1048814	2011
49.2631852	-123.1129961	2011
49.2728853	-123.1200149	2011
49.2734528	-123.1271099	2011
49.2418388	-123.1053047	2011
49.264019	-123.1647427	2011
49.2434122	-123.1083732	2011
49.2782798	-123.0997581	2011
49.2889785	-123.1281688	2011
49.291466	-123.1354743	2011
49.2806956	-123.1185011	2011
49.2790867	-123.1291853	2011
49.2599961	-123.0697868	2011
49.2784346	-123.1281951	2011
49.2762989	-123.1332733	2011
49.2846285	-123.1129172	2011
49.2686769	-123.0675457	2011
49.2812313	-123.1083844	2011
49.2720331	-123.0999673	2011
49.2796864	-123.1075819	2011
49.2611953	-123.2153231	2011
49.279315	-123.0898302	2011
49.2301783	-123.0971875	2011
49.2926897	-123.1394512	2011
49.2722678	-123.036247	2011
49.2629506	-123.2123358	2011
49.2762069	-123.1101398	2011
49.2830254	-123.1134081	2011
49.2743625	-123.1219157	2011
49.2856184	-123.1306793	2011
49.2786039	-123.1220179	2011
49.2852079	-123.1386622	2011
49.2798055	-123.1082595	2011
49.2648783	-123.1146773	2011
49.271067	-123.191671	2011
49.2838414	-123.1063997	2011
49.2672534	-123.1479755	2011
49.2862898	-123.1403129	2011
49.2617365	-123.1412012	2011
49.272974	-123.0656763	2011
49.2811755	-123.1259815	2011
49.2687238	-123.0733953	2011
49.2865745	-123.1364635	2011
49.2695242	-123.1320132	2011
49.2606122	-123.073658	2011
49.2630401	-123.1069558	2011
49.2328401	-123.0588276	2011
49.2626762	-123.1410292	2011
49.2640617	-123.1664977	2011
49.263672	-123.0989399	2011
49.2844243	-123.1210984	2011
49.3002759	-123.1303614	2011
49.283576	-123.1165113	2011
49.2434122	-123.1083732	2011
49.2639217	-123.1129531	2011
49.2790455	-123.1334493	2011
49.2702105	-123.132794	2011
49.2620485	-123.1030003	2011
49.282355	-123.11449	2011
49.2781497	-123.1150186	2011
49.2788809	-123.1256305	2011
49.2892575	-123.1221925	2011
49.2629581	-123.1030492	2011
49.2725899	-123.1574655	2011
49.2832343	-123.1090721	2011
49.2854978	-123.141332	2011
49.2796864	-123.1075819	2011
49.2584249	-123.1050653	2011
49.230099	-123.0926359	2011
49.281874	-123.124402	2011
49.2595963	-123.0743372	2011
49.2775897	-123.0954449	2011
49.2811303	-123.1345169	2011
49.2697945	-123.1338688	2011
49.2667221	-123.1193256	2011
49.2865745	-123.1364635	2011
49.2719744	-123.135084	2011
49.2702105	-123.132794	2011
49.270844	-123.1572778	2011
49.2715712	-123.1552345	2011
49.240076	-123.0668787	2011
49.2653593	-123.1406602	2011
49.2734615	-123.1188155	2011
49.2744456	-123.0441098	2011
49.2838562	-123.1065416	2011
49.260068	-123.1152617	2011
49.2764234	-123.1139765	2011
	 	2011
49.2871377	-123.1252808	2011
49.2632359	-123.1150281	2011
49.2843233	-123.0977584	2011
49.2912931	-123.1415801	2011
49.2823659	-123.1144727	2011
49.2777514	-123.1314136	2011
49.2632359	-123.1150281	2011
49.2849527	-123.1316582	2011
49.2805977	-123.1049393	2011
49.2672386	-123.1504002	2011
49.279544	-123.120432	2011
49.2597813	-123.1362571	2011
49.2890414	-123.1254823	2011
49.2649139	-123.1146963	2011
49.2547746	-123.1098111	2011
49.281874	-123.124402	2011
49.2620052	-123.1010098	2011
49.2897957	-123.1294384	2011
49.2629678	-123.1029333	2011
49.2812126	-123.0683754	2011
49.2839093	-123.1259154	2011
49.2668628	-123.0696632	2011
49.2818935	-123.1249196	2011
49.2769321	-123.1226393	2011
49.2599338	-123.146029	2011
49.2775428	-123.0682167	2011
49.2640813	-123.1682186	2011
49.2767751	-123.1320476	2011
49.2719744	-123.135084	2011
49.282952	-123.1067515	2011
49.2709378	-123.1066956	2011
49.2748411	-123.0694267	2011
49.2871794	-123.1253727	2011
49.2745161	-123.1524798	2011
49.272956	-123.1222652	2011
49.24337	-123.1935351	2011
49.2734615	-123.1188155	2011
49.2829625	-123.1068814	2011
49.2846865	-123.1108953	2011
49.2832005	-123.1269456	2011
49.2829625	-123.1068814	2011
49.2745161	-123.1524798	2011
49.2414897	-123.065264	2011
49.2872684	-123.141794	2011
49.2386834	-123.105467	2011
49.2309243	-123.121744	2011
49.2753421	-123.1476098	2011
49.2335528	-123.1173755	2011
49.2481125	-122.7382022	2011
49.27664	-123.11895	2011
49.2725899	-123.1574655	2011
49.2804197	-123.1021777	2011
49.2672754	-123.1529135	2011
49.259615	-123.1721115	2011
49.259615	-123.1721115	2011
49.2623441	-123.1199106	2011
49.2719744	-123.135084	2011
49.2745161	-123.1524798	2011
49.2797459	-123.1323765	2011
49.2760133	-123.1461984	2011
49.2454093	-123.0782226	2011
49.2872684	-123.141794	2011
49.2866438	-123.1424929	2011
49.2807143	-123.1381291	2011
49.2807143	-123.1381301	2011
49.2664582	-123.1575627	2011
49.2935334	-123.1479168	2011
49.2569015	-123.1156714	2011
49.2921571	-123.1344178	2011
49.260502	-123.1218318	2011
49.2671605	-123.1455669	2011
49.2846112	-123.1248389	2011
49.2817994	-123.1291088	2011
49.2638571	-123.1554613	2011
49.2146435	-123.0799573	2011
49.2432458	-123.0859402	2011
49.2619927	-123.1009765	2011
49.2787832	-123.1292068	2011
49.2836413	-123.1164415	2011
49.264341	-123.1008364	2011
49.272253	-123.1279587	2011
49.2629681	-123.1029517	2011
49.2632359	-123.1150281	2011
49.2817125	-123.1135019	2011
49.2663327	-123.1481523	2011
49.2688623	-123.1433132	2011
49.2832032	-123.0739656	2011
49.2728853	-123.1200149	2011
49.2761359	-123.1278309	2011
49.2702105	-123.132794	2011
49.2709378	-123.1066956	2011
49.2731566	-123.1258735	2011
49.2664262	-123.1027941	2011
49.2824447	-123.1042543	2011
49.2292235	-123.0906351	2011
49.26461	-123.10108	2011
49.2856055	-123.1172741	2011
49.2846467	-123.1292076	2011
49.273098	-123.1016084	2011
49.2721103	-123.0656936	2011
49.2796864	-123.1075819	2011
49.260068	-123.1152617	2011
49.2866438	-123.1424929	2011
49.2708319	-123.1551541	2011
49.2793856	-123.1101803	2011
49.2597396	-123.092927	2011
49.2708319	-123.1551541	2011
49.2610254	-123.203118	2011
49.2575164	-123.1032882	2011
49.2657374	-123.0675997	2011
49.2498048	-123.1576402	2011
49.2912134	-123.1329016	2011
49.2788809	-123.1256305	2011
49.2755004	-123.120592	2011
49.2734528	-123.1271099	2011
49.2709378	-123.1066956	2011
49.28366	-123.1143816	2011
49.2650469	-123.0676913	2011
49.2806667	-123.1189034	2011
49.2681826	-123.1551591	2011
49.2634805	-123.1858885	2011
49.2885464	-123.1187093	2011
49.2606167	-123.1290926	2011
49.2691869	-123.1622187	2011
49.2779317	-123.1211081	2011
49.2630434	-123.1068051	2011
49.2812374	-123.1020531	2011
49.2290454	-123.1602129	2011
49.2810947	-123.1075438	2011
49.2772564	-123.1231658	2011
49.2625155	-123.1315043	2011
49.2925366	-123.1371026	2011
49.2745161	-123.1524798	2011
49.287947	-123.119771	2011
49.2734528	-123.1271099	2011
49.2171902	-123.1327841	2011
49.2651242	-123.1243445	2011
49.2812313	-123.1083844	2011
49.2840565	-123.1119757	2011
49.2642521	-123.121905	2011
49.2852648	-123.1139002	2011
49.2735299	-123.1463033	2011
49.2794732	-123.1265723	2011
49.2921571	-123.1344178	2011
49.27845	-123.130358	2011
49.2587506	-123.1316482	2011
49.260068	-123.1152617	2011
49.2806667	-123.1189034	2011
49.2713691	-123.1402677	2011
49.2717204	-123.1574961	2011
49.2647624	-123.1480703	2011
49.2713691	-123.1402677	2011
49.264209	-123.1738803	2011
49.2818814	-123.1169257	2011
49.270483	-123.0675592	2011
49.287919	-123.1299239	2011
49.2727191	-123.0999394	2011
49.2872987	-123.1417222	2011
