Latitude	Longitude	Year
49.263337	-123.1198557	2011
49.281874	-123.124402	2011
49.2752511	-123.1232683	2011
49.2762989	-123.1332733	2011
49.2827475	-123.0975859	2011
49.2707801	-123.1526555	2011
49.260502	-123.1218318	2011
49.2872868	-123.1137298	2011
49.2615307	-123.1253629	2011
49.2908244	-123.1365931	2011
49.2839614	-123.1072798	2011
49.2728414	-123.140901	2011
49.2841138	-123.141911	2011
49.2548137	-123.1127071	2011
49.2611581	-123.1048723	2011
49.2631485	-123.1647652	2011
49.2627346	-123.1048814	2011
49.2797459	-123.1323765	2011
49.281874	-123.124402	2011
49.2762892	-123.1332878	2011
49.2673752	-123.1046162	2011
49.2596707	-123.0319805	2011
49.281874	-123.124402	2011
49.2616304	-123.1336643	2011
49.2520403	-123.115171	2011
49.2824231	-123.1279187	2011
49.2649139	-123.1146963	2011
49.278201	-123.1245934	2011
49.2619775	-123.0985997	2011
49.2764821	-123.1156081	2011
49.2852648	-123.1139002	2011
49.292635	-123.1393917	2011
	 	2011
49.2803441	-123.0973384	2011
49.273098	-123.1016084	2011
49.3024065	-123.1280763	2011
49.2701167	-123.1352129	2011
49.2510292	-123.1731797	2011
49.2805977	-123.1049393	2011
49.2754824	-123.1306526	2011
49.2773369	-123.1201873	2011
49.2681999	-123.1576218	2011
49.2629154	-123.1010423	2011
49.2798415	-123.1106247	2011
49.27845	-123.130358	2011
49.291466	-123.1354743	2011
49.3002759	-123.1303614	2011
49.2820441	-123.0440732	2011
49.2925366	-123.1371026	2011
49.2829625	-123.1068814	2011
49.2654677	-123.1466741	2011
49.2935334	-123.1479168	2011
49.2715417	-123.1053968	2011
49.2825018	-123.1181052	2011
49.2911441	-123.1474678	2011
49.260502	-123.1218318	2011
49.2606167	-123.1290926	2011
49.2828306	-123.1151807	2011
49.2790455	-123.1334493	2011
49.3002759	-123.1303614	2011
49.27019	-123.209367	2011
49.292351	-123.1320023	2011
49.2625155	-123.1315043	2011
49.2628702	-123.0989566	2011
49.2624739	-123.0890199	2011
49.283576	-123.1165113	2011
49.2341182	-123.0258218	2011
49.2623346	-123.0716525	2011
49.2777744	-123.1085205	2011
49.2817994	-123.1291088	2011
49.2553675	-123.148539	2011
49.2328374	-123.1795376	2011
49.25881	-123.1340546	2011
49.2817994	-123.1291088	2011
49.2641093	-123.1149696	2011
49.2587092	-123.126747	2011
49.2727191	-123.0999394	2011
49.263605	-123.1483428	2011
49.2640294	-123.1646498	2011
49.2876654	-123.1162061	2011
49.2628415	-123.0990902	2011
49.2644923	-123.1386387	2011
49.2841138	-123.141911	2011
49.2921571	-123.1344178	2011
49.2826662	-123.1218589	2011
49.2309243	-123.121744	2011
49.2623855	-123.0697676	2011
49.2796864	-123.1075819	2011
49.2632047	-123.1672402	2011
49.2843139	-123.1087911	2011
49.2691934	-123.1046411	2011
49.2340363	-123.0892243	2011
49.2778181	-123.1272441	2011
49.2682096	-123.1575029	2011
49.2776186	-123.1354322	2011
49.2686769	-123.0675457	2011
49.278346	-123.0877147	2011
49.2699235	-123.154952	2011
49.2792841	-123.1371415	2011
49.2641129	-123.1149375	2011
49.278475	-123.0935271	2011
49.2346274	-123.1527115	2011
49.2637633	-123.148134	2011
49.260068	-123.1152617	2011
49.2649139	-123.1146963	2011
49.262864	-123.0336419	2011
49.2757333	-123.0674602	2011
49.2568769	-123.1159837	2011
49.2868742	-123.1391503	2011
49.2629581	-123.1030492	2011
49.288461	-123.1167481	2011
49.2709005	-123.1045859	2011
49.288461	-123.1167481	2011
49.2695403	-123.1319831	2011
49.264271	-123.1798264	2011
49.2695403	-123.1319831	2011
49.2721073	-123.0695388	2011
	 	2011
49.2721712	-123.0733303	2011
49.2813685	-123.1198297	2011
49.2911317	-123.1392138	2011
49.263303	-122.7771798	2011
49.2750524	-123.0998257	2011
49.2565687	-123.101206	2011
49.3241329	-123.1176845	2011
49.2828203	-123.1349173	2011
49.2784696	-123.1184212	2011
49.2617902	-123.1435828	2011
49.2894987	-123.1323942	2011
49.2652012	-123.1836263	2011
49.2890231	-123.1423147	2011
49.2623772	-123.1219857	2011
49.2827388	-123.111928	2011
49.2651242	-123.1243445	2011
49.2898786	-123.1437086	2011
49.2812478	-123.0954895	2011
49.2799928	-123.1145652	2011
49.2604687	-123.0697954	2011
49.2632512	-123.1176145	2011
49.2474623	-123.1532246	2011
49.2722886	-123.1873704	2011
49.2626999	-123.1432149	2011
49.28377	-123.1200913	2011
49.2635219	-123.0959278	2011
	 	2011
49.2813685	-123.1198287	2011
49.2855457	-123.1193944	2011
49.2794118	-123.1169723	2011
49.2752893	-123.1187856	2011
49.2712863	-123.0695676	2011
49.2810977	-123.1075616	2011
49.255682	-123.1050842	2011
49.2819576	-123.1239948	2011
49.2402486	-123.073618	2011
49.2866238	-123.1343712	2011
49.2341182	-123.0258218	2011
49.2715712	-123.1552345	2011
49.2785605	-123.1100619	2011
49.2648783	-123.1146773	2011
49.2794996	-123.1266397	2011
49.2832032	-123.0739656	2011
49.292635	-123.1393917	2011
49.2999701	-123.1579124	2011
49.2817994	-123.1291078	2011
49.2615557	-123.1289203	2011
49.2877738	-123.1275626	2011
49.2654677	-123.1466741	2011
49.2715274	-123.073455	2011
49.2457881	-123.0583651	2011
49.2712472	-123.2029103	2011
49.2612453	-123.109605	2011
49.263783	-123.1529274	2011
49.2660662	-123.1336379	2011
49.260502	-123.1218318	2011
49.2637012	-123.1008467	2011
49.2530224	-123.1151443	2011
49.2660404	-123.1838605	2011
49.2697258	-123.1391236	2011
49.2734528	-123.1271099	2011
49.288757	-123.1355551	2011
49.2715274	-123.073455	2011
49.2829625	-123.1068814	2011
49.2756309	-123.2016492	2011
49.2697945	-123.1338688	2011
49.2489664	-123.0760054	2011
49.2641129	-123.1149375	2011
49.2715196	-123.104587	2011
49.2686108	-123.1855956	2011
49.2787775	-123.1159931	2011
49.2797047	-123.1171567	2011
49.2504285	-123.0759594	2011
49.2707618	-123.1525541	2011
49.2725899	-123.1574655	2011
49.2806949	-123.1055608	2011
49.2651242	-123.1243445	2011
49.2872684	-123.141794	2011
49.2730629	-123.0732563	2011
49.2499281	-123.1819306	2011
49.2829625	-123.1068814	2011
49.2844473	-123.13743	2011
49.2922708	-123.1318876	2011
49.2792552	-123.1044556	2011
49.2734528	-123.1271099	2011
49.269415	-123.1797744	2011
49.2833955	-123.1128833	2011
49.2862576	-123.1296718	2011
49.2812374	-123.1020531	2011
49.2686108	-123.1855956	2011
49.2766451	-123.0937239	2011
49.2642623	-123.1797447	2011
49.2654597	-123.0987716	2011
49.2811457	-123.0894699	2011
49.2628575	-123.1529538	2011
49.2831628	-123.0977404	2011
49.268371	-123.1683159	2011
49.2794397	-123.0953372	2011
49.2793856	-123.1101803	2011
49.2801701	-123.1252409	2011
49.2652974	-123.1358488	2011
49.2604287	-123.1175015	2011
49.2645594	-123.0988001	2011
49.2445496	-123.0762723	2011
49.2476985	-123.0972277	2011
49.2912725	-123.1415762	2011
49.2719744	-123.135084	2011
49.2556851	-123.101277	2011
49.2684141	-123.1720912	2011
49.2642582	-123.0851873	2011
49.2359265	-123.0755122	2011
49.240331	-123.1236131	2011
49.26206	-123.15359	2011
49.2640813	-123.1682186	2011
49.2748428	-123.1258585	2011
49.2621845	-123.1110747	2011
49.2844808	-123.1212127	2011
49.2887013	-123.133391	2011
49.2216532	-123.1376782	2011
49.26206	-123.15359	2011
49.299298	-123.1577898	2011
49.2719744	-123.135084	2011
49.2811913	-123.1389138	2011
49.2715417	-123.1053958	2011
49.2727191	-123.0999394	2011
49.2669882	-123.1332954	2011
49.2734437	-123.1187866	2011
49.2607282	-123.1362251	2011
49.2910594	-123.1298435	2011
49.270634	-123.1431061	2011
49.2685791	-123.181795	2011
49.2731129	-123.1200195	2011
49.2918052	-123.1380882	2011
49.2822469	-123.0976076	2011
49.2645594	-123.0988001	2011
49.262117	-123.1094695	2011
49.27664	-123.11895	2011
49.2641093	-123.1149696	2011
49.2633108	-123.1218083	2011
49.2765203	-123.125233	2011
49.2846432	-123.114872	2011
49.2829861	-123.1154242	2011
49.2803878	-123.0996944	2011
49.2701772	-123.1046174	2011
49.2603855	-123.1131101	2011
49.2902004	-123.1313331	2011
49.2853131	-123.1237538	2011
49.2568018	-123.1300383	2011
49.2829861	-123.1154242	2011
49.2785516	-123.0989255	2011
49.2750305	-123.1018302	2011
49.2612061	-123.1068456	2011
49.268984	-123.1006137	2011
49.2774321	-123.0271348	2011
49.2061899	-123.1302997	2011
49.260502	-123.1218318	2011
49.2127944	-123.0289461	2011
49.2171739	-123.0391689	2011
49.273098	-123.1016084	2011
49.2796864	-123.1075819	2011
49.2593054	-123.101186	2011
49.2846865	-123.1108953	2011
49.2681515	-123.1529061	2011
49.2683885	-123.1701235	2011
49.2806956	-123.1185011	2011
49.2866174	-123.1138591	2011
49.2603276	-123.1094301	2011
49.2796864	-123.1075819	2011
49.219277	-123.101856	2011
49.2681625	-123.1527873	2011
49.2623855	-123.0697676	2011
49.2759415	-123.127832	2011
49.2855592	-123.1306142	2011
49.2518979	-123.0900347	2011
49.2502889	-123.0666886	2011
49.2692833	-123.0448496	2011
49.2830254	-123.1134081	2011
49.2818935	-123.1249206	2011
49.2582838	-123.1603616	2011
49.2488115	-123.0544644	2011
49.2794125	-123.1266385	2011
49.2601192	-123.1576938	2011
49.2873036	-123.1333059	2011
49.260502	-123.1218318	2011
49.28342	-123.1109944	2011
49.2807143	-123.1381291	2011
49.2840565	-123.1119757	2011
49.2630401	-123.1069558	2011
49.2830254	-123.1134081	2011
49.2818935	-123.1249196	2011
49.2912134	-123.1329016	2011
49.260068	-123.1152617	2011
49.2686644	-123.1949411	2011
49.2705383	-123.0734624	2011
49.2686644	-123.1949411	2011
49.2786511	-123.1123569	2011
49.2825018	-123.1181052	2011
49.2684141	-123.1720912	2011
49.2775188	-123.0915326	2011
49.2854978	-123.141332	2011
49.2335528	-123.1173755	2011
49.2839614	-123.1072798	2011
49.2681515	-123.1529061	2011
49.2329487	-123.0905482	2011
49.2645018	-123.1385211	2011
49.2811859	-123.0914051	2011
49.2810763	-123.1344172	2011
49.2709378	-123.1066956	2011
49.2623855	-123.0697676	2011
49.2623855	-123.0697676	2011
49.2840653	-123.12183	2011
49.2885464	-123.1187093	2011
49.2684141	-123.1720912	2011
49.2683496	-123.0973519	2011
49.2717204	-123.1574961	2011
49.2806667	-123.1189034	2011
49.2630484	-123.1068233	2011
49.2796864	-123.1075819	2011
49.2925366	-123.1371026	2011
49.2794397	-123.0953372	2011
49.2645594	-123.0988001	2011
49.2665666	-123.162405	2011
49.2656053	-123.1553283	2011
49.2571197	-123.1437459	2011
49.2871794	-123.1253727	2011
49.2683664	-123.1682976	2011
49.2623855	-123.0697676	2011
49.276773	-123.099918	2011
49.267817	-123.0722399	2011
49.2632911	-123.1198761	2011
49.2683296	-123.164636	2011
49.2603076	-123.1069283	2011
49.2683296	-123.164636	2011
49.2257492	-123.1094354	2011
49.2822385	-123.0995922	2011
49.2737751	-123.0656126	2011
49.2682413	-123.1597528	2011
49.2651946	-123.1290274	2011
49.262395	-123.0811816	2011
49.2609321	-123.1483458	2011
49.2678104	-123.1857148	2011
49.2688623	-123.1433132	2011
49.2692163	-123.1644996	2011
49.288461	-123.1167481	2011
49.2613697	-123.0697784	2011
49.2682096	-123.1575029	2011
49.2803931	-123.1311957	2011
49.284021	-123.1138578	2011
49.2822373	-123.1244002	2011
49.264209	-123.1738803	2011
49.2636592	-123.098849	2011
49.281874	-123.124402	2011
49.263605	-123.1483428	2011
49.2632359	-123.1150281	2011
49.2475205	-123.0991026	2011
49.2743625	-123.1219157	2011
49.2734528	-123.1271099	2011
49.2725687	-123.1549989	2011
49.2866438	-123.1424929	2011
49.2839614	-123.1072798	2011
49.2785794	-123.0997739	2011
49.283147	-123.0995558	2011
49.2900153	-123.1374985	2011
49.2630401	-123.1069558	2011
49.2087392	-123.1202499	2011
49.2628702	-123.0989566	2011
49.2725246	-123.1513982	2011
49.2765373	-123.1155501	2011
49.268371	-123.1683149	2011
49.2841138	-123.141911	2011
49.2804408	-123.1383232	2011
49.2885464	-123.1187093	2011
49.2748988	-123.0695037	2011
49.2851682	-123.1221303	2011
49.2824868	-123.1044781	2011
49.2829861	-123.1154242	2011
49.2516938	-123.07988	2011
49.2838562	-123.1065416	2011
49.2778213	-123.1246019	2011
49.2910839	-123.1275224	2011
49.2766661	-123.0695678	2011
49.2663677	-123.1503945	2011
49.2779317	-123.1211081	2011
49.2750524	-123.0998257	2011
49.2792552	-123.1044556	2011
49.2701772	-123.1046174	2011
49.2355737	-123.1080825	2011
49.2557556	-123.1049631	2011
49.2935334	-123.1479168	2011
49.2897136	-123.141332	2011
49.2911441	-123.1474678	2011
49.2659217	-123.1147031	2011
49.2683372	-123.1645268	2011
49.268416	-123.1710724	2011
49.2650242	-123.0696911	2011
49.2111273	-123.1221618	2011
49.2785794	-123.0997749	2011
49.2625155	-123.1315043	2011
49.2632512	-123.1176145	2011
49.2805995	-123.1151895	2011
49.2680105	-123.1458383	2011
49.2642358	-123.1146677	2011
49.2633467	-123.1266818	2011
49.2853053	-123.1138632	2011
49.2802712	-123.0682775	2011
49.2614268	-123.0812834	2011
49.2341307	-123.1055893	2011
49.26461	-123.10108	2011
49.2812313	-123.1083844	2011
49.2832272	-123.102053	2011
49.2782102	-123.1149521	2011
49.2805995	-123.1151895	2011
49.2799928	-123.1145652	2011
49.2753421	-123.1476098	2011
49.2656053	-123.1553283	2011
49.244235	-123.1819462	2011
49.2799928	-123.1145652	2011
49.2629581	-123.1030492	2011
49.2766451	-123.0937239	2011
49.2650971	-123.177716	2011
49.2131775	-123.1167483	2011
49.2421235	-123.102678	2011
49.2114178	-123.1126578	2011
49.2683413	-123.1645454	2011
49.2813379	-123.0996491	2011
49.2782798	-123.0997581	2011
49.2632359	-123.1150281	2011
49.2725687	-123.1549989	2011
49.2597599	-123.1800104	2011
49.2846432	-123.114872	2011
49.2652677	-123.1337932	2011
49.28377	-123.1200903	2011
49.2652677	-123.1337932	2011
49.2829861	-123.1154242	2011
49.2793856	-123.1101803	2011
49.2791435	-123.1292989	2011
49.2720331	-123.0999673	2011
49.2691414	-123.13802	2011
49.2630401	-123.1069558	2011
49.2811841	-123.0933989	2011
49.2716061	-123.100142	2011
49.2726599	-123.1597369	2011
49.2899648	-123.1267965	2011
49.2843233	-123.0977584	2011
49.2821264	-123.0635118	2011
49.2804972	-123.131329	2011
49.2830014	-123.137342	2011
49.2803931	-123.1311967	2011
49.2834932	-123.10441	2011
49.2171739	-123.0391689	2011
49.267458	-123.1645292	2011
	 	2011
49.2292235	-123.0906351	2011
49.2679703	-123.1433382	2011
49.2656324	-123.1574881	2011
49.2368301	-123.0782407	2011
49.2615798	-123.0960305	2011
49.280603	-123.1049009	2011
49.261103	-123.1009421	2011
49.2669023	-123.1858563	2011
49.282003	-123.1072	2011
49.2809201	-123.1157113	2011
49.2803957	-123.1116641	2011
49.2247526	-123.0441406	2011
49.2656053	-123.1553283	2011
49.2799928	-123.1145652	2011
49.2415045	-123.0525335	2011
49.2840565	-123.1119757	2011
49.2895321	-123.1273411	2011
49.2340687	-123.0270049	2011
49.2799928	-123.1145652	2011
49.2924008	-123.1334396	2011
49.2345471	-123.1303161	2011
49.2812317	-123.1161654	2011
49.2789001	-123.0847549	2011
49.2634488	-123.0908551	2011
49.2670962	-123.1432449	2011
49.2716477	-123.1526404	2011
49.2588554	-123.1361532	2011
49.2865745	-123.1364635	2011
49.2615307	-123.1253629	2011
49.2654958	-123.1008061	2011
49.2503825	-123.0733171	2011
49.2528137	-123.089993	2011
49.281874	-123.124402	2011
49.2207468	-123.1400746	2011
49.2267156	-123.1059484	2011
49.2840674	-123.0978665	2011
49.2823287	-123.1213064	2011
49.2673046	-123.15527	2011
49.2812844	-123.0973722	2011
49.2284983	-123.0613135	2011
49.2693879	-123.1777674	2011
49.2575491	-123.1050407	2011
49.260502	-123.1218318	2011
49.2804197	-123.1021777	2011
49.2894201	-123.1387184	2011
49.2871794	-123.1253727	2011
49.2825018	-123.1181052	2011
49.2528137	-123.089993	2011
49.2802082	-123.0335785	2011
49.2805977	-123.1049393	2011
49.263321	-123.1219436	2011
49.2679805	-123.1432219	2011
49.2798055	-123.1082595	2011
49.2651427	-123.1799212	2011
49.272956	-123.1222652	2011
49.2877076	-123.1381933	2011
49.2871235	-123.1170166	2011
49.264422	-123.1338099	2011
49.2773369	-123.1201873	2011
49.2290338	-123.0878726	2011
49.2528742	-123.1864287	2011
49.2298183	-123.1162066	2011
49.2778181	-123.1272441	2011
49.2799928	-123.1145652	2011
49.2623144	-123.0870199	2011
49.2805995	-123.1151895	2011
49.2622361	-123.0680846	2011
49.2361093	-123.0272798	2011
49.2623855	-123.0697676	2011
49.28342	-123.1109944	2011
49.2799311	-123.1241109	2011
49.2845566	-123.139824	2011
49.2822385	-123.0995922	2011
49.2624445	-123.1267336	2011
49.26461	-123.10108	2011
49.2784346	-123.1281951	2011
49.2865823	-123.1342915	2011
49.2658949	-123.1739271	2011
49.2744516	-123.1478184	2011
49.2820148	-123.1073258	2011
49.2640506	-123.1665841	2011
49.2868742	-123.1391503	2011
49.2057924	-123.0569576	2011
49.2737199	-123.127502	2011
49.2730629	-123.0732563	2011
49.2547405	-123.0984751	2011
49.2336097	-123.1160487	2011
49.2782799	-123.0577882	2011
49.2825018	-123.1181052	2011
49.2811457	-123.0894699	2011
49.2793856	-123.1101803	2011
49.2813379	-123.0996491	2011
49.2683885	-123.1701235	2011
49.2831261	-123.0953084	2011
49.2753421	-123.1476098	2011
49.2620639	-123.1047406	2011
49.2798055	-123.1082595	2011
49.2716477	-123.1526404	2011
49.2886224	-123.1396055	2011
49.2798055	-123.1082595	2011
49.2529373	-123.0986772	2011
49.2877076	-123.1381933	2011
49.2811859	-123.0914051	2011
49.2654677	-123.1466741	2011
49.2806667	-123.1189034	2011
49.2196872	-123.0675289	2011
49.2366646	-123.125717	2011
49.2637012	-123.1008467	2011
49.263857	-123.1095229	2011
49.2887016	-123.1333869	2011
49.264145	-123.1721584	2011
49.2830133	-123.1373503	2011
49.260502	-123.1218318	2011
49.2654926	-123.148168	2011
49.2775879	-123.0726304	2011
49.2898786	-123.1437086	2011
49.2898786	-123.1437086	2011
49.2823659	-123.1144727	2011
49.2829861	-123.1154242	2011
49.2659217	-123.1147031	2011
49.2691155	-123.1573706	2011
49.2725899	-123.1574655	2011
49.282123	-123.121993	2011
49.2717688	-123.1596489	2011
49.2632911	-123.1198751	2011
49.2719744	-123.135084	2011
49.2681515	-123.1529061	2011
49.2875563	-123.1205657	2011
49.2761276	-123.1278442	2011
49.2717688	-123.1596489	2011
49.2527522	-122.7622812	2011
49.2632359	-123.1150281	2011
49.2622361	-123.0680846	2011
49.2798055	-123.1082595	2011
49.281874	-123.124402	2011
49.2623855	-123.0697676	2011
49.2603276	-123.1094301	2011
49.2885464	-123.1187093	2011
49.2673714	-123.0986943	2011
49.2601543	-123.100984	2011
49.2682939	-123.1047731	2011
49.2835051	-123.1338528	2011
49.267095	-123.0696754	2011
49.287689	-123.0275517	2011
49.2719744	-123.135084	2011
49.2649139	-123.1146963	2011
49.2537519	-123.1046707	2011
49.2762989	-123.1332733	2011
49.2572328	-123.1506509	2011
49.2898786	-123.1437086	2011
49.2603387	-123.109561	2011
49.2709026	-123.1148114	2011
49.2470816	-123.180112	2011
49.2631613	-123.1200612	2011
49.2643118	-123.0870469	2011
49.2587864	-123.1176913	2011
49.2775897	-123.0954449	2011
49.2631852	-123.1129961	2011
49.2810407	-123.1083424	2011
49.2486471	-123.0967473	2011
49.2824231	-123.1279187	2011
49.2721712	-123.0733313	2011
49.2557624	-123.1096305	2011
49.2616459	-123.0490961	2011
49.2748411	-123.0694267	2011
49.2764821	-123.1156081	2011
49.2378053	-123.0310314	2011
49.258114	-123.2030522	2011
