Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change
Saline	3	0	0	0	5.515e-5	0	15	6	3.75	2.7575e-4	1.103e-4	6.89375e-5	2	0	100	0
Lyon	16	0	0	0	4.7896e-4	0	80	32	20	0.0023948	9.5792e-4	5.987e-4	4	0	300	0
Jackson	1	0	0	0	7.53e-5	0	5	2	1.25	3.765e-4	1.506e-4	9.4125e-5	0	0	100	0
Cherokee	4	0	0	0	1.9985e-4	0	20	8	5	9.9925e-4	3.997e-4	2.498125e-4	1	0	100	0
Harvey	2	0	0	0	5.846e-5	0	10	4	2.5	2.923e-4	1.1692e-4	7.3075e-5	0	0	-100	0
Finney	3	0	0	0	8.194e-5	0	15	6	3.75	4.097e-4	1.6388e-4	1.02425e-4	2	0	100	0
Douglas	31	0	0	0	2.5528e-4	0	155	62	38.75	0.0012764	5.1056e-4	3.191e-4	0	0	-100	0
Montgomery	6	0	0	0	1.868e-4	0	30	12	7.5	9.34e-4	3.736e-4	2.335e-4	0	0	-100	0
Anderson	1	0	0	0	1.2694e-4	0	5	2	1.25	6.347e-4	2.5388e-4	1.58675e-4	NA	NA	100	0
Jefferson	1	0	0	0	5.27e-5	0	5	2	1.25	2.635e-4	1.054e-4	6.5875e-5	0	0	100	0
Butler	7	0	0	0	1.0485e-4	0	35	14	8.75	5.2425e-4	2.097e-4	1.310625e-4	2	0	0	0
Shawnee	20	2	0	0	1.1268e-4	1.127e-5	666.666666667	307.692307692	200	0.00375666666667	0.00173384615385	0.001127	2	1	100	0
Bourbon	3	0	0	0	2.0474e-4	0	15	6	3.75	0.0010237	4.0948e-4	2.55925e-4	0	0	100	0
Crawford	5	1	0	0	1.2814e-4	2.563e-5	333.333333333	153.846153846	100	0.00854333333333	0.00394307692308	0.002563	0	0	100	0
McPherson	5	0	0	0	1.7521e-4	0	25	10	6.25	8.7605e-4	3.5042e-4	2.190125e-4	0	0	-100	0
Riley	6	0	0	0	8.141e-5	0	30	12	7.5	4.0705e-4	1.6282e-4	1.017625e-4	1	0	-66.7	0
Chautauqua	1	0	0	0	3.0221e-4	0	5	2	1.25	0.00151105	6.0442e-4	3.777625e-4	0	0	100	0
Labette	1	0	0	0	5.009e-5	0	5	2	1.25	2.5045e-4	1.0018e-4	6.26125e-5	0	0	100	0
Linn	6	0	0	0	6.1538e-4	0	30	12	7.5	0.0030769	0.00123076	7.69225e-4	1	0	100	0
Gove	1	0	0	0	3.8285e-4	0	5	2	1.25	0.00191425	7.657e-4	4.785625e-4	0	0	100	0
Ford	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	0
Atchison	1	0	0	0	6.176e-5	0	5	2	1.25	3.088e-4	1.2352e-4	7.72e-5	0	0	100	0
Pratt	1	0	0	0	1.0663e-4	0	5	2	1.25	5.3315e-4	2.1326e-4	1.332875e-4	0	0	100	0
Woodson	3	0	0	0	9.4251e-4	0	15	6	3.75	0.00471255	0.00188502	0.0011781375	0	0	-100	0
Coffey	16	1	0	0	0.0019434	1.2146e-4	333.333333333	153.846153846	100	0.0404866666667	0.0186861538462	0.012146	0	1	-100	0
Stafford	1	0	0	0	2.3935e-4	0	5	2	1.25	0.00119675	4.787e-4	2.991875e-4	0	0	100	0
