Date	Cases	Cases_per_capitaTotal_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-01-31	7.955	2.7e-07	7.955	2.7e-07	0.048	0.0	0.048	0.0
2020-02-01	15.91	5.3e-07	23.865	8e-07	0.095	0.0	0.143	0.0
2020-02-02	31.82	1.07e-06	55.685	1.87e-06	0.191	1e-08	0.334	1e-08
2020-02-03	63.64	2.14e-06	119.325	4.01e-06	0.382	1e-08	0.716	2e-08
2020-02-04	110.575	3.71e-06	229.9	7.72e-06	0.663	2e-08	1.379	5e-08
2020-02-05	221.149	7.43e-06	451.049	1.515e-05	1.327	4e-08	2.706	9e-08
2020-02-06	331.724	1.114e-05	782.773	2.63e-05	1.99	7e-08	4.697	1.6e-07
2020-02-07	663.448	2.229e-05	1446.221	4.858e-05	3.981	1.3e-07	8.677	2.9e-07
2020-02-08	1105.747	3.715e-05	2551.968	8.573e-05	6.634	2.2e-07	15.312	5.1e-07
2020-02-09	1658.62	5.572e-05	4210.589	0.00014145	9.952	3.3e-07	25.264	8.5e-07
2020-02-10	2211.494	7.429e-05	6422.082	0.00021574	13.269	4.5e-07	38.532	1.29e-06
2020-02-11	2764.367	9.287e-05	9186.449	0.00030861	16.586	5.6e-07	55.119	1.85e-06
2020-02-12	3317.241	0.00011144	12503.69	0.00042005	19.903	6.7e-07	75.022	2.52e-06
2020-02-13	3870.114	0.00013001	16373.804	0.00055006	23.221	7.8e-07	98.243	3.3e-06
2020-02-14	4644.137	0.00015602	21017.941	0.00070608	27.865	9.4e-07	126.108	4.24e-06
2020-02-15	5528.734	0.00018573	26546.675	0.00089181	33.172	1.11e-06	159.28	5.35e-06
2020-02-16	6634.481	0.00022288	33181.156	0.00111469	39.807	1.34e-06	199.087	6.69e-06
2020-02-17	7961.377	0.00026746	41142.534	0.00138215	47.768	1.6e-06	246.855	8.29e-06
2020-02-18	10283.446	0.00034546	51425.98	0.00172761	61.701	2.07e-06	308.556	1.037e-05
2020-02-19	14485.284	0.00048662	65911.263	0.00221423	86.912	2.92e-06	395.468	1.329e-05
2020-02-20	20898.616	0.00070207	86809.879	0.0029163	125.392	4.21e-06	520.859	1.75e-05
2020-02-21	25778.645	0.00086601	112588.524	0.00378231	154.672	5.2e-06	675.531	2.269e-05
2020-02-22	32273.065	0.00108419	144861.589	0.0048665	193.638	6.51e-06	869.17	2.92e-05
2020-02-23	39298.243	0.00132019	184159.833	0.00618669	235.789	7.92e-06	1104.959	3.712e-05
2020-02-24	47753.521	0.00160424	231913.354	0.00779093	286.521	9.63e-06	1391.48	4.675e-05
2020-02-25	57476.722	0.00193088	289390.075	0.00972181	344.86	1.159e-05	1736.34	5.833e-05
2020-02-26	70347.615	0.00236327	359737.691	0.01208507	422.086	1.418e-05	2158.426	7.251e-05
2020-02-27	86882.217	0.00291873	446619.907	0.01500381	521.293	1.751e-05	2679.719	9.002e-05
2020-02-28	106874.12	0.00359034	553494.027	0.01859415	641.245	2.154e-05	3320.964	0.00011156
2020-02-29	128686.82	0.00432312	682180.847	0.02291727	772.121	2.594e-05	4093.085	0.0001375
2020-03-01	154288.545	0.00518319	836469.392	0.02810046	925.731	3.11e-05	5018.816	0.0001686
2020-03-02	181217.167	0.00608783	1017686.559	0.03418829	1087.303	3.653e-05	6106.119	0.00020513
2020-03-03	210696.378	0.00707816	1228382.937	0.04126645	1264.178	4.247e-05	7370.298	0.0002476
2020-03-04	243603.405	0.00818364	1471986.342	0.0494501	1461.62	4.91e-05	8831.918	0.0002967
2020-03-05	281043.994	0.00944143	1753030.336	0.05889152	1686.264	5.665e-05	10518.182	0.00035335
2020-03-06	317275.632	0.0106586	2070305.969	0.06955012	1903.654	6.395e-05	12421.836	0.0004173
2020-03-07	347543.61	0.01167542	2417849.578	0.08122555	2085.262	7.005e-05	14507.097	0.00048735
2020-03-08	375165.166	0.01260335	2793014.745	0.09382889	2250.991	7.562e-05	16758.088	0.00056297
2020-03-09	407320.285	0.01368357	3200335.03	0.10751246	2443.922	8.21e-05	19202.01	0.00064507
2020-03-10	449021.685	0.01508449	3649356.715	0.12259695	2694.13	9.051e-05	21896.14	0.00073558
2020-03-11	498971.957	0.01676253	4148328.671	0.13935948	2993.832	0.00010058	24889.972	0.00083616
2020-03-12	550448.159	0.01849183	4698776.83	0.1578513	3302.689	0.00011095	28192.661	0.00094711
2020-03-13	574988.367	0.01931623	5273765.197	0.17716754	3449.93	0.0001159	31642.591	0.00106301
2020-03-14	597103.304	0.02005916	5870868.502	0.1972267	3582.62	0.00012035	35225.211	0.00118336
2020-03-15	608160.773	0.02043063	6479029.275	0.21765733	3648.965	0.00012258	38874.176	0.00130594
2020-03-16	619218.242	0.0208021	7098247.517	0.23845943	3715.309	0.00012481	42589.485	0.00143076
2020-03-17	619218.242	0.0208021	7717465.759	0.25926152	3715.309	0.00012481	46304.795	0.00155557
2020-03-18	613689.507	0.02061636	8331155.266	0.27987789	3682.137	0.0001237	49986.932	0.00167927
2020-03-19	608160.773	0.02043063	8939316.039	0.30030852	3648.965	0.00012258	53635.896	0.00180185
2020-03-20	602632.039	0.0202449	9541948.078	0.32055341	3615.792	0.00012147	57251.688	0.00192332
2020-03-21	591574.57	0.01987343	10133522.648	0.34042684	3549.447	0.00011924	60801.136	0.00204256
2020-03-22	580517.102	0.01950197	10714039.749	0.35992881	3483.103	0.00011701	64284.238	0.00215957
2020-03-23	569459.633	0.0191305	11283499.382	0.37905931	3416.758	0.00011478	67700.996	0.00227436
2020-03-24	552873.43	0.0185733	11836372.812	0.39763261	3317.241	0.00011144	71018.237	0.0023858
2020-03-25	536287.227	0.0180161	12372660.04	0.41564871	3217.723	0.0001081	74235.96	0.00249389
2020-03-26	519701.024	0.0174589	12892361.064	0.43310761	3118.206	0.00010475	77354.166	0.00259865
2020-03-27	508643.556	0.01708744	13401004.62	0.45019505	3051.861	0.00010252	80406.028	0.00270117
2020-03-28	497586.087	0.01671597	13898590.707	0.46691102	2985.517	0.0001003	83391.544	0.00280147
2020-03-29	486528.618	0.0163445	14385119.325	0.48325552	2919.172	9.807e-05	86310.716	0.00289953
2020-03-30	475471.15	0.01597304	14860590.475	0.49922856	2852.827	9.584e-05	89163.543	0.00299537
2020-03-31	458884.947	0.01541584	15319475.422	0.5146444	2753.31	9.25e-05	91916.853	0.00308787
