Date	Cases	Cases_per_capitaTotal_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-01-31	0.371	2.7e-07	0.371	2.7e-07	0.0	0.0	0.0	0.0
2020-02-01	0.743	5.3e-07	1.114	8e-07	0.0	0.0	0.0	0.0
2020-02-02	1.486	1.07e-06	2.6	1.87e-06	0.0	0.0	0.0	0.0
2020-02-03	2.971	2.14e-06	5.571	4.01e-06	0.0	0.0	0.0	0.0
2020-02-04	5.163	3.71e-06	10.734	7.72e-06	0.0	0.0	0.0	0.0
2020-02-05	10.326	7.43e-06	21.06	1.515e-05	0.0	0.0	0.0	0.0
2020-02-06	15.489	1.114e-05	36.549	2.63e-05	0.0	0.0	0.0	0.0
2020-02-07	30.977	2.229e-05	67.526	4.858e-05	0.0	0.0	0.0	0.0
2020-02-08	51.628	3.715e-05	119.154	8.573e-05	0.0	0.0	0.0	0.0
2020-02-09	77.443	5.572e-05	196.597	0.00014145	0.0	0.0	0.0	0.0
2020-02-10	103.257	7.429e-05	299.854	0.00021574	0.002	0.0	0.002	0.0
2020-02-11	129.071	9.287e-05	428.925	0.00030861	0.004	0.0	0.007	0.0
2020-02-12	154.885	0.00011144	583.811	0.00042005	0.009	1e-08	0.016	1e-08
2020-02-13	180.7	0.00013001	764.51	0.00055006	0.018	1e-08	0.033	2e-08
2020-02-14	216.84	0.00015602	981.35	0.00070608	0.031	2e-08	0.064	5e-08
2020-02-15	258.142	0.00018573	1239.493	0.00089181	0.062	4e-08	0.126	9e-08
2020-02-16	309.771	0.00022288	1549.264	0.00111469	0.093	7e-08	0.219	1.6e-07
2020-02-17	371.725	0.00026746	1920.989	0.00138215	0.186	1.3e-07	0.405	2.9e-07
2020-02-18	480.145	0.00034546	2401.134	0.00172761	0.31	2.2e-07	0.715	5.1e-07
2020-02-19	676.333	0.00048662	3077.467	0.00221423	0.465	3.3e-07	1.18	8.5e-07
2020-02-20	975.779	0.00070207	4053.246	0.0029163	0.62	4.5e-07	1.799	1.29e-06
2020-02-21	1203.632	0.00086601	5256.878	0.00378231	0.774	5.6e-07	2.574	1.85e-06
2020-02-22	1506.864	0.00108419	6763.742	0.0048665	0.929	6.7e-07	3.503	2.52e-06
2020-02-23	1834.877	0.00132019	8598.619	0.00618669	1.084	7.8e-07	4.587	3.3e-06
2020-02-24	2229.663	0.00160424	10828.282	0.00779093	1.301	9.4e-07	5.888	4.24e-06
2020-02-25	2683.649	0.00193088	13511.931	0.00972181	1.549	1.11e-06	7.437	5.35e-06
2020-02-26	3284.605	0.00236327	16796.536	0.01208507	1.859	1.34e-06	9.296	6.69e-06
2020-02-27	4056.623	0.00291873	20853.16	0.01500381	2.23	1.6e-06	11.526	8.29e-06
2020-02-28	4990.067	0.00359034	25843.226	0.01859415	2.881	2.07e-06	14.407	1.037e-05
2020-02-29	6008.525	0.00432312	31851.751	0.02291727	4.058	2.92e-06	18.465	1.329e-05
2020-03-01	7203.897	0.00518319	39055.647	0.02810046	5.855	4.21e-06	24.319	1.75e-05
2020-03-02	8461.223	0.00608783	47516.87	0.03418829	7.222	5.2e-06	31.541	2.269e-05
2020-03-03	9837.638	0.00707816	57354.509	0.04126645	9.041	6.51e-06	40.582	2.92e-05
2020-03-04	11374.103	0.00818364	68728.611	0.0494501	11.009	7.92e-06	51.592	3.712e-05
2020-03-05	13122.244	0.00944143	81850.855	0.05889152	13.378	9.63e-06	64.97	4.675e-05
2020-03-06	14813.937	0.0106586	96664.792	0.06955012	16.102	1.159e-05	81.072	5.833e-05
2020-03-07	16227.182	0.01167542	112891.974	0.08122555	19.708	1.418e-05	100.779	7.251e-05
2020-03-08	17516.861	0.01260335	130408.835	0.09382889	24.34	1.751e-05	125.119	9.002e-05
2020-03-09	19018.218	0.01368357	149427.054	0.10751246	29.94	2.154e-05	155.059	0.00011156
2020-03-10	20965.301	0.01508449	170392.355	0.12259695	36.051	2.594e-05	191.111	0.0001375
2020-03-11	23297.532	0.01676253	193689.887	0.13935948	43.223	3.11e-05	234.334	0.0001686
2020-03-12	25701.011	0.01849183	219390.898	0.1578513	50.767	3.653e-05	285.101	0.00020513
2020-03-13	26846.82	0.01931623	246237.718	0.17716754	59.026	4.247e-05	344.127	0.0002476
2020-03-14	27879.39	0.02005916	274117.108	0.1972267	68.245	4.91e-05	412.372	0.0002967
2020-03-15	28395.675	0.02043063	302512.783	0.21765733	78.733	5.665e-05	491.105	0.00035335
2020-03-16	28911.96	0.0208021	331424.742	0.23845943	88.884	6.395e-05	579.989	0.0004173
2020-03-17	28911.96	0.0208021	360336.702	0.25926152	97.363	7.005e-05	677.352	0.00048735
2020-03-18	28653.817	0.02061636	388990.519	0.27987789	105.101	7.562e-05	782.453	0.00056297
2020-03-19	28395.675	0.02043063	417386.194	0.30030852	114.109	8.21e-05	896.562	0.00064507
2020-03-20	28137.532	0.0202449	445523.726	0.32055341	125.792	9.051e-05	1022.354	0.00073558
2020-03-21	27621.247	0.01987343	473144.973	0.34042684	139.785	0.00010058	1162.139	0.00083616
2020-03-22	27104.962	0.01950197	500249.936	0.35992881	154.206	0.00011095	1316.345	0.00094711
2020-03-23	26588.677	0.0191305	526838.613	0.37905931	161.081	0.0001159	1477.426	0.00106301
2020-03-24	25814.25	0.0185733	552652.862	0.39763261	167.276	0.00012035	1644.703	0.00118336
2020-03-25	25039.822	0.0180161	577692.685	0.41564871	170.374	0.00012258	1815.077	0.00130594
2020-03-26	24265.395	0.0174589	601958.079	0.43310761	173.472	0.00012481	1988.548	0.00143076
2020-03-27	23749.11	0.01708744	625707.189	0.45019505	173.472	0.00012481	2162.02	0.00155557
2020-03-28	23232.825	0.01671597	648940.014	0.46691102	171.923	0.0001237	2333.943	0.00167927
2020-03-29	22716.54	0.0163445	671656.554	0.48325552	170.374	0.00012258	2504.317	0.00180185
2020-03-30	22200.255	0.01597304	693856.809	0.49922856	168.825	0.00012147	2673.142	0.00192332
2020-03-31	21425.827	0.01541584	715282.636	0.5146444	165.727	0.00011924	2838.87	0.00204256
2020-04-01	20651.4	0.01485864	735934.036	0.52950304	162.63	0.00011701	3001.5	0.00215957
2020-04-02	19876.972	0.01430144	755811.008	0.54380448	159.532	0.00011478	3161.032	0.00227436
2020-04-03	19102.545	0.01374424	774913.553	0.55754872	154.885	0.00011144	3315.917	0.0023858
2020-04-04	18328.117	0.01318704	793241.67	0.57073577	150.239	0.0001081	3466.156	0.00249389
2020-04-05	17553.69	0.01262984	810795.36	0.58336561	145.592	0.00010475	3611.748	0.00259865
2020-04-06	16779.262	0.01207265	827574.622	0.59543825	142.495	0.00010252	3754.243	0.00270117
2020-04-07	16004.835	0.01151545	843579.457	0.6069537	139.397	0.0001003	3893.64	0.00280147
2020-04-08	15333.664	0.01103254	858913.121	0.61798624	136.299	9.807e-05	4029.939	0.00289953
2020-04-09	14662.494	0.01054963	873575.615	0.62853588	133.202	9.584e-05	4163.141	0.00299537
2020-04-10	13939.695	0.01002958	887515.31	0.63856546	128.555	9.25e-05	4291.696	0.00308787
2020-04-11	13216.896	0.00950953	900732.206	0.64807499	123.908	8.915e-05	4415.604	0.00317702
2020-04-12	12597.354	0.00906377	913329.56	0.65713876	119.262	8.581e-05	4534.866	0.00326283
2020-04-13	11977.812	0.00861801	925307.372	0.66575677	114.615	8.247e-05	4649.481	0.00334529
2020-04-14	11874.555	0.00854372	937181.927	0.67430049	109.969	7.912e-05	4759.45	0.00342441
2020-04-15	11255.013	0.00809796	948436.939	0.68239845	105.322	7.578e-05	4864.772	0.00350019
2020-04-16	10687.099	0.00768935	959124.039	0.69008779	100.676	7.244e-05	4965.448	0.00357263
2020-04-17	10170.814	0.00731788	969294.853	0.69740567	96.029	6.909e-05	5061.477	0.00364172
2020-04-18	9654.529	0.00694641	978949.383	0.70435209	92.002	6.62e-05	5153.479	0.00370792
2020-04-19	9138.244	0.00657495	988087.627	0.71092704	87.975	6.33e-05	5241.454	0.00377122
2020-04-20	8621.959	0.00620348	996709.586	0.71713052	83.638	6.018e-05	5325.092	0.00383139
2020-04-21	8105.674	0.00583202	1004815.261	0.72296253	79.301	5.706e-05	5404.393	0.00388845
2020-04-22	7589.389	0.00546055	1012404.65	0.72842308	75.584	5.438e-05	5479.977	0.00394283
2020-04-23	7073.104	0.00508908	1019477.755	0.73351217	71.867	5.171e-05	5551.844	0.00399454
2020-04-24	6556.819	0.00471762	1026034.574	0.73822979	71.247	5.126e-05	5623.092	0.0040458
2020-04-25	6040.534	0.00434615	1032075.109	0.74257594	67.53	4.859e-05	5690.622	0.00409439
2020-04-26	5679.135	0.00408613	1037754.244	0.74666206	64.123	4.614e-05	5754.744	0.00414053
2020-04-27	5420.992	0.00390039	1043175.236	0.75056246	61.025	4.391e-05	5815.769	0.00418443
2020-04-28	5162.85	0.00371466	1048338.086	0.75427712	57.927	4.168e-05	5873.696	0.00422611
2020-04-29	4904.707	0.00352893	1053242.793	0.75780604	54.829	3.945e-05	5928.526	0.00426556
2020-04-30	4646.565	0.00334319	1057889.358	0.76114924	51.732	3.722e-05	5980.258	0.00430278
