Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita
Ransom	26.0	0.0	0.0	26.0	0.00496467	0.0	130.0	52.0	32.5	0.02482335	0.00992934	0.0062058375
Oliver	6.0	0.0	0.0	6.0	0.00307377	0.0	30.0	12.0	7.5	0.01536885	0.00614754	0.0038422125
McKenzie	78.0	1.0	0.0	77.0	0.00572183	7.336e-05	333.333333333	153.846153846	100.0	0.0244533333333	0.0112861538462	0.007336
Hettinger	6.0	0.0	0.0	6.0	0.00238663	0.0	30.0	12.0	7.5	0.01193315	0.00477326	0.0029832875
Barnes	32.0	0.0	0.0	32.0	0.00303548	0.0	160.0	64.0	40.0	0.0151774	0.00607096	0.00379435
Lamoure	14.0	0.0	0.0	14.0	0.00344658	0.0	70.0	28.0	17.5	0.0172329	0.00689316	0.004308225
Kidder	11.0	0.0	0.0	11.0	0.0044898	0.0	55.0	22.0	13.75	0.022449	0.0089796	0.00561225
Richland	91.0	0.0	0.0	91.0	0.00560379	0.0	455.0	182.0	113.75	0.02801895	0.01120758	0.0070047375
Pierce	11.0	0.0	0.0	11.0	0.00269542	0.0	55.0	22.0	13.75	0.0134771	0.00539084	0.003369275
Stark	187.0	3.0	0.0	184.0	0.00603284	9.678e-05	1000.0	461.538461538	300.0	0.03226	0.0148892307692	0.009678
Sargent	8.0	0.0	0.0	8.0	0.00206718	0.0	40.0	16.0	10.0	0.0103359	0.00413436	0.002583975
Eddy	13.0	0.0	0.0	13.0	0.00562041	0.0	65.0	26.0	16.25	0.02810205	0.01124082	0.0070255125
Foster	17.0	0.0	0.0	17.0	0.00528607	0.0	85.0	34.0	21.25	0.02643035	0.01057214	0.0066075875
Pembina	27.0	0.0	0.0	27.0	0.00388657	0.0	135.0	54.0	33.75	0.01943285	0.00777314	0.0048582125
Grand Forks	624.0	4.0	0.0	620.0	0.0088173	5.652e-05	1333.33333333	615.384615385	400.0	0.01884	0.00869538461538	0.005652
