Date	Cases	Cases_per_capitaTotal_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-01-31	3.288	2.7e-07	3.288	2.7e-07	0.02	0.0	0.02	0.0
2020-02-01	6.575	5.3e-07	9.863	8e-07	0.039	0.0	0.059	0.0
2020-02-02	13.15	1.07e-06	23.013	1.87e-06	0.079	1e-08	0.138	1e-08
2020-02-03	26.301	2.14e-06	49.314	4.01e-06	0.158	1e-08	0.296	2e-08
2020-02-04	45.698	3.71e-06	95.011	7.72e-06	0.274	2e-08	0.57	5e-08
2020-02-05	91.395	7.43e-06	186.406	1.515e-05	0.548	4e-08	1.118	9e-08
2020-02-06	137.093	1.114e-05	323.499	2.63e-05	0.823	7e-08	1.941	1.6e-07
2020-02-07	274.185	2.229e-05	597.684	4.858e-05	1.645	1.3e-07	3.586	2.9e-07
2020-02-08	456.975	3.715e-05	1054.659	8.573e-05	2.742	2.2e-07	6.328	5.1e-07
2020-02-09	685.463	5.572e-05	1740.122	0.00014145	4.113	3.3e-07	10.441	8.5e-07
2020-02-10	913.95	7.429e-05	2654.073	0.00021574	5.484	4.5e-07	15.924	1.29e-06
2020-02-11	1142.438	9.287e-05	3796.511	0.00030861	6.855	5.6e-07	22.779	1.85e-06
2020-02-12	1370.926	0.00011144	5167.436	0.00042005	8.226	6.7e-07	31.005	2.52e-06
2020-02-13	1599.413	0.00013001	6766.849	0.00055006	9.596	7.8e-07	40.601	3.3e-06
2020-02-14	1919.296	0.00015602	8686.145	0.00070608	11.516	9.4e-07	52.117	4.24e-06
2020-02-15	2284.876	0.00018573	10971.021	0.00089181	13.709	1.11e-06	65.826	5.35e-06
2020-02-16	2741.851	0.00022288	13712.873	0.00111469	16.451	1.34e-06	82.277	6.69e-06
2020-02-17	3290.222	0.00026746	17003.094	0.00138215	19.741	1.6e-06	102.019	8.29e-06
2020-02-18	4249.869	0.00034546	21252.964	0.00172761	25.499	2.07e-06	127.518	1.037e-05
2020-02-19	5986.375	0.00048662	27239.339	0.00221423	35.918	2.92e-06	163.436	1.329e-05
2020-02-20	8636.831	0.00070207	35876.17	0.0029163	51.821	4.21e-06	215.257	1.75e-05
2020-02-21	10653.615	0.00086601	46529.786	0.00378231	63.922	5.2e-06	279.179	2.269e-05
2020-02-22	13337.583	0.00108419	59867.369	0.0048665	80.025	6.51e-06	359.204	2.92e-05
2020-02-23	16240.899	0.00132019	76108.268	0.00618669	97.445	7.92e-06	456.65	3.712e-05
2020-02-24	19735.236	0.00160424	95843.504	0.00779093	118.411	9.63e-06	575.061	4.675e-05
2020-02-25	23753.571	0.00193088	119597.075	0.00972181	142.521	1.159e-05	717.582	5.833e-05
2020-02-26	29072.763	0.00236327	148669.838	0.01208507	174.437	1.418e-05	892.019	7.251e-05
2020-02-27	35906.065	0.00291873	184575.904	0.01500381	215.436	1.751e-05	1107.455	9.002e-05
2020-02-28	44168.177	0.00359034	228744.081	0.01859415	265.009	2.154e-05	1372.464	0.00011156
2020-02-29	53182.775	0.00432312	281926.856	0.02291727	319.097	2.594e-05	1691.561	0.0001375
2020-03-01	63763.274	0.00518319	345690.13	0.02810046	382.58	3.11e-05	2074.141	0.0001686
2020-03-02	74892.144	0.00608783	420582.274	0.03418829	449.353	3.653e-05	2523.494	0.00020513
2020-03-03	87075.103	0.00707816	507657.377	0.04126645	522.451	4.247e-05	3045.944	0.0002476
2020-03-04	100674.685	0.00818364	608332.062	0.0494501	604.048	4.91e-05	3649.992	0.0002967
2020-03-05	116147.866	0.00944143	724479.928	0.05889152	696.887	5.665e-05	4346.88	0.00035335
2020-03-06	131121.42	0.0106586	855601.348	0.06955012	786.729	6.395e-05	5133.608	0.0004173
2020-03-07	143630.355	0.01167542	999231.703	0.08122555	861.782	7.005e-05	5995.39	0.00048735
2020-03-08	155045.596	0.01260335	1154277.299	0.09382889	930.274	7.562e-05	6925.664	0.00056297
2020-03-09	168334.435	0.01368357	1322611.734	0.10751246	1010.007	8.21e-05	7935.67	0.00064507
2020-03-10	185568.493	0.01508449	1508180.227	0.12259695	1113.411	9.051e-05	9049.081	0.00073558
2020-03-11	206211.587	0.01676253	1714391.814	0.13935948	1237.27	0.00010058	10286.351	0.00083616
2020-03-12	227485.306	0.01849183	1941877.119	0.1578513	1364.912	0.00011095	11651.263	0.00094711
2020-03-13	237627.109	0.01931623	2179504.229	0.17716754	1425.763	0.0001159	13077.025	0.00106301
2020-03-14	246766.613	0.02005916	2426270.842	0.1972267	1480.6	0.00012035	14557.625	0.00118336
2020-03-15	251336.365	0.02043063	2677607.207	0.21765733	1508.018	0.00012258	16065.643	0.00130594
2020-03-16	255906.118	0.0208021	2933513.325	0.23845943	1535.437	0.00012481	17601.08	0.00143076
2020-03-17	255906.118	0.0208021	3189419.442	0.25926152	1535.437	0.00012481	19136.517	0.00155557
2020-03-18	253621.241	0.02061636	3443040.684	0.27987789	1521.727	0.0001237	20658.244	0.00167927
2020-03-19	251336.365	0.02043063	3694377.049	0.30030852	1508.018	0.00012258	22166.262	0.00180185
2020-03-20	249051.489	0.0202449	3943428.538	0.32055341	1494.309	0.00012147	23660.571	0.00192332
2020-03-21	244481.737	0.01987343	4187910.276	0.34042684	1466.89	0.00011924	25127.462	0.00204256
2020-03-22	239911.985	0.01950197	4427822.261	0.35992881	1439.472	0.00011701	26566.934	0.00215957
2020-03-23	235342.233	0.0191305	4663164.494	0.37905931	1412.053	0.00011478	27978.987	0.00227436
2020-03-24	228487.605	0.0185733	4891652.099	0.39763261	1370.926	0.00011144	29349.913	0.0023858
2020-03-25	221632.977	0.0180161	5113285.075	0.41564871	1329.798	0.0001081	30679.71	0.00249389
2020-03-26	214778.349	0.0174589	5328063.424	0.43310761	1288.67	0.00010475	31968.381	0.00259865
2020-03-27	210208.597	0.01708744	5538272.021	0.45019505	1261.252	0.00010252	33229.632	0.00270117
