Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Lewis	0.639	0.639	8.02e-06	8.02e-06
Skagit	2.12	2.12	1.654e-05	1.654e-05
Walla Walla	1.341	1.341	2.2e-05	2.2e-05
Pacific	0.0	0.0	0.0	0.0
Pierce	21.407	21.407	2.402e-05	2.402e-05
Lincoln	1.078	1.078	0.00010036	0.00010036
Pend Oreille	0.829	0.829	6.091e-05	6.091e-05
Clallam	0.2	0.2	2.6e-06	2.6e-06
Asotin	0.0	0.0	0.0	0.0
Stevens	0.08	0.08	1.76e-06	1.76e-06
Wahkiakum	1.657	1.657	0.00037438	0.00037438
Jefferson	1.218	1.218	3.838e-05	3.838e-05
Kitsap	2.068	2.068	7.66e-06	7.66e-06
Douglas	0.625	0.625	1.457e-05	1.457e-05
San Juan	0.878	0.878	5.128e-05	5.128e-05
Benton	9.681	9.681	4.796e-05	4.796e-05
Columbia	0.898	0.898	0.0002213	0.0002213
Okanogan	0.829	0.829	1.966e-05	1.966e-05
Whitman	0.0	0.0	0.0	0.0
Chelan	2.795	2.795	3.628e-05	3.628e-05
Unassigned	33.223	33.223	N/A	N/A
Mason	0.213	0.213	3.25e-06	3.25e-06
Adams	0.708	0.708	3.585e-05	3.585e-05
Klickitat	0.279	0.279	1.264e-05	1.264e-05
Yakima	22.042	22.042	8.766e-05	8.766e-05
Whatcom	0.633	0.633	2.81e-06	2.81e-06
Franklin	5.988	5.988	6.347e-05	6.347e-05
Ferry	0.829	0.829	0.00010832	0.00010832
Grays Harbor	0.499	0.499	6.75e-06	6.75e-06
Spokane	3.417	3.417	6.64e-06	6.64e-06
Clark	10.22	10.22	2.121e-05	2.121e-05
Kittitas	0.659	0.659	1.391e-05	1.391e-05
Island	4.272	4.272	5.058e-05	5.058e-05
Cowlitz	0.679	0.679	6.23e-06	6.23e-06
Skamania	0.105	0.105	8.81e-06	8.81e-06
King	165.481	165.481	7.41e-05	7.41e-05
Thurston	1.135	1.135	3.96e-06	3.96e-06
Grant	3.373	3.373	3.466e-05	3.466e-05
Snohomish	26.768	26.768	3.285e-05	3.285e-05
