Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change
San Juan	3	0	0	0	0.00017515	0.0	15	6	3.75	0.00087575	0.0003503	0.0002189375	1	0	100	0
Pend Oreille	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	100	0
Snohomish	913	23	0	0	0.00112038	2.822e-05	7666.66666667	3538.46153846	2300	0.00940666666667	0.00434153846154	0.002822	1	0	-99.3	0
Grant	44	1	0	0	0.00045207	1.027e-05	333.333333333	153.846153846	100	0.00342333333333	0.00158	0.001027	5	0	-16.7	0
Pierce	231	5	0	0	0.00025917	5.61e-06	1666.66666667	769.230769231	500	0.00187	0.000863076923077	0.000561	0	0	-100	0
Douglas	5	0	0	0	0.00011653	0.0	25	10	6.25	0.00058265	0.00023306	0.0001456625	0	0	100	0
Kittitas	8	0	0	0	0.0001689	0.0	40	16	10	0.0008445	0.0003378	0.000211125	0	0	100	0
Jefferson	11	0	0	0	0.00034669	0.0	55	22	13.75	0.00173345	0.00069338	0.0004333625	0	0	100	0
Whatcom	102	4	0	0	0.00045196	1.772e-05	1333.33333333	615.384615385	400	0.00590666666667	0.00272615384615	0.001772	10	0	66.7	0
Wahkiakum	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	100	0
Cowlitz	10	0	0	0	9.175e-05	0.0	50	20	12.5	0.00045875	0.0001835	0.0001146875	3	0	100	0
Columbia	1	0	0	0	0.00024637	0.0	5	2	1.25	0.00123185	0.00049274	0.0003079625	0	0	100	0
Thurston	27	0	0	0	9.427e-05	0.0	135	54	33.75	0.00047135	0.00018854	0.0001178375	3	0	100	0
Yakima	82	2	0	0	0.00032611	7.95e-06	666.666666667	307.692307692	200	0.00265	0.00122307692308	0.000795	16	0	220	0
Island	80	1	0	0	0.00094719	1.184e-05	333.333333333	153.846153846	100	0.00394666666667	0.00182153846154	0.001184	16	0	100	0
Okanogan	3	0	0	0	7.12e-05	0.0	15	6	3.75	0.000356	0.0001424	8.9e-05	2	0	100	0
Kitsap	42	1	0	0	0.00015567	3.71e-06	333.333333333	153.846153846	100	0.00123666666667	0.000570769230769	0.000371	9	1	100	0
Clallam	5	0	0	0	6.516e-05	0.0	25	10	6.25	0.0003258	0.00013032	8.145e-05	0	0	100	0
King	2077	136	0	0	0.00093007	6.09e-05	45333.3333333	20923.0769231	13600	0.0203	0.00936923076923	0.00609	500	27	100	0
Lincoln	1	0	0	0	9.311e-05	0.0	5	2	1.25	0.00046555	0.00018622	0.0001163875	0	0	100	0
Spokane	108	2	0	0	0.00020986	3.89e-06	666.666666667	307.692307692	200	0.00129666666667	0.000598461538462	0.000389	25	2	56.2	0
Adams	5	0	0	0	0.00025305	0.0	25	10	6.25	0.00126525	0.0005061	0.0003163125	2	0	100	0
Grays Harbor	1	0	0	0	1.353e-05	0.0	5	2	1.25	6.765e-05	2.706e-05	1.69125e-05	0	0	100	0
Klickitat	7	0	0	0	0.00031664	0.0	35	14	8.75	0.0015832	0.00063328	0.0003958	0	0	100	0
Benton	42	5	0	0	0.00020805	2.477e-05	1666.66666667	769.230769231	500	0.00825666666667	0.00381076923077	0.002477	0	1	-100	0
Franklin	12	0	0	0	0.00012719	0.0	60	24	15	0.00063595	0.00025438	0.0001589875	0	0	-100	0
Ferry	1	0	0	0	0.00013074	0.0	5	2	1.25	0.0006537	0.00026148	0.000163425	0	0	100	0
Mason	2	0	0	0	3.053e-05	0.0	10	4	2.5	0.00015265	6.106e-05	3.81625e-05	0	0	100	0
Whitman	6	0	0	0	0.0001205	0.0	30	12	7.5	0.0006025	0.000241	0.000150625	1	0	-50	0
Skagit	91	1	0	0	0.0007098	7.8e-06	333.333333333	153.846153846	100	0.0026	0.0012	0.00078	13	0	100	0
Skamania	1	0	0	0	8.386e-05	0.0	5	2	1.25	0.0004193	0.00016772	0.000104825	1	0	100	0
Clark	82	6	0	0	0.00017017	1.245e-05	2000	923.076923077	600	0.00415	0.00191538461538	0.001245	6	0	-78.6	0
Stevens	3	0	0	0	6.628e-05	0.0	15	6	3.75	0.0003314	0.00013256	8.285e-05	1	0	100	0
Lewis	7	0	0	0	8.794e-05	0.0	35	14	8.75	0.0004397	0.00017588	0.000109925	2	0	100	0
Walla Walla	4	0	0	0	6.566e-05	0.0	20	8	5	0.0003283	0.00013132	8.2075e-05	2	0	100	0
Pacific	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	100	0
Garfield	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	100	0
Unassigned	0	0	0	0	N/A	N/A	0	0	0	N/A	N/A	N/A	-67	0	3250	0
Chelan	13	1	0	0	0.00016875	1.298e-05	333.333333333	153.846153846	100	0.00432666666667	0.00199692307692	0.001298	1	0	-50	0
Asotin	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	100	0
