Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Canada	736486.622	0.01987343	12615829.411	0.34042684	4418.92	0.00011924	75694.976	0.00204256
East Timor	8974.91	0.00707816	52324.706	0.04126645	53.849	4.247e-05	313.948	0.0002476
Sao Tome and Principe	498.715	0.00236327	2550.289	0.01208507	2.992	1.418e-05	15.302	7.251e-05
Guernsey	633.067	0.00944143	3948.794	0.05889152	3.798	5.665e-05	23.693	0.00035335
United States of America	6380407.883	0.01950197	117756985.078	0.35992881	38282.447	0.00011701	706541.91	0.00215957
Vatican	8.538	0.0106586	55.71	0.06955012	0.051	6.395e-05	0.334	0.0004173
Lithuania	42078.687	0.01508449	341988.244	0.12259695	252.472	9.051e-05	2051.929	0.00073558
Cambodia	322939.241	0.01987343	5531867.458	0.34042684	1937.635	0.00011924	33191.205	0.00204256
Saint Kitts and Nevis	271.812	0.00518319	1473.616	0.02810046	1.631	3.11e-05	8.842	0.0001686
Ethiopia	1031235.761	0.00944143	6432400.668	0.05889152	6187.415	5.665e-05	38594.404	0.00035335
Aruba	999.328	0.00944143	6233.373	0.05889152	5.996	5.665e-05	37.4	0.00035335
Sri Lanka	430657.252	0.01987343	7377049.721	0.34042684	2583.944	0.00011924	44262.298	0.00204256
Swaziland	10727.265	0.00944143	66912.019	0.05889152	64.364	5.665e-05	401.472	0.00035335
Argentina	608843.602	0.01368357	4783713.399	0.10751246	3653.062	8.21e-05	28702.28	0.00064507
Bolivia	121008.575	0.0106586	789612.402	0.06955012	726.051	6.395e-05	4737.674	0.0004173
Cameroon	317808.964	0.01260335	2366011.564	0.09382889	1906.854	7.562e-05	14196.069	0.00056297
Burkina Faso	210523.668	0.0106586	1373721.653	0.06955012	1263.142	6.395e-05	8242.33	0.0004173
Bahrain	26307.764	0.01676253	218716.202	0.13935948	157.847	0.00010058	1312.297	0.00083616
Saudi Arabia	461135.56	0.01368357	3623164.228	0.10751246	2766.813	8.21e-05	21738.985	0.00064507
Japan	2467566.094	0.01950197	45541468.35	0.35992881	14805.397	0.00011701	273248.81	0.00215957
Slovenia	26055.805	0.01260335	193979.223	0.09382889	156.335	7.562e-05	1163.875	0.00056297
Guatemala	162843.92	0.00944143	1015749.629	0.05889152	977.064	5.665e-05	6094.498	0.00035335
Bosnia and Herzegovina	41892.628	0.01260335	311880.573	0.09382889	251.356	7.562e-05	1871.283	0.00056297
Guinea	117208.884	0.00944143	731098.098	0.05889152	703.253	5.665e-05	4386.589	0.00035335
Jordan	136233.766	0.01368357	1070395.242	0.10751246	817.403	8.21e-05	6422.371	0.00064507
Spain	954595.633	0.02043063	14031539.739	0.30030852	5727.574	0.00012258	84189.238	0.00180185
Liberia	39436.791	0.00818364	238298.874	0.0494501	236.621	4.91e-05	1429.793	0.0002967
West Bank And Gaza	6600.951	0.00132019	30933.444	0.00618669	39.606	7.92e-06	185.601	3.712e-05
Jamaica	31281.439	0.0106586	204119.521	0.06955012	187.689	6.395e-05	1224.717	0.0004173
Oman	80954.34	0.01676253	673034.236	0.13935948	485.726	0.00010058	4038.205	0.00083616
Monaco	583.498	0.01508449	4742.295	0.12259695	3.501	9.051e-05	28.454	0.00073558
New Zealand	73695.283	0.01508449	598947.41	0.12259695	442.172	9.051e-05	3593.684	0.00073558
Yemen	55027.553	0.00193088	277058.731	0.00972181	330.165	1.159e-05	1662.352	5.833e-05
Jersey	921.361	0.00944143	5747.047	0.05889152	5.528	5.665e-05	34.482	0.00035335
Pakistan	3557260.206	0.01676253	29574176.082	0.13935948	21343.561	0.00010058	177445.056	0.00083616
Albania	33466.155	0.01167542	232822.954	0.08122555	200.797	7.005e-05	1396.938	0.00048735
United Arab Emirates	194977.774	0.0202449	3087236.782	0.32055341	1169.867	0.00012147	18523.421	0.00192332
Uruguay	32566.307	0.00944143	203134.473	0.05889152	195.398	5.665e-05	1218.807	0.00035335
India	27383598.635	0.0202449	433586101.566	0.32055341	164301.592	0.00012147	2601516.609	0.00192332
Azerbaijan	136046.616	0.01368357	1068924.794	0.10751246	816.28	8.21e-05	6413.549	0.00064507
Saint Vincent and the Grenadines	1040.54	0.00944143	6490.435	0.05889152	6.243	5.665e-05	38.943	0.00035335
Republic of Serbia	87997.622	0.01260335	655121.202	0.09382889	527.986	7.562e-05	3930.727	0.00056297
Kenya	485223.381	0.00944143	3026612.649	0.05889152	2911.34	5.665e-05	18159.676	0.00035335
South Korea	1006988.961	0.01950197	18585016.228	0.35992881	6041.934	0.00011701	111510.097	0.00215957
Belarus	143082.224	0.01508449	1162879.413	0.12259695	858.493	9.051e-05	6977.276	0.00073558
Turkey	877412.831	0.0106586	5725346.78	0.06955012	5264.477	6.395e-05	34352.081	0.0004173
