Date	Cases	Cases_per_capitaTotal_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-01-26	0.162	2.7e-07	0.162	2.7e-07	0.0	0.0	0.0	0.0
2020-01-27	0.325	5.3e-07	0.487	8e-07	0.0	0.0	0.0	0.0
2020-01-28	0.65	1.07e-06	1.137	1.87e-06	0.0	0.0	0.0	0.0
2020-01-29	1.299	2.14e-06	2.436	4.01e-06	0.0	0.0	0.0	0.0
2020-01-30	2.258	3.71e-06	4.694	7.72e-06	0.0	0.0	0.0	0.0
2020-01-31	4.515	7.43e-06	9.209	1.515e-05	0.0	0.0	0.0	0.0
2020-02-01	6.773	1.114e-05	15.981	2.63e-05	0.0	0.0	0.0	0.0
2020-02-02	13.545	2.229e-05	29.526	4.858e-05	0.0	0.0	0.0	0.0
2020-02-03	22.575	3.715e-05	52.101	8.573e-05	0.0	0.0	0.0	0.0
2020-02-04	33.863	5.572e-05	85.964	0.00014145	0.0	0.0	0.0	0.0
2020-02-05	45.15	7.429e-05	131.114	0.00021574	0.001	0.0	0.001	0.0
2020-02-06	56.438	9.287e-05	187.551	0.00030861	0.002	0.0	0.003	0.0
2020-02-07	67.725	0.00011144	255.276	0.00042005	0.004	1e-08	0.007	1e-08
2020-02-08	79.013	0.00013001	334.289	0.00055006	0.008	1e-08	0.015	2e-08
2020-02-09	94.815	0.00015602	429.104	0.00070608	0.014	2e-08	0.028	5e-08
2020-02-10	112.875	0.00018573	541.979	0.00089181	0.027	4e-08	0.055	9e-08
2020-02-11	135.45	0.00022288	677.43	0.00111469	0.041	7e-08	0.096	1.6e-07
2020-02-12	162.54	0.00026746	839.97	0.00138215	0.081	1.3e-07	0.177	2.9e-07
2020-02-13	209.948	0.00034546	1049.918	0.00172761	0.135	2.2e-07	0.313	5.1e-07
2020-02-14	295.733	0.00048662	1345.65	0.00221423	0.203	3.3e-07	0.516	8.5e-07
2020-02-15	426.668	0.00070207	1772.318	0.0029163	0.271	4.5e-07	0.787	1.29e-06
2020-02-16	526.299	0.00086601	2298.618	0.00378231	0.339	5.6e-07	1.125	1.85e-06
2020-02-17	658.89	0.00108419	2957.507	0.0048665	0.406	6.7e-07	1.532	2.52e-06
2020-02-18	802.317	0.00132019	3759.824	0.00618669	0.474	7.8e-07	2.006	3.3e-06
2020-02-19	974.94	0.00160424	4734.764	0.00779093	0.569	9.4e-07	2.575	4.24e-06
2020-02-20	1173.45	0.00193088	5908.214	0.00972181	0.677	1.11e-06	3.252	5.35e-06
2020-02-21	1436.223	0.00236327	7344.438	0.01208507	0.813	1.34e-06	4.065	6.69e-06
2020-02-22	1773.795	0.00291873	9118.233	0.01500381	0.975	1.6e-06	5.04	8.29e-06
2020-02-23	2181.952	0.00359034	11300.185	0.01859415	1.26	2.07e-06	6.3	1.037e-05
2020-02-24	2627.282	0.00432312	13927.467	0.02291727	1.774	2.92e-06	8.074	1.329e-05
2020-02-25	3149.969	0.00518319	17077.436	0.02810046	2.56	4.21e-06	10.634	1.75e-05
2020-02-26	3699.746	0.00608783	20777.182	0.03418829	3.158	5.2e-06	13.792	2.269e-05
2020-02-27	4301.597	0.00707816	25078.778	0.04126645	3.953	6.51e-06	17.745	2.92e-05
2020-02-28	4973.429	0.00818364	30052.208	0.0494501	4.814	7.92e-06	22.559	3.712e-05
2020-02-29	5737.82	0.00944143	35790.028	0.05889152	5.85	9.63e-06	28.409	4.675e-05
2020-03-01	6477.528	0.0106586	42267.556	0.06955012	7.041	1.159e-05	35.449	5.833e-05
2020-03-02	7095.482	0.01167542	49363.038	0.08122555	8.617	1.418e-05	44.067	7.251e-05
2020-03-03	7659.406	0.01260335	57022.445	0.09382889	10.643	1.751e-05	54.709	9.002e-05
2020-03-04	8315.888	0.01368357	65338.333	0.10751246	13.092	2.154e-05	67.801	0.00011156
2020-03-05	9167.268	0.01508449	74505.601	0.12259695	15.764	2.594e-05	83.565	0.0001375
2020-03-06	10187.057	0.01676253	84692.658	0.13935948	18.9	3.11e-05	102.465	0.0001686
2020-03-07	11238.0	0.01849183	95930.658	0.1578513	22.198	3.653e-05	124.663	0.00020513
2020-03-08	11739.015	0.01931623	107669.673	0.17716754	25.81	4.247e-05	150.473	0.0002476
2020-03-09	12190.516	0.02005916	119860.188	0.1972267	29.841	4.91e-05	180.313	0.0002967
2020-03-10	12416.266	0.02043063	132276.454	0.21765733	34.427	5.665e-05	214.74	0.00035335
2020-03-11	12642.016	0.0208021	144918.471	0.23845943	38.865	6.395e-05	253.605	0.0004173
2020-03-12	12642.016	0.0208021	157560.487	0.25926152	42.573	7.005e-05	296.178	0.00048735
2020-03-13	12529.141	0.02061636	170089.628	0.27987789	45.956	7.562e-05	342.135	0.00056297
2020-03-14	12416.266	0.02043063	182505.894	0.30030852	49.895	8.21e-05	392.03	0.00064507
2020-03-15	12303.391	0.0202449	194809.285	0.32055341	55.004	9.051e-05	447.034	0.00073558
2020-03-16	12077.641	0.01987343	206886.925	0.34042684	61.122	0.00010058	508.156	0.00083616
2020-03-17	11851.89	0.01950197	218738.816	0.35992881	67.428	0.00011095	575.584	0.00094711
2020-03-18	11626.14	0.0191305	230364.956	0.37905931	70.434	0.0001159	646.018	0.00106301
2020-03-19	11287.515	0.0185733	241652.47	0.39763261	73.143	0.00012035	719.161	0.00118336
2020-03-20	10948.889	0.0180161	252601.359	0.41564871	74.498	0.00012258	793.659	0.00130594
2020-03-21	10610.264	0.0174589	263211.623	0.43310761	75.852	0.00012481	869.511	0.00143076
2020-03-22	10384.513	0.01708744	273596.136	0.45019505	75.852	0.00012481	945.363	0.00155557
2020-03-23	10158.763	0.01671597	283754.899	0.46691102	75.175	0.0001237	1020.538	0.00167927
2020-03-24	9933.013	0.0163445	293687.912	0.48325552	74.498	0.00012258	1095.035	0.00180185
