Allegany,70975
Anne Arundel,576031
Baltimore,828431
Calvert,92003
Caroline,33304
Carroll,168429
Cecil,102826
Charles,161503
Dorchester,31998
Frederick,255648
Garrett,29163
Harford,253956
Howard,323196
Kent,19383
Montgomery,1052567
Prince George's,909308
Queen Anne's,50251
Saint Mary's,112664
Somerset,25675
Talbot,36968
Washington,150926
Wicomico,103195
Worcester,51823
Baltimore,602495
