Date	Cases	Cases_per_capitaTotal_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-02-01	4.637	2.7e-07	4.637	2.7e-07	0.0	0.0	0.0	0.0
2020-02-02	9.274	5.3e-07	13.911	8e-07	0.0	0.0	0.0	0.0
2020-02-03	18.549	1.07e-06	32.46	1.87e-06	0.0	0.0	0.0	0.0
2020-02-04	37.097	2.14e-06	69.557	4.01e-06	0.0	0.0	0.0	0.0
2020-02-05	64.456	3.71e-06	134.013	7.72e-06	0.0	0.0	0.0	0.0
2020-02-06	128.912	7.43e-06	262.925	1.515e-05	0.0	0.0	0.0	0.0
2020-02-07	193.368	1.114e-05	456.294	2.63e-05	0.0	0.0	0.0	0.0
2020-02-08	386.737	2.229e-05	843.03	4.858e-05	0.0	0.0	0.0	0.0
2020-02-09	644.561	3.715e-05	1487.592	8.573e-05	0.0	0.0	0.0	0.0
2020-02-10	966.842	5.572e-05	2454.433	0.00014145	0.0	0.0	0.0	0.0
2020-02-11	1289.122	7.429e-05	3743.556	0.00021574	0.028	0.0	0.028	0.0
2020-02-12	1611.403	9.287e-05	5354.959	0.00030861	0.056	0.0	0.083	0.0
2020-02-13	1933.684	0.00011144	7288.642	0.00042005	0.111	1e-08	0.195	1e-08
2020-02-14	2255.964	0.00013001	9544.607	0.00055006	0.223	1e-08	0.417	2e-08
2020-02-15	2707.157	0.00015602	12251.764	0.00070608	0.387	2e-08	0.804	5e-08
2020-02-16	3222.806	0.00018573	15474.57	0.00089181	0.773	4e-08	1.578	9e-08
2020-02-17	3867.367	0.00022288	19341.937	0.00111469	1.16	7e-08	2.738	1.6e-07
2020-02-18	4640.841	0.00026746	23982.777	0.00138215	2.32	1.3e-07	5.058	2.9e-07
2020-02-19	5994.419	0.00034546	29977.196	0.00172761	3.867	2.2e-07	8.926	5.1e-07
2020-02-20	8443.752	0.00048662	38420.948	0.00221423	5.801	3.3e-07	14.727	8.5e-07
2020-02-21	12182.207	0.00070207	50603.155	0.0029163	7.735	4.5e-07	22.461	1.29e-06
2020-02-22	15026.87	0.00086601	65630.025	0.00378231	9.668	5.6e-07	32.13	1.85e-06
2020-02-23	18812.593	0.00108419	84442.617	0.0048665	11.602	6.7e-07	43.732	2.52e-06
2020-02-24	22907.705	0.00132019	107350.322	0.00618669	13.536	7.8e-07	57.268	3.3e-06
2020-02-25	27836.449	0.00160424	135186.772	0.00779093	16.243	9.4e-07	73.511	4.24e-06
2020-02-26	33504.291	0.00193088	168691.063	0.00972181	19.337	1.11e-06	92.847	5.35e-06
2020-02-27	41006.983	0.00236327	209698.046	0.01208507	23.204	1.34e-06	116.052	6.69e-06
2020-02-28	50645.322	0.00291873	260343.367	0.01500381	27.845	1.6e-06	143.897	8.29e-06
2020-02-29	62298.988	0.00359034	322642.355	0.01859415	35.967	2.07e-06	179.863	1.037e-05
2020-03-01	75014.032	0.00432312	397656.387	0.02291727	50.663	2.92e-06	230.526	1.329e-05
2020-03-02	89937.772	0.00518319	487594.159	0.02810046	73.093	4.21e-06	303.619	1.75e-05
2020-03-03	105634.986	0.00608783	593229.145	0.03418829	90.161	5.2e-06	393.78	2.269e-05
2020-03-04	122818.987	0.00707816	716048.132	0.04126645	112.876	6.51e-06	506.656	2.92e-05
2020-03-05	142001.128	0.00818364	858049.26	0.0494501	137.446	7.92e-06	644.102	3.712e-05
