Albany,307117
Allegany,46430
Bronx,1432132
Broome,191659
Cattaraugus,76840
Cayuga,77145
Chautauqua,127939
Chemung,84254
Chenango,47536
Clinton,80695
Columbia,59916
Cortland,47823
Delaware,44527
Dutchess,293718
Erie,919719
Essex,37300
Franklin,50293
Fulton,53591
Genesee,57511
Greene,47491
Hamilton,4434
Herkimer,61833
Jefferson,111755
Kings,2582830
Lewis,26447
Livingston,63227
Madison,70795
Monroe,742474
Montgomery,49455
Nassau,1358343
New York,1628701
Niagara,210433
Oneida,229577
Onondaga,461809
Ontario,109864
Orange,381951
Orleans,40612
Oswego,117898
Otsego,59749
Putnam,98892
Queens,2278906
Rensselaer,159442
Richmond,476179
Rockland,325695
Saint Lawrence,108047
Saratoga,230163
Schenectady,155350
Schoharie,31097
Schuyler,17912
Seneca,34300
Steuben,95796
Suffolk,1481093
Sullivan,75498
Tioga,48560
Tompkins,102793
Ulster,178599
Warren,64265
Washington,61197
Wayne,90064
Westchester,967612
Wyoming,40085
Yates,24841
