Name	Confirmed	Deaths	Recovered	Active
Wilson	2	0	0	0
Zapata	0	0	0	0
Bowie	4	0	0	0
Brewster	0	0	0	0
Gonzales	0	0	0	0
Burnet	3	0	0	0
Dewitt	3	0	0	0
Smith	32	1	0	0
Erath	3	0	0	0
Walker	3	0	0	0
Tyler	0	0	0	0
Hill	1	0	0	0
Kent	0	0	0	0
Bailey	0	0	0	0
Reagan	0	0	0	0
Tarrant	238	1	0	0
Hudspeth	0	0	0	0
La Salle	0	0	0	0
Throckmorton	0	0	0	0
Henderson	1	0	0	0
Irion	0	0	0	0
Brown	3	0	0	0
Sabine	0	0	0	0
Angelina	3	0	0	0
Goliad	0	0	0	0
Upton	0	0	0	0
Rusk	3	0	0	0
Dallas	549	11	0	0
Pecos	0	0	0	0
Live Oak	0	0	0	0
Brooks	0	0	0	0
Victoria	6	0	0	0
Montague	1	0	0	0
El Paso	40	0	0	0
Harris	563	5	0	0
Fisher	0	0	0	0
Crane	2	0	0	0
Dimmit	0	0	0	0
Jack	0	0	0	0
Matagorda	20	1	0	0
Childress	0	0	0	0
Duval	0	0	0	0
Culberson	0	0	0	0
Uvalde	2	0	0	0
Ector	7	0	0	0
Camp	0	0	0	0
Scurry	0	0	0	0
Young	1	0	0	0
Navarro	3	0	0	0
Jeff Davis	0	0	0	0
Burleson	1	0	0	0
Randall	6	0	0	0
San Jacinto	1	0	0	0
Montgomery	81	0	0	0
Upshur	2	0	0	0
Llano	3	0	0	0
Parker	4	0	0	0
Aransas	2	0	0	0
Moore	1	0	0	0
Armstrong	0	0	0	0
Freestone	0	0	0	0
Newton	0	0	0	0
Potter	5	0	0	0
Somervell	0	0	0	0
Milam	2	0	0	0
Marion	0	0	0	0
Jasper	1	0	0	0
Lampasas	0	0	0	0
Hemphill	0	0	0	0
Lubbock	51	1	0	0
Hartley	0	0	0	0
Panola	0	0	0	0
Jackson	1	0	0	0
Schleicher	0	0	0	0
Hays	16	0	0	0
Caldwell	1	0	0	0
Oldham	2	1	0	0
Deaf Smith	2	0	0	0
Mills	0	0	0	0
Webb	35	1	0	0
Liberty	2	0	0	0
Mason	0	0	0	0
Anderson	0	0	0	0
Jefferson	18	1	0	0
Dickens	0	0	0	0
Robertson	2	0	0	0
Orange	5	0	0	0
Wise	1	0	0	0
Nacogdoches	2	0	0	0
Lamar	3	0	0	0
Lee	0	0	0	0
Motley	0	0	0	0
Maverick	1	0	0	0
Sherman	0	0	0	0
Crockett	0	0	0	0
Wilbarger	0	0	0	0
Hamilton	0	0	0	0
Trinity	0	0	0	0
Terry	4	0	0	0
Cottle	0	0	0	0
Ward	0	0	0	0
Reeves	0	0	0	0
Sterling	0	0	0	0
Gray	0	0	0	0
McMullen	0	0	0	0
Johnson	8	1	0	0
Hopkins	2	0	0	0
Menard	0	0	0	0
Stonewall	0	0	0	0
Baylor	0	0	0	0
San Augustine	0	0	0	0
Archer	0	0	0	0
Concho	0	0	0	0
Clay	0	0	0	0
Comal	11	2	0	0
Borden	0	0	0	0
Winkler	0	0	0	0
Madison	0	0	0	0
Taylor	11	0	0	0
Van Zandt	2	1	0	0
Polk	1	0	0	0
Briscoe	0	0	0	0
Collingsworth	0	0	0	0
Kendall	7	0	0	0
Refugio	0	0	0	0
Cameron	20	0	0	0
Nueces	22	0	0	0
Dawson	3	0	0	0
Hidalgo	28	0	0	0
Gillespie	0	0	0	0
Lamb	1	0	0	0
Bexar	157	6	0	0
McCulloch	0	0	0	0
Midland	13	1	0	0
Blanco	1	0	0	0
Cherokee	1	0	0	0
Collin	134	1	0	0
Waller	3	0	0	0
Red River	0	0	0	0
Guadalupe	13	0	0	0
Gaines	1	0	0	0
McLennan	36	0	0	0
Hockley	7	0	0	0
Starr	2	0	0	0
Shelby	2	0	0	0
Dallam	0	0	0	0
Tom Green	6	0	0	0
Wichita	28	0	0	0
Washington	8	0	0	0
Wharton	6	0	0	0
Gregg	5	0	0	0
Howard	0	0	0	0
Ochiltree	0	0	0	0
Fayette	1	0	0	0
Medina	3	0	0	0
