Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Potter	0.004	99.006	3e-08	0.00082748
McCulloch	0.0	0.0	0.0	0.0
Floyd	0.0	0.0	0.0	0.0
Oldham	0.0	3.474	6e-08	0.00163017
Concho	0.0	0.0	0.0	0.0
Limestone	0.0	15.4	2e-08	0.00065479
Lamb	0.0	16.091	2e-08	0.0012229
McLennan	0.002	44.726	1e-08	0.00017567
Jones	0.0	0.0	0.0	0.0
Brown	0.0	10.856	1e-08	0.00028626
Delta	0.0	0.0	0.0	0.0
Tyler	0.0	5.798	0.0	0.00026723
Wood	0.0	5.798	0.0	0.00012847
Brazos	0.005	123.323	2e-08	0.00054385
Montague	0.0	1.073	0.0	5.474e-05
Kendall	0.0	0.065	0.0	1.43e-06
Dallam	0.0	0.0	0.0	0.0
Gray	0.0	0.0	0.0	0.0
Austin	0.0	9.023	1e-08	0.00030089
Williamson	0.0	29.486	0.0	5.203e-05
Cherokee	0.0	0.0	0.0	0.0
Ellis	0.002	62.096	1e-08	0.00034606
Cameron	0.009	230.146	2e-08	0.00054291
Harris	0.21	5402.342	4e-08	0.00114977
Wilson	0.0	10.662	1e-08	0.00021228
Montgomery	0.012	307.006	2e-08	0.00051953
Eastland	0.0	0.0	0.0	0.0
Jim Wells	0.001	35.538	2e-08	0.00087057
Rains	0.0	0.0	0.0	0.0
Wharton	0.001	35.607	3e-08	0.00085556
Callahan	0.0	0.0	0.0	0.0
Comanche	0.0	2.038	0.0	0.00015056
Wichita	0.001	19.975	1e-08	0.00015125
Gonzales	0.0	2.746	0.0	0.00013185
Kerr	0.0	0.0	0.0	0.0
Henderson	0.001	26.882	1e-08	0.00032664
Trinity	0.001	50.757	8e-08	0.00344351
Mitchell	0.0	0.0	0.0	0.0
Hamilton	0.0	0.0	0.0	0.0
Lee	0.001	35.538	6e-08	0.00207294
Caldwell	0.0	0.053	0.0	1.23e-06
Washington	0.001	48.273	2e-08	0.00137498
Rockwall	0.0	13.535	0.0	0.00013447
Lampasas	0.001	33.838	4e-08	0.00159396
Reeves	0.0	0.0	0.0	0.0
Falls	0.001	19.541	4e-08	0.00112724
Tom Green	0.001	42.257	1e-08	0.00035754
Erath	0.0	11.724	1e-08	0.00027622
Bandera	0.0	0.0	0.0	0.0
Bee	0.0	0.0	0.0	0.0
Hunt	0.001	24.857	1e-08	0.00025761
Hardin	0.003	79.9	5e-08	0.00139668
