Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change
Yalobusha	6	0	0	0	4.8418e-4	0	30	12	7.5	0.0024209	9.6836e-4	6.05225e-4	3	0	100	0
Panola	7	1	0	0	2.0481e-4	2.926e-5	333.333333333	153.846153846	100	0.00975333333333	0.00450153846154	0.002926	2	1	100	0
Jackson	40	0	0	0	2.7918e-4	0	200	80	50	0.0013959	5.5836e-4	3.48975e-4	6	0	100	0
Harrison	45	1	0	0	2.1776e-4	4.84e-6	333.333333333	153.846153846	100	0.00161333333333	7.44615384615e-4	4.84e-4	2	0	100	0
Sunflower	11	1	0	0	4.2743e-4	3.886e-5	333.333333333	153.846153846	100	0.0129533333333	0.00597846153846	0.003886	1	0	100	0
Leake	5	0	0	0	2.1965e-4	0	25	10	6.25	0.00109825	4.393e-4	2.745625e-4	0	0	100	0
Perry	3	1	0	0	2.5145e-4	8.382e-5	333.333333333	153.846153846	100	0.02794	0.0128953846154	0.008382	1	0	100	0
Leflore	19	1	0	0	6.5701e-4	3.458e-5	333.333333333	153.846153846	100	0.0115266666667	0.00532	0.003458	4	1	100	0
Clarke	4	0	0	0	2.5634e-4	0	20	8	5	0.0012817	5.1268e-4	3.20425e-4	3	0	100	0
Humphreys	3	0	0	0	3.6333e-4	0	15	6	3.75	0.00181665	7.2666e-4	4.541625e-4	1	0	100	0
Calhoun	3	0	0	0	2.0781e-4	0	15	6	3.75	0.00103905	4.1562e-4	2.597625e-4	0	0	100	0
Hinds	90	0	0	0	3.7961e-4	0	450	180	112.5	0.00189805	7.5922e-4	4.745125e-4	24	0	100	0
Bolivar	22	1	0	0	7.0214e-4	3.192e-5	333.333333333	153.846153846	100	0.01064	0.00491076923077	0.003192	11	1	100	0
Tishomingo	1	0	0	0	5.14e-5	0	5	2	1.25	2.57e-4	1.028e-4	6.425e-5	1	0	100	0
Covington	2	0	0	0	1.0608e-4	0	10	4	2.5	5.304e-4	2.1216e-4	1.326e-4	1	0	100	0
