Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Date
Carbon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2020-03-22
Carbon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2020-03-23
Carbon	1	0	0	0	1.557e-5	0	5	2	1.25	7.785e-5	3.114e-5	1.94625e-5	1	0	100	0	2020-03-24
Carbon	1	0	0	0	1.557e-5	0	5	2	1.25	7.785e-5	3.114e-5	1.94625e-5	0	0	-100	0	2020-03-25
Carbon	2	0	0	0	3.114e-5	0	10	4	2.5	1.557e-4	6.228e-5	3.8925e-5	1	0	100	0	2020-03-26
Carbon	2	0	0	0	3.114e-5	0	10	4	2.5	1.557e-4	6.228e-5	3.8925e-5	0	0	-100	0	2020-03-27
Carbon	3	0	0	0	4.671e-5	0	15	6	3.75	2.3355e-4	9.342e-5	5.83875e-5	1	0	100	100	2020-03-28
Carbon	9	0	0	0	1.4013e-4	0	45	18	11.25	7.0065e-4	2.8026e-4	1.751625e-4	6	0	500	100	2020-03-29
Carbon	13	0	0	0	2.0241e-4	0	65	26	16.25	0.00101205	4.0482e-4	2.530125e-4	4	0	-33.3	100	2020-03-30
Carbon	17	1	0	0	2.6469e-4	1.557e-5	333.333333333	153.846153846	100	0.00519	0.00239538461538	0.001557	4	1	0	100	2020-03-31
Carbon	23	1	0	0	3.581e-4	1.557e-5	333.333333333	153.846153846	100	0.00519	0.00239538461538	0.001557	6	0	50	-100	2020-04-01
Carbon	26	1	0	0	4.0481e-4	1.557e-5	333.333333333	153.846153846	100	0.00519	0.00239538461538	0.001557	3	0	-50	100	2020-04-02
Carbon	34	1	0	0	5.2937e-4	1.557e-5	333.333333333	153.846153846	100	0.00519	0.00239538461538	0.001557	8	0	166.7	100	2020-04-03
Carbon	46	1	0	0	7.1621e-4	1.557e-5	333.333333333	153.846153846	100	0.00519	0.00239538461538	0.001557	12	0	50	100	2020-04-04
Carbon	50	1	0	0	7.7849e-4	1.557e-5	333.333333333	153.846153846	100	0.00519	0.00239538461538	0.001557	4	0	-66.7	100	2020-04-05
