Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily
Wilson	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zapata	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bowie	1	0	0	0	1.06e-5	0	5	2	1.25	5.3e-5	2.12e-5	1.325e-5	0	0
Brewster	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gonzales	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burnet	1	0	0	0	2.103e-5	0	5	2	1.25	1.0515e-4	4.206e-5	2.62875e-5	0	0
Dewitt	1	0	0	0	4.954e-5	0	5	2	1.25	2.477e-4	9.908e-5	6.1925e-5	0	0
Smith	10	0	0	0	4.344e-5	0	50	20	12.5	2.172e-4	8.688e-5	5.43e-5	0	0
Erath	1	0	0	0	2.356e-5	0	5	2	1.25	1.178e-4	4.712e-5	2.945e-5	1	0
Walker	1	0	0	0	1.38e-5	0	5	2	1.25	6.9e-5	2.76e-5	1.725e-5	0	0
Tyler	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hill	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kent	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bailey	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reagan	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tarrant	57	1	0	0	2.734e-5	4.8e-7	333.333333333	153.846153846	100	1.6e-4	7.38461538462e-5	4.8e-5	10	0
Hudspeth	0	0	0	0	0	0	0	0	0	0	0	0	0	0
La Salle	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Throckmorton	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Henderson	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Irion	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brown	2	0	0	0	5.274e-5	0	10	4	2.5	2.637e-4	1.0548e-4	6.5925e-5	0	0
Sabine	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Angelina	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Goliad	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Upton	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rusk	1	0	0	0	1.837e-5	0	5	2	1.25	9.185e-5	3.674e-5	2.29625e-5	0	0
Dallas	155	4	0	0	5.876e-5	1.52e-6	1333.33333333	615.384615385	400	5.06666666667e-4	2.33846153846e-4	1.52e-4	24	2
Pecos	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Live Oak	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brooks	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Victoria	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Montague	0	0	0	0	0	0	0	0	0	0	0	0	0	0
El Paso	9	0	0	0	1.07e-5	0	45	18	11.25	5.35e-5	2.14e-5	1.3375e-5	2	0
Harris	78	1	0	0	1.66e-5	2.1e-7	333.333333333	153.846153846	100	7e-5	3.23076923077e-5	2.1e-5	4	0
Fisher	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crane	1	0	0	0	2.0859e-4	0	5	2	1.25	0.00104295	4.1718e-4	2.607375e-4	0	0
Dimmit	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jack	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Matagorda	4	1	0	0	1.0943e-4	2.736e-5	333.333333333	153.846153846	100	0.00912	0.00420923076923	0.002736	1	0
Childress	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Duval	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Culberson	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uvalde	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ector	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Camp	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scurry	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Young	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Navarro	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jeff Davis	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burleson	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Randall	2	0	0	0	1.468e-5	0	10	4	2.5	7.34e-5	2.936e-5	1.835e-5	0	0
San Jacinto	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Montgomery	19	0	0	0	3.215e-5	0	95	38	23.75	1.6075e-4	6.43e-5	4.01875e-5	6	0
Upshur	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
Llano	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parker	1	0	0	0	7.23e-6	0	5	2	1.25	3.615e-5	1.446e-5	9.0375e-6	1	0
Aransas	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Moore	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Armstrong	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Freestone	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Newton	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Potter	2	0	0	0	1.672e-5	0	10	4	2.5	8.36e-5	3.344e-5	2.09e-5	2	0
Somervell	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Milam	2	0	0	0	7.958e-5	0	10	4	2.5	3.979e-4	1.5916e-4	9.9475e-5	1	0
Marion	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jasper	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lampasas	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hemphill	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lubbock	9	0	0	0	2.928e-5	0	45	18	11.25	1.464e-4	5.856e-5	3.66e-5	0	0
Hartley	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Panola	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jackson	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schleicher	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hays	7	0	0	0	3.144e-5	0	35	14	8.75	1.572e-4	6.288e-5	3.93e-5	0	0
Caldwell	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oldham	1	0	0	0	4.6926e-4	0	5	2	1.25	0.0023463	9.3852e-4	5.86575e-4	0	0
Deaf Smith	1	0	0	0	5.33e-5	0	5	2	1.25	2.665e-4	1.066e-4	6.6625e-5	0	0
Mills	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Webb	4	0	0	0	1.45e-5	0	20	8	5	7.25e-5	2.9e-5	1.8125e-5	0	0
Liberty	1	0	0	0	1.158e-5	0	5	2	1.25	5.79e-5	2.316e-5	1.4475e-5	0	0
Mason	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anderson	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jefferson	6	0	0	0	2.353e-5	0	30	12	7.5	1.1765e-4	4.706e-5	2.94125e-5	3	0
Dickens	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Robertson	1	0	0	0	5.786e-5	0	5	2	1.25	2.893e-4	1.1572e-4	7.2325e-5	1	0
Orange	1	0	0	0	1.197e-5	0	5	2	1.25	5.985e-5	2.394e-5	1.49625e-5	1	0
Wise	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nacogdoches	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lamar	1	0	0	0	2.011e-5	0	5	2	1.25	1.0055e-4	4.022e-5	2.51375e-5	0	0
Lee	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Motley	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maverick	1	0	0	0	1.71e-5	0	5	2	1.25	8.55e-5	3.42e-5	2.1375e-5	1	0
Sherman	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crockett	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilbarger	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hamilton	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trinity	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Terry	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cottle	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ward	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reeves	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sterling	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gray	0	0	0	0	0	0	0	0	0	0	0	0	0	0
McMullen	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Johnson	2	0	0	0	1.167e-5	0	10	4	2.5	5.835e-5	2.334e-5	1.45875e-5	0	0
