Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Lithuania	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spain	4709.701	0.0001008	116047.029	0.00248368	44.648	9.6e-07	291.06	6.23e-06
Netherlands	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Belarus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
San Marino	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
France	2516.955	3.757e-05	277445.934	0.00414177	77.832	1.16e-06	1305.719	1.949e-05
Norway	1.219	2.3e-07	1.219	2.3e-07	0.0	0.0	0.0	0.0
Finland	40.727	7.38e-06	1764.393	0.00031975	0.631	1.1e-07	5.959	1.08e-06
Sweden	192.39	1.889e-05	5704.592	0.0005602	2.148	2.1e-07	15.973	1.57e-06
Russia	38727.561	0.00026805	1148317.231	0.00794804	432.308	2.99e-06	3215.288	2.225e-05
Romania	16.363	8.4e-07	16.363	8.4e-07	0.0	0.0	0.0	0.0
Belgium	399.665	3.499e-05	5949.938	0.00052092	2.33	2e-07	9.592	8.4e-07
Georgia	0.601	1.6e-07	0.601	1.6e-07	0.0	0.0	0.0	0.0
Denmark	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Croatia	0.722	1.8e-07	1.443	3.5e-07	0.0	0.0	0.0	0.0
Switzerland	3.129	3.7e-07	6.259	7.3e-07	0.0	0.0	0.0	0.0
Estonia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Italy	7878.465	0.00013037	194125.368	0.00321233	74.688	1.24e-06	486.889	8.06e-06
Israel	27.242	3.07e-06	61.294	6.9e-06	0.0	0.0	0.0	0.0
Austria	3.377	3.8e-07	6.754	7.6e-07	0.0	0.0	0.0	0.0
Germany	7418.046	8.945e-05	405915.483	0.0048948	140.646	1.7e-06	1486.576	1.793e-05
Greece	4.965	4.6e-07	4.965	4.6e-07	0.0	0.0	0.0	0.0
Macedonia	0.187	9e-08	0.187	9e-08	0.0	0.0	0.0	0.0
Iceland	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
