Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Montenegro	0.05	8e-08	24.599	3.953e-05	0.003	0.0	0.137	2.2e-07
Kosovo	0.147	8e-08	216.707	0.00011744	0.015	1e-08	1.239	6.7e-07
Kosovo	0.0	0.0	216.707	0.00011744	0.013	1e-08	1.252	6.8e-07
Kosovo	0.0	0.0	216.707	0.00011744	0.011	1e-08	1.263	6.8e-07
Kosovo	0.0	0.0	216.707	0.00011744	0.01	1e-08	1.273	6.9e-07
Kosovo	0.0	0.0	216.707	0.00011744	0.008	0.0	1.281	6.9e-07
Kosovo	0.0	0.0	216.707	0.00011744	0.006	0.0	1.287	7e-07
Kosovo	0.0	0.0	216.707	0.00011744	0.004	0.0	1.291	7e-07
Kosovo	0.0	0.0	216.707	0.00011744	0.004	0.0	1.295	7e-07
Kosovo	0.0	0.0	216.707	0.00011744	0.003	0.0	1.298	7e-07
Kosovo	0.0	0.0	216.707	0.00011744	0.002	0.0	1.299	7e-07
Kosovo	0.0	0.0	216.707	0.00011744	0.001	0.0	1.3	7e-07
