Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Lithuania	8.058	2.89e-06	22.831	8.18e-06	0.0	0.0	0.0	0.0
Slovenia	0.184	9e-08	0.553	2.7e-07	0.0	0.0	0.0	0.0
Bosnia and Herzegovina	0.477	1.4e-07	1.43	4.3e-07	0.0	0.0	0.0	0.0
Spain	847.746	1.814e-05	136863.907	0.00292922	28.258	6e-07	696.282	1.49e-05
Netherlands	461.182	2.676e-05	1332.303	7.732e-05	0.0	0.0	0.0	0.0
Monaco	0.001	3e-08	0.003	7e-08	0.0	0.0	0.0	0.0
Albania	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Azerbaijan	46.916	4.72e-06	123.687	1.244e-05	0.0	0.0	0.0	0.0
Republic of Serbia	2.103	3e-07	4.207	6e-07	0.0	0.0	0.0	0.0
Belarus	93.169	9.82e-06	263.977	2.783e-05	0.0	0.0	0.0	0.0
Czech Republic	53.586	5.04e-06	141.273	1.33e-05	0.0	0.0	0.0	0.0
San Marino	0.002	5e-08	0.005	1.5e-07	0.0	0.0	0.0	0.0
Slovakia	1.28	2.4e-07	2.56	4.7e-07	0.0	0.0	0.0	0.0
Norway	60.928	1.146e-05	187.658	3.531e-05	0.007	0.0	0.007	0.0
Armenia	4.135	1.4e-06	10.902	3.69e-06	0.0	0.0	0.0	0.0
Ukraine	429.562	9.63e-06	859.124	1.925e-05	0.0	0.0	0.0	0.0
Finland	5.255	9.5e-07	1929.928	0.00034975	0.244	4e-08	10.586	1.92e-06
Sweden	31.319	3.08e-06	6532.317	0.00064148	1.154	1.1e-07	34.228	3.36e-06
Russia	6304.487	4.364e-05	1314935.81	0.00910128	232.365	1.61e-06	6889.903	4.769e-05
Bulgaria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Romania	818.136	4.201e-05	2519.858	0.0001294	0.098	1e-08	0.098	1e-08
Portugal	36.49	3.55e-06	82.102	7.99e-06	0.0	0.0	0.0	0.0
Cyprus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Liechtenstein	0.0	0.0	0.0	1e-08	0.0	0.0	0.0	0.0
Hungary	8.235	8.4e-07	20.587	2.11e-06	0.0	0.0	0.0	0.0
Luxembourg	0.239	3.9e-07	0.701	1.15e-06	0.0	0.0	0.0	0.0
Andorra	0.002	3e-08	0.005	6e-08	0.0	0.0	0.0	0.0
Belgium	84.436	7.39e-06	7993.294	0.00069981	2.398	2.1e-07	35.7	3.13e-06
Georgia	30.031	8.05e-06	92.495	2.479e-05	0.004	0.0	0.004	0.0
Denmark	52.206	9.01e-06	150.819	2.601e-05	0.0	0.0	0.0	0.0
Poland	124.467	3.28e-06	311.168	8.19e-06	0.0	0.0	0.0	0.0
Moldova	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Croatia	44.015	1.076e-05	155.134	3.794e-05	0.004	0.0	0.009	0.0
Switzerland	190.899	2.242e-05	672.842	7.9e-05	0.019	0.0	0.038	0.0
Estonia	2.71	2.05e-06	7.829	5.93e-06	0.0	0.0	0.0	0.0
Italy	1418.124	2.347e-05	228948.181	0.00378857	47.271	7.8e-07	1164.752	1.927e-05
Malta	0.01	2e-08	0.01	2e-08	0.0	0.0	0.0	0.0
Israel	269.013	3.028e-05	1753.69	0.0001974	0.163	2e-08	0.368	4e-08
Ireland	15.246	3.14e-06	44.721	9.21e-06	0.0	0.0	0.0	0.0
Austria	206.003	2.328e-05	726.076	8.207e-05	0.02	0.0	0.041	0.0
Germany	890.166	1.073e-05	436774.555	0.00526692	44.508	5.4e-07	2435.493	2.937e-05
Greece	248.272	2.314e-05	764.679	7.128e-05	0.03	0.0	0.03	0.0
Macedonia	9.36	4.49e-06	28.829	1.384e-05	0.001	0.0	0.001	0.0
Latvia	1.281	6.6e-07	2.883	1.5e-06	0.0	0.0	0.0	0.0
Iceland	0.129	3.7e-07	0.367	1.04e-06	0.0	0.0	0.0	0.0
