Date	Cases	Cases_per_capitaTotal_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-02-02	8.234	2.7e-07	8.234	2.7e-07	0.049	0.0	0.049	0.0
2020-02-03	16.467	5.3e-07	24.701	8e-07	0.099	0.0	0.148	0.0
2020-02-04	32.935	1.07e-06	57.636	1.87e-06	0.198	1e-08	0.346	1e-08
2020-02-05	65.869	2.14e-06	123.505	4.01e-06	0.395	1e-08	0.741	2e-08
2020-02-06	114.448	3.71e-06	237.953	7.72e-06	0.687	2e-08	1.428	5e-08
2020-02-07	228.896	7.43e-06	466.848	1.515e-05	1.373	4e-08	2.801	9e-08
2020-02-08	343.343	1.114e-05	810.192	2.63e-05	2.06	7e-08	4.861	1.6e-07
2020-02-09	686.687	2.229e-05	1496.878	4.858e-05	4.12	1.3e-07	8.981	2.9e-07
2020-02-10	1144.478	3.715e-05	2641.356	8.573e-05	6.867	2.2e-07	15.848	5.1e-07
2020-02-11	1716.717	5.572e-05	4358.073	0.00014145	10.3	3.3e-07	26.148	8.5e-07
2020-02-12	2288.956	7.429e-05	6647.029	0.00021574	13.734	4.5e-07	39.882	1.29e-06
2020-02-13	2861.195	9.287e-05	9508.224	0.00030861	17.167	5.6e-07	57.049	1.85e-06
2020-02-14	3433.434	0.00011144	12941.657	0.00042005	20.601	6.7e-07	77.65	2.52e-06
2020-02-15	4005.673	0.00013001	16947.33	0.00055006	24.034	7.8e-07	101.684	3.3e-06
2020-02-16	4806.807	0.00015602	21754.137	0.00070608	28.841	9.4e-07	130.525	4.24e-06
2020-02-17	5722.39	0.00018573	27476.527	0.00089181	34.334	1.11e-06	164.859	5.35e-06
2020-02-18	6866.867	0.00022288	34343.394	0.00111469	41.201	1.34e-06	206.06	6.69e-06
2020-02-19	8240.241	0.00026746	42583.635	0.00138215	49.441	1.6e-06	255.502	8.29e-06
2020-02-20	10643.645	0.00034546	53227.28	0.00172761	63.862	2.07e-06	319.364	1.037e-05
2020-02-21	14992.661	0.00048662	68219.941	0.00221423	89.956	2.92e-06	409.32	1.329e-05
2020-02-22	21630.633	0.00070207	89850.573	0.0029163	129.784	4.21e-06	539.103	1.75e-05
2020-02-23	26681.595	0.00086601	116532.168	0.00378231	160.09	5.2e-06	699.193	2.269e-05
2020-02-24	33403.495	0.00108419	149935.663	0.0048665	200.421	6.51e-06	899.614	2.92e-05
2020-02-25	40674.745	0.00132019	190610.408	0.00618669	244.048	7.92e-06	1143.662	3.712e-05
2020-02-26	49426.186	0.00160424	240036.594	0.00779093	296.557	9.63e-06	1440.22	4.675e-05
2020-02-27	59489.962	0.00193088	299526.556	0.00972181	356.94	1.159e-05	1797.159	5.833e-05
2020-02-28	72811.685	0.00236327	372338.241	0.01208507	436.87	1.418e-05	2234.029	7.251e-05
2020-02-29	89925.444	0.00291873	462263.685	0.01500381	539.553	1.751e-05	2773.582	9.002e-05
2020-03-01	110617.605	0.00359034	572881.291	0.01859415	663.706	2.154e-05	3437.288	0.00011156
2020-03-02	133194.339	0.00432312	706075.63	0.02291727	799.166	2.594e-05	4236.454	0.0001375
2020-03-03	159692.818	0.00518319	865768.448	0.02810046	958.157	3.11e-05	5194.611	0.0001686
2020-03-04	187564.67	0.00608783	1053333.118	0.03418829	1125.388	3.653e-05	6319.999	0.00020513
2020-03-05	218076.451	0.00707816	1271409.569	0.04126645	1308.459	4.247e-05	7628.457	0.0002476
2020-03-06	252136.114	0.00818364	1523545.683	0.0494501	1512.817	4.91e-05	9141.274	0.0002967
2020-03-07	290888.136	0.00944143	1814433.818	0.05889152	1745.329	5.665e-05	10886.603	0.00035335
2020-03-08	328388.862	0.0106586	2142822.681	0.06955012	1970.333	6.395e-05	12856.936	0.0004173
2020-03-09	359717.037	0.01167542	2502539.718	0.08122555	2158.302	7.005e-05	15015.238	0.00048735
2020-03-10	388306.096	0.01260335	2890845.814	0.09382889	2329.837	7.562e-05	17345.075	0.00056297
2020-03-11	421587.513	0.01368357	3312433.327	0.10751246	2529.525	8.21e-05	19874.6	0.00064507
2020-03-12	464749.59	0.01508449	3777182.917	0.12259695	2788.498	9.051e-05	22663.098	0.00073558
2020-03-13	516449.473	0.01676253	4293632.39	0.13935948	3098.697	0.00010058	25761.794	0.00083616
