Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change
San Juan	4	0	0	0	0.00023354	0.0	20	8	5	0.0011677	0.00046708	0.000291925	1	0	0	0
Pend Oreille	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	100	0
Snohomish	912	23	0	0	0.00111915	2.822e-05	7666.66666667	3538.46153846	2300	0.00940666666667	0.00434153846154	0.002822	-1	0	-200	0
Grant	50	1	0	0	0.00051371	1.027e-05	333.333333333	153.846153846	100	0.00342333333333	0.00158	0.001027	6	0	20	0
Pierce	317	6	0	0	0.00035566	6.73e-06	2000	923.076923077	600	0.00224333333333	0.00103538461538	0.000673	86	1	100	0
Douglas	5	0	0	0	0.00011653	0.0	25	10	6.25	0.00058265	0.00023306	0.0001456625	0	0	100	0
Kittitas	8	0	0	0	0.0001689	0.0	40	16	10	0.0008445	0.0003378	0.000211125	0	0	100	0
Jefferson	13	0	0	0	0.00040972	0.0	65	26	16.25	0.0020486	0.00081944	0.00051215	2	0	100	0
Whatcom	116	7	0	0	0.00051399	3.102e-05	2333.33333333	1076.92307692	700	0.01034	0.00477230769231	0.003102	14	3	40	0
Wahkiakum	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	100	0
Cowlitz	10	0	0	0	9.175e-05	0.0	50	20	12.5	0.00045875	0.0001835	0.0001146875	0	0	-100	0
Columbia	1	0	0	0	0.00024637	0.0	5	2	1.25	0.00123185	0.00049274	0.0003079625	0	0	100	0
Thurston	33	0	0	0	0.00011522	0.0	165	66	41.25	0.0005761	0.00023044	0.000144025	6	0	100	0
Yakima	140	2	0	0	0.00055678	7.95e-06	666.666666667	307.692307692	200	0.00265	0.00122307692308	0.000795	58	0	262.5	0
Island	93	1	0	0	0.00110111	1.184e-05	333.333333333	153.846153846	100	0.00394666666667	0.00182153846154	0.001184	13	0	-18.8	0
Okanogan	3	0	0	0	7.12e-05	0.0	15	6	3.75	0.000356	0.0001424	8.9e-05	0	0	-100	0
Kitsap	50	0	0	0	0.00018532	0.0	250	100	62.5	0.0009266	0.00037064	0.00023165	8	-1	-11.1	0
Clallam	5	0	0	0	6.516e-05	0.0	25	10	6.25	0.0003258	0.00013032	8.145e-05	0	0	100	0
King	2159	141	0	0	0.00096679	6.314e-05	47000	21692.3076923	14100	0.0210466666667	0.00971384615385	0.006314	82	5	-83.6	0
Lincoln	1	0	0	0	9.311e-05	0.0	5	2	1.25	0.00046555	0.00018622	0.0001163875	0	0	100	0
Spokane	108	2	0	0	0.00020986	3.89e-06	666.666666667	307.692307692	200	0.00129666666667	0.000598461538462	0.000389	0	0	-100	0
Adams	5	0	0	0	0.00025305	0.0	25	10	6.25	0.00126525	0.0005061	0.0003163125	0	0	-100	0
Grays Harbor	1	0	0	0	1.353e-05	0.0	5	2	1.25	6.765e-05	2.706e-05	1.69125e-05	0	0	100	0
Klickitat	7	0	0	0	0.00031664	0.0	35	14	8.75	0.0015832	0.00063328	0.0003958	0	0	100	0
Benton	56	5	0	0	0.0002774	2.477e-05	1666.66666667	769.230769231	500	0.00825666666667	0.00381076923077	0.002477	14	0	100	0
Franklin	16	0	0	0	0.00016959	0.0	80	32	20	0.00084795	0.00033918	0.0002119875	4	0	100	0
Ferry	1	0	0	0	0.00013074	0.0	5	2	1.25	0.0006537	0.00026148	0.000163425	0	0	100	0
Mason	2	0	0	0	3.053e-05	0.0	10	4	2.5	0.00015265	6.106e-05	3.81625e-05	0	0	100	0
Whitman	6	0	0	0	0.0001205	0.0	30	12	7.5	0.0006025	0.000241	0.000150625	0	0	-100	0
Skagit	99	3	0	0	0.00077219	2.34e-05	1000	461.538461538	300	0.0078	0.0036	0.00234	8	2	-38.5	0
Skamania	1	0	0	0	8.386e-05	0.0	5	2	1.25	0.0004193	0.00016772	0.000104825	0	0	-100	0
Clark	90	6	0	0	0.00018678	1.245e-05	2000	923.076923077	600	0.00415	0.00191538461538	0.001245	8	0	33.3	0
Stevens	3	0	0	0	6.628e-05	0.0	15	6	3.75	0.0003314	0.00013256	8.285e-05	0	0	-100	0
Lewis	7	0	0	0	8.794e-05	0.0	35	14	8.75	0.0004397	0.00017588	0.000109925	0	0	-100	0
Walla Walla	5	0	0	0	8.207e-05	0.0	25	10	6.25	0.00041035	0.00016414	0.0001025875	1	0	-50	0
Pacific	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	100	0
Garfield	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	100	0
Unassigned	125	0	0	0	N/A	N/A	625	250	156.25	N/A	N/A	N/A	125	0	-286.6	0
Chelan	13	1	0	0	0.00016875	1.298e-05	333.333333333	153.846153846	100	0.00432666666667	0.00199692307692	0.001298	0	0	-100	0
Asotin	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	100	0
