Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily
Colfax	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sherman	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Furnas	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frontier	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otoe	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wayne	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dixon	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hooker	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dodge	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brown	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stanton	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Custer	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seward	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burt	0	0	0	0	0	0	0	0	0	0	0	0	0	0
York	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hitchcock	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Loup	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Morrill	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Box Butte	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Webster	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kearney	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kimball	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thomas	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Saunders	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Platte	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Washington	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dawes	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dakota	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polk	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chase	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Howard	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sheridan	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jefferson	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cheyenne	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butler	0	0	0	0	0	0	0	0	0	0	0	0	0	0
McPherson	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Boyd	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Holt	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hamilton	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cuming	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Keith	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sioux	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Johnson	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthur	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rock	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Buffalo	2	0	0	0	4.031e-5	0	10	4	2.5	2.0155e-4	8.062e-5	5.03875e-5	0	0
Madison	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sarpy	5	0	0	0	2.711e-5	0	25	10	6.25	1.3555e-4	5.422e-5	3.38875e-5	0	0
Red Willow	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blaine	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dawson	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Saline	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wheeler	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cass	1	0	0	0	3.823e-5	0	5	2	1.25	1.9115e-4	7.646e-5	4.77875e-5	0	0
Nemaha	1	0	0	0	1.4372e-4	0	5	2	1.25	7.186e-4	2.8744e-4	1.7965e-4	0	0
Clay	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gage	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grant	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cedar	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dundy	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lincoln	3	0	0	0	8.526e-5	0	15	6	3.75	4.263e-4	1.7052e-4	1.06575e-4	0	0
Adams	1	0	0	0	3.173e-5	0	5	2	1.25	1.5865e-4	6.346e-5	3.96625e-5	0	0
Hayes	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Harlan	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Franklin	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Richardson	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Antelope	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fillmore	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Greeley	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lancaster	2	0	0	0	6.3e-6	0	10	4	2.5	3.15e-5	1.26e-5	7.875e-6	0	0
Cherry	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Douglas	34	0	0	0	5.998e-5	0	170	68	42.5	2.999e-4	1.1996e-4	7.4975e-5	0	0
Valley	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Garden	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phelps	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thurston	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Garfield	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Merrick	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nuckolls	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Knox	2	0	0	0	2.3756e-4	0	10	4	2.5	0.0011878	4.7512e-4	2.9695e-4	0	0
Banner	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hall	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scotts Bluff	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pierce	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gosper	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nance	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Boone	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Keya Paha	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pawnee	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Perkins	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Logan	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thayer	0	0	0	0	0	0	0	0	0	0	0	0	0	0
