Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Logan	0.599	0.599	2.782e-05	2.782e-05
Mesa	1.497	1.497	9.77e-06	9.77e-06
San Miguel	1.078	1.078	0.0001316	0.0001316
Delta	1.233	1.233	3.982e-05	3.982e-05
Weld	39.703	39.703	0.00012632	0.00012632
Lincoln	0.0	0.0	0.0	0.0
Ouray	-15.026	-15.026	-0.00310908	-0.00310908
Washington	0.0	0.0	0.0	0.0
Crowley	0.0	0.0	0.0	0.0
Huerfano	0.0	0.0	0.0	0.0
Broomfield	4.731	4.731	6.83e-05	6.83e-05
Jefferson	38.027	38.027	6.554e-05	6.554e-05
Park	0.359	0.359	1.936e-05	1.936e-05
Custer	0.0	0.0	0.0	0.0
Douglas	14.193	14.193	4.14e-05	4.14e-05
Summit	4.372	4.372	0.00014099	0.00014099
Rio Grande	-0.129	-0.129	-1.149e-05	-1.149e-05
Fremont	0.17	0.17	3.54e-06	3.54e-06
Pueblo	3.593	3.593	2.145e-05	2.145e-05
Grand	0.0	0.0	0.0	0.0
Eagle	17.965	17.965	0.00032668	0.00032668
La Plata	6.76	6.76	0.00012006	0.00012006
Teller	0.699	0.699	2.788e-05	2.788e-05
Montrose	3.473	3.473	8.228e-05	8.228e-05
Las Animas	0.0	0.0	0.0	0.0
El Paso	25.354	25.354	3.552e-05	3.552e-05
Moffat	-0.03	-0.03	-2.31e-06	-2.31e-06
Hinsdale	0.0	0.0	0.0	0.0
Mineral	0.0	0.0	0.0	0.0
Yuma	0.0	0.0	0.0	0.0
Elbert	0.659	0.659	2.506e-05	2.506e-05
Larimer	9.761	9.761	2.785e-05	2.785e-05
Lake	0.0	0.0	0.0	0.0
Unassigned	12.995	12.995	N/A	N/A
Adams	30.781	30.781	6.013e-05	6.013e-05
Gunnison	1.976	1.976	0.00011459	0.00011459
Chaffee	0.838	0.838	4.186e-05	4.186e-05
Baca	0.0	0.0	0.0	0.0
Costilla	0.0	0.0	0.0	0.0
Phillips	-1.091	-1.091	-0.00025464	-0.00025464
Routt	2.036	2.036	7.912e-05	7.912e-05
Otero	0.0	0.0	0.0	0.0
Saguache	-0.923	-0.923	-0.0001349	-0.0001349
Denver	51.201	51.201	7.146e-05	7.146e-05
Out of CO	54.467	54.467	N/A	N/A
Archuleta	-3.693	-3.693	-0.00026826	-0.00026826
Pitkin	1.377	1.377	7.673e-05	7.673e-05
Morgan	1.797	1.797	6.291e-05	6.291e-05
Montezuma	0.0	0.0	0.0	0.0
Rio Blanco	-3.693	-3.693	-0.00058279	-0.00058279
Clear Creek	0.24	0.24	2.494e-05	2.494e-05
Alamosa	-0.175	-0.175	-1.048e-05	-1.048e-05
Boulder	12.276	12.276	3.765e-05	3.765e-05
Kit Carson	0.0	0.0	0.0	0.0
Garfield	2.035	2.035	3.404e-05	3.404e-05
Arapahoe	51.081	51.081	7.844e-05	7.844e-05
