Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita
San Juan	2.0	0.0	0.0	2.0	0.00262467	0.0	10.0	4.0	2.5	0.01312335	0.00524934	0.0032808375
San Miguel	70.0	0.0	0.0	70.0	0.00854597	0.0	350.0	140.0	87.5	0.04272985	0.01709194	0.0106824625
Otero	35.0	2.0	0.0	33.0	0.00189887	0.00010851	666.666666667	307.692307692	200.0	0.03617	0.0166938461538	0.010851
Jackson	8.0	0.0	0.0	8.0	0.00571837	0.0	40.0	16.0	10.0	0.02859185	0.01143674	0.0071479625
Chaffee	224.0	19.0	0.0	205.0	0.0111849	0.00094872	6333.33333333	2923.07692308	1900.0	0.31624	0.145956923077	0.094872
Elbert	76.0	2.0	0.0	74.0	0.00289171	7.61e-05	666.666666667	307.692307692	200.0	0.0253666666667	0.0117076923077	0.00761
Park	37.0	1.0	0.0	36.0	0.00199396	5.389e-05	333.333333333	153.846153846	100.0	0.0179633333333	0.00829076923077	0.005389
Alamosa	219.0	7.0	0.0	212.0	0.01312714	0.00041959	2333.33333333	1076.92307692	700.0	0.139863333333	0.0645523076923	0.041959
Dolores	2.0	0.0	0.0	2.0	0.00096432	0.0	10.0	4.0	2.5	0.0048216	0.00192864	0.0012054
Denver	8939.0	403.0	0.0	8536.0	0.01247606	0.00056246	134333.333333	62000.0	40300.0	0.187486666667	0.0865323076923	0.056246
Saguache	107.0	2.0	0.0	105.0	0.01563642	0.00029227	666.666666667	307.692307692	200.0	0.0974233333333	0.0449646153846	0.029227
Hinsdale	3.0	0.0	0.0	3.0	0.00369914	0.0	15.0	6.0	3.75	0.0184957	0.00739828	0.004623925
Jefferson	3527.0	220.0	0.0	3307.0	0.00607859	0.00037916	73333.3333333	33846.1538462	22000.0	0.126386666667	0.0583323076923	0.037916
Cheyenne	7.0	0.0	0.0	7.0	0.00373134	0.0	35.0	14.0	8.75	0.0186567	0.00746268	0.004664175
Grand	39.0	1.0	0.0	38.0	0.00251208	6.441e-05	333.333333333	153.846153846	100.0	0.02147	0.00990923076923	0.006441
Rio Grande	86.0	2.0	0.0	84.0	0.00764444	0.00017778	666.666666667	307.692307692	200.0	0.05926	0.0273507692308	0.017778
Mineral	18.0	0.0	0.0	18.0	0.02319588	0.0	90.0	36.0	22.5	0.1159794	0.04639176	0.02899485
Boulder	1721.0	74.0	0.0	1647.0	0.00527788	0.00022694	24666.6666667	11384.6153846	7400.0	0.0756466666667	0.0349138461538	0.022694
Eagle	926.0	9.0	0.0	917.0	0.01683851	0.00016366	3000.0	1384.61538462	900.0	0.0545533333333	0.0251784615385	0.016366
La Plata	180.0	2.0	0.0	178.0	0.00319659	3.552e-05	666.666666667	307.692307692	200.0	0.01184	0.00546461538462	0.003552
Custer	10.0	0.0	0.0	10.0	0.00201857	0.0	50.0	20.0	12.5	0.01009285	0.00403714	0.0025232125
Clear Creek	24.0	1.0	0.0	23.0	0.0024987	0.00010411	333.333333333	153.846153846	100.0	0.0347033333333	0.0160169230769	0.010411
Montrose	251.0	13.0	0.0	238.0	0.00594589	0.00030795	4333.33333333	2000.0	1300.0	0.10265	0.0473769230769	0.030795
Fremont	85.0	0.0	0.0	85.0	0.00177006	0.0	425.0	170.0	106.25	0.0088503	0.00354012	0.002212575
