Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Logan	0.898	0.898	4.173e-05	4.173e-05
Mesa	1.677	1.677	1.094e-05	1.094e-05
San Miguel	0.599	0.599	7.311e-05	7.311e-05
Delta	0.51	0.51	1.649e-05	1.649e-05
Weld	40.841	40.841	0.00012994	0.00012994
Lincoln	0.922	0.922	0.0001644	0.0001644
Ouray	0.0	0.0	0.0	0.0
Washington	0.0	0.0	0.0	0.0
Crowley	0.898	0.898	0.00015334	0.00015334
Huerfano	0.85	0.85	0.00012345	0.00012345
Broomfield	4.012	4.012	5.792e-05	5.792e-05
Jefferson	37.009	37.009	6.378e-05	6.378e-05
Park	0.24	0.24	1.291e-05	1.291e-05
Custer	0.0	0.0	0.0	0.0
Douglas	11.797	11.797	3.442e-05	3.442e-05
Summit	0.639	0.639	2.059e-05	2.059e-05
Rio Grande	0.0	0.0	0.0	0.0
Fremont	0.283	0.283	5.9e-06	5.9e-06
Pueblo	3.294	3.294	1.966e-05	1.966e-05
Grand	0.0	0.0	0.0	0.0
Eagle	1.088	1.088	1.978e-05	1.978e-05
La Plata	1.701	1.701	3.021e-05	3.021e-05
Teller	0.641	0.641	2.556e-05	2.556e-05
Montrose	3.114	3.114	7.377e-05	7.377e-05
Las Animas	0.0	0.0	0.0	0.0
El Paso	22.337	22.337	3.129e-05	3.129e-05
Moffat	2.695	2.695	0.00020434	0.00020434
Hinsdale	0.898	0.898	0.00110761	0.00110761
Mineral	1.797	1.797	0.00231513	0.00231513
Yuma	0.0	0.0	0.0	0.0
Elbert	0.719	0.719	2.734e-05	2.734e-05
Larimer	7.785	7.785	2.221e-05	2.221e-05
Lake	2.695	2.695	0.00034443	0.00034443
Unassigned	17.786	17.786	N/A	N/A
Adams	27.307	27.307	5.335e-05	5.335e-05
Gunnison	1.976	1.976	0.00011459	0.00011459
Chaffee	0.838	0.838	4.186e-05	4.186e-05
Baca	0.0	0.0	0.0	0.0
Costilla	2.767	2.767	0.00072281	0.00072281
Phillips	3.593	3.593	0.00083833	0.00083833
Routt	1.557	1.557	6.051e-05	6.051e-05
Otero	0.166	0.166	8.99e-06	8.99e-06
Saguache	2.695	2.695	0.0003938	0.0003938
Denver	47.488	47.488	6.628e-05	6.628e-05
Out of CO	0.0	0.0	N/A	N/A
Archuleta	5.39	5.39	0.00039154	0.00039154
Pitkin	0.061	0.061	3.4e-06	3.4e-06
Morgan	2.755	2.755	9.646e-05	9.646e-05
Montezuma	7.186	7.186	0.00027472	0.00027472
Rio Blanco	0.0	0.0	0.0	0.0
Clear Creek	0.0	0.0	0.0	0.0
Alamosa	4.612	4.612	0.00027642	0.00027642
Boulder	13.833	13.833	4.242e-05	4.242e-05
Kit Carson	0.0	0.0	0.0	0.0
Garfield	0.247	0.247	4.13e-06	4.13e-06
Arapahoe	55.333	55.333	8.497e-05	8.497e-05
