Adams,511868
Alamosa,16683
Arapahoe,651215
Archuleta,13765
Baca,3585
Bent,5882
Boulder,326078
Broomfield,69267
Chaffee,20027
Cheyenne,1876
Clear Creek,9605
Conejos,8200
Costilla,3828
Crowley,5858
Custer,4954
Delta,30953
Denver,716492
Dolores,2074
Douglas,342776
Eagle,54993
Elbert,26282
El Paso,713856
Fremont,48021
Garfield,59770
Gilpin,6121
Grand,15525
Gunnison,17246
Hinsdale,811
Huerfano,6889
Jackson,1399
Jefferson,580233
Kiowa,1383
Kit Carson,7163
Lake,7824
La Plata,56310
Larimer,350518
Las Animas,14503
Lincoln,5610
Logan,21528
Mesa,153207
Mineral,776
Moffat,13188
Montezuma,26158
Montrose,42214
Morgan,28558
Otero,18432
Ouray,4833
Park,18556
Phillips,4286
Pitkin,17950
Prowers,12164
Pueblo,167529
Rio Blanco,6336
Rio Grande,11250
Routt,25733
Saguache,6843
San Juan,762
San Miguel,8191
Sedgwick,2303
Summit,31007
Teller,25083
Washington,4909
Weld,314305
Yuma,10020
