Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change
San Juan	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0
San Miguel	1	0	0	0	0.00012209	0.0	5	2	1.25	0.00061045	0.00024418	0.0001526125	0	0	0	0
Otero	3	0	0	0	0.00016276	0.0	15	6	3.75	0.0008138	0.00032552	0.00020345	1	0	0	0
Jackson	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0
Chaffee	15	1	0	0	0.00074899	4.993e-05	333.333333333	153.846153846	100	0.0166433333333	0.00768153846154	0.004993	10	0	0	0
Elbert	3	0	0	0	0.00011415	0.0	15	6	3.75	0.00057075	0.0002283	0.0001426875	0	0	0	0
Park	3	0	0	0	0.00016167	0.0	15	6	3.75	0.00080835	0.00032334	0.0002020875	2	0	0	0
Alamosa	1	0	0	0	5.994e-05	0.0	5	2	1.25	0.0002997	0.00011988	7.4925e-05	0	0	0	0
Dolores	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0
Denver	408	5	0	0	0.00056944	6.98e-06	1666.66666667	769.230769231	500	0.00232666666667	0.00107384615385	0.000698	96	2	0	0
Moffat	2	0	0	0	0.00015165	0.0	10	4	2.5	0.00075825	0.0003033	0.0001895625	2	0	0	0
Hinsdale	1	0	0	0	0.00123305	0.0	5	2	1.25	0.00616525	0.0024661	0.0015413125	0	0	0	0
Jefferson	213	5	0	0	0.00036709	8.62e-06	1666.66666667	769.230769231	500	0.00287333333333	0.00132615384615	0.000862	55	0	0	0
Cheyenne	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0
Grand	2	0	0	0	0.00012882	0.0	10	4	2.5	0.0006441	0.00025764	0.000161025	0	0	0	0
Rio Grande	3	0	0	0	0.00026667	0.0	15	6	3.75	0.00133335	0.00053334	0.0003333375	1	0	0	0
Mineral	1	0	0	0	0.00128866	0.0	5	2	1.25	0.0064433	0.00257732	0.001610825	1	0	0	0
Boulder	90	1	0	0	0.00027601	3.07e-06	333.333333333	153.846153846	100	0.00102333333333	0.000472307692308	0.000307	14	0	0	0
Eagle	187	2	0	0	0.00340043	3.637e-05	666.666666667	307.692307692	200	0.0121233333333	0.00559538461538	0.003637	17	1	0	0
La Plata	21	0	0	0	0.00037294	0.0	105	42	26.25	0.0018647	0.00074588	0.000466175	8	0	0	0
Custer	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0
Clear Creek	3	0	0	0	0.00031234	0.0	15	6	3.75	0.0015617	0.00062468	0.000390425	0	0	0	0
Montrose	8	0	0	0	0.00018951	0.0	40	16	10	0.00094755	0.00037902	0.0002368875	2	0	0	0
Fremont	1	0	0	0	2.082e-05	0.0	5	2	1.25	0.0001041	4.164e-05	2.6025e-05	0	0	0	0
Logan	5	0	0	0	0.00023226	0.0	25	10	6.25	0.0011613	0.00046452	0.000290325	2	0	0	0
Archuleta	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0
El Paso	214	11	0	0	0.00029978	1.541e-05	3666.66666667	1692.30769231	1100	0.00513666666667	0.00237076923077	0.001541	54	4	0	0
Costilla	1	0	0	0	0.00026123	0.0	5	2	1.25	0.00130615	0.00052246	0.0003265375	0	0	0	0
Delta	1	0	0	0	3.231e-05	0.0	5	2	1.25	0.00016155	6.462e-05	4.03875e-05	-1	0	0	0
Conejos	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0
Arapahoe	241	3	0	0	0.00037008	4.61e-06	1000	461.538461538	300	0.00153666666667	0.000709230769231	0.000461	86	2	0	0
Mesa	11	0	0	0	7.18e-05	0.0	55	22	13.75	0.000359	0.0001436	8.975e-05	2	0	0	0
Yuma	2	0	0	0	0.0001996	0.0	10	4	2.5	0.000998	0.0003992	0.0002495	0	0	0	0
Saguache	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0
Teller	7	1	0	0	0.00027907	3.987e-05	333.333333333	153.846153846	100	0.01329	0.00613384615385	0.003987	0	0	0	0
Broomfield	17	0	0	0	0.00024543	0.0	85	34	21.25	0.00122715	0.00049086	0.0003067875	4	0	0	0
