Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Tests	Tests_per_capita
East Timor	2	0	1	1	1.58e-6	0	10	4	2.5	7.9e-6	3.16e-6	1.975e-6	NA	NA
Afghanistan	555	18	32	505	1.493e-5	4.8e-7	6000	2769.23076923	1800	1.6e-4	7.38461538462e-5	4.8e-5	NA	NA
Qatar	2728	6	247	2475	9.807e-4	2.16e-6	2000	923.076923077	600	7.2e-4	3.32307692308e-4	2.16e-4	47751	0.016574
Bangladesh	482	30	36	416	2.99e-6	1.9e-7	10000	4615.38461538	3000	6.33333333333e-5	2.92307692308e-5	1.9e-5	8313	5e-5
Bhutan	5	0	2	3	6.63e-6	0	25	10	6.25	3.315e-5	1.326e-5	8.2875e-6	1166	0.001511
Kuwait	1154	1	133	1020	2.7893e-4	2.4e-7	333.333333333	153.846153846	100	8e-5	3.69230769231e-5	2.4e-5	NA	NA
Nepal	9	0	1	8	3.2e-7	0	45	18	11.25	1.6e-6	6.4e-7	4e-7	4426	1.52e-4
Cambodia	120	0	75	45	7.38e-6	0	600	240	150	3.69e-5	1.476e-5	9.225e-6	5768	3.45e-4
Laos	18	0	0	18	2.55e-6	0	90	36	22.5	1.275e-5	5.1e-6	3.1875e-6	1094	1.5e-4
Bahrain	1040	6	555	479	6.6266e-4	3.82e-6	2000	923.076923077	600	0.00127333333333	5.87692307692e-4	3.82e-4	60425	0.035511
Brunei	136	1	104	31	3.1704e-4	2.33e-6	333.333333333	153.846153846	100	7.76666666667e-4	3.58461538462e-4	2.33e-4	9637	0.022028
Saudi Arabia	4033	52	720	3261	1.1967e-4	1.54e-6	17333.3333333	8000	5200	5.13333333333e-4	2.36923076923e-4	1.54e-4	115585	0.00332
Iran	70029	4357	41947	23725	8.561e-4	5.326e-5	1452333.33333	670307.692308	435700	0.0177533333333	0.00819384615385	0.005326	251703	0.002997
Singapore	2299	8	528	1763	4.0772e-4	1.42e-6	2666.66666667	1230.76923077	800	4.73333333333e-4	2.18461538462e-4	1.42e-4	72680	0.012423
Jordan	381	7	177	197	3.827e-5	7e-7	2333.33333333	1076.92307692	700	2.33333333333e-4	1.07692307692e-4	7e-5	20500	0.002009
Lebanon	619	20	77	522	9.038e-5	2.92e-6	6666.66666667	3076.92307692	2000	9.73333333333e-4	4.49230769231e-4	2.92e-4	14055	0.002059
China	83014	3343	77877	1794	5.961e-5	2.4e-6	1114333.33333	514307.692308	334300	8e-4	3.69230769231e-4	2.4e-4	NA	NA
Iraq	1318	72	601	645	3.429e-5	1.87e-6	24000	11076.9230769	7200	6.23333333333e-4	2.87692307692e-4	1.87e-4	33889	8.43e-4
Kazakhstan	865	10	81	774	4.733e-5	5.5e-7	3333.33333333	1538.46153846	1000	1.83333333333e-4	8.46153846154e-5	5.5e-5	61955	0.0033
Kyrgyzstan	339	5	44	290	5.367e-5	7.9e-7	1666.66666667	769.230769231	500	2.63333333333e-4	1.21538461538e-4	7.9e-5	9618	0.001474
Maldives	19	0	13	6	3.684e-5	0	95	38	23.75	1.842e-4	7.368e-5	4.605e-5	NA	NA
Oman	546	3	109	434	1.1306e-4	6.2e-7	1000	461.538461538	300	2.06666666667e-4	9.53846153846e-5	6.2e-5	NA	NA
Philippines	4428	247	157	4024	4.152e-5	2.32e-6	82333.3333333	38000	24700	0.00077333333333300005	3.56923076923e-4	2.32e-4	24500	2.24e-4
Indonesia	3842	327	286	3229	1.435e-5	1.22e-6	109000	50307.6923077	32700	4.06666666667e-4	1.87692307692e-4	1.22e-4	19452	7.1e-5
Vietnam	258	0	144	114	2.7e-6	0	1290	516	322.5	1.35e-5	5.4e-6	3.375e-6	118807	0.001221
Mongolia	16	0	4	12	5.05e-6	0	80	32	20	2.525e-5	1.01e-5	6.3125e-6	NA	NA
Thailand	2518	35	1135	1348	3.627e-5	5e-7	11666.6666667	5384.61538462	3500	1.66666666667e-4	7.69230769231e-5	5e-5	71860	0.00103
