Date	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-03-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-03-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-03-11	0.008	2e-08	0.008	2e-08	0.0	0.0	0.0	0.0
2020-03-12	0.008	2e-08	0.015	4e-08	0.0	0.0	0.0	0.0
2020-03-13	0.008	2e-08	0.023	5e-08	0.0	0.0	0.0	0.0
2020-03-14	0.015	4e-08	0.038	9e-08	0.0	0.0	0.0	0.0
2020-03-15	0.038	9e-08	0.076	1.8e-07	0.0	0.0	0.0	0.0
2020-03-16	0.061	1.4e-07	0.138	3.2e-07	0.0	0.0	0.001	0.0
2020-03-17	0.084	2e-07	0.222	5.2e-07	0.001	0.0	0.001	0.0
2020-03-18	0.115	2.7e-07	0.336	7.8e-07	0.001	0.0	0.002	0.0
2020-03-19	0.183	4.3e-07	0.52	1.21e-06	0.001	0.0	0.003	1e-08
2020-03-20	0.275	6.4e-07	0.795	1.85e-06	0.002	0.0	0.005	1e-08
2020-03-21	0.382	8.9e-07	1.177	2.74e-06	0.002	1e-08	0.007	2e-08
2020-03-22	0.466	1.09e-06	1.644	3.83e-06	0.003	1e-08	0.01	2e-08
2020-03-23	0.527	1.23e-06	2.171	5.06e-06	0.003	1e-08	0.013	3e-08
2020-03-24	0.566	1.32e-06	2.737	6.38e-06	0.003	1e-08	0.016	4e-08
2020-03-25	0.596	1.39e-06	3.333	7.77e-06	0.004	1e-08	0.02	5e-08
2020-03-26	0.604	1.41e-06	3.937	9.18e-06	0.004	1e-08	0.024	6e-08
2020-03-27	0.612	1.43e-06	4.548	1.06e-05	0.004	1e-08	0.027	6e-08
2020-03-28	0.619	1.44e-06	5.168	1.205e-05	0.004	1e-08	0.031	7e-08
2020-03-29	0.612	1.43e-06	5.779	1.347e-05	0.004	1e-08	0.035	8e-08
2020-03-30	0.604	1.41e-06	6.383	1.488e-05	0.004	1e-08	0.038	9e-08
2020-03-31	0.596	1.39e-06	6.979	1.627e-05	0.004	1e-08	0.042	1e-07
2020-04-01	0.558	1.3e-06	7.537	1.757e-05	0.003	1e-08	0.045	1.1e-07
2020-04-02	0.543	1.27e-06	8.08	1.884e-05	0.003	1e-08	0.048	1.1e-07
2020-04-03	0.512	1.19e-06	8.592	2.003e-05	0.003	1e-08	0.052	1.2e-07
2020-04-04	0.443	1.03e-06	9.036	2.106e-05	0.003	1e-08	0.054	1.3e-07
2020-04-05	0.382	8.9e-07	9.418	2.196e-05	0.002	1e-08	0.057	1.3e-07
2020-04-06	0.329	7.7e-07	9.747	2.272e-05	0.002	0.0	0.058	1.4e-07
2020-04-07	0.283	6.6e-07	10.029	2.338e-05	0.002	0.0	0.06	1.4e-07
2020-04-08	0.237	5.5e-07	10.266	2.393e-05	0.001	0.0	0.062	1.4e-07
2020-04-09	0.191	4.5e-07	10.457	2.438e-05	0.001	0.0	0.063	1.5e-07
2020-04-10	0.153	3.6e-07	10.61	2.474e-05	0.001	0.0	0.064	1.5e-07
2020-04-11	0.13	3e-07	10.74	2.504e-05	0.001	0.0	0.064	1.5e-07
2020-04-12	0.115	2.7e-07	10.855	2.531e-05	0.001	0.0	0.065	1.5e-07
2020-04-13	0.099	2.3e-07	10.954	2.554e-05	0.001	0.0	0.066	1.5e-07
2020-04-14	0.084	2e-07	11.038	2.573e-05	0.001	0.0	0.066	1.5e-07
2020-04-15	0.069	1.6e-07	11.107	2.589e-05	0.0	0.0	0.067	1.6e-07
2020-04-16	0.054	1.2e-07	11.161	2.602e-05	0.0	0.0	0.067	1.6e-07
2020-04-17	0.038	9e-08	11.199	2.611e-05	0.0	0.0	0.067	1.6e-07
2020-04-18	0.031	7e-08	11.23	2.618e-05	0.0	0.0	0.067	1.6e-07
2020-04-19	0.023	5e-08	11.253	2.623e-05	0.0	0.0	0.068	1.6e-07
2020-04-20	0.015	4e-08	11.268	2.627e-05	0.0	0.0	0.068	1.6e-07
2020-04-21	0.008	2e-08	11.275	2.629e-05	0.0	0.0	0.068	1.6e-07
