Name	Confirmed	Deaths	Recovered	Active
Ellis	0	0	0	0
Comanche	0	0	0	0
Woodward	0	0	0	0
Grant	0	0	0	0
Cherokee	0	0	0	0
Oklahoma	29	0	0	0
Delaware	0	0	0	0
Lincoln	0	0	0	0
Pawnee	3	1	0	0
Jefferson	0	0	0	0
Roger Mills	0	0	0	0
Seminole	0	0	0	0
Johnston	0	0	0	0
Jackson	1	0	0	0
Mayes	0	0	0	0
Tulsa	11	1	0	0
Okfuskee	0	0	0	0
Texas	0	0	0	0
Noble	1	0	0	0
McClain	1	0	0	0
Washita	0	0	0	0
Custer	1	0	0	0
Latimer	0	0	0	0
Tillman	0	0	0	0
Cimarron	0	0	0	0
Le Flore	0	0	0	0
Payne	3	0	0	0
Greer	0	0	0	0
Woods	0	0	0	0
Harper	0	0	0	0
Pushmataha	0	0	0	0
Caddo	0	0	0	0
Atoka	0	0	0	0
Stephens	0	0	0	0
Pontotoc	1	0	0	0
Dewey	0	0	0	0
Bryan	0	0	0	0
Hughes	0	0	0	0
Rogers	0	0	0	0
Canadian	2	0	0	0
Adair	0	0	0	0
McCurtain	0	0	0	0
Osage	0	0	0	0
Ottawa	0	0	0	0
Coal	0	0	0	0
Kiowa	0	0	0	0
Wagoner	0	0	0	0
Harmon	0	0	0	0
McIntosh	0	0	0	0
Kay	5	0	0	0
Creek	0	0	0	0
Alfalfa	0	0	0	0
Muskogee	1	0	0	0
Major	0	0	0	0
Love	0	0	0	0
Carter	0	0	0	0
Beckham	0	0	0	0
Okmulgee	0	0	0	0
Craig	0	0	0	0
Marshall	0	0	0	0
Pittsburg	0	0	0	0
Washington	2	0	0	0
Sequoyah	0	0	0	0
Murray	0	0	0	0
Logan	1	0	0	0
Garfield	0	0	0	0
Haskell	0	0	0	0
Grady	1	0	0	0
Blaine	0	0	0	0
Choctaw	0	0	0	0
Cleveland	16	0	0	0
Beaver	0	0	0	0
Garvin	2	0	0	0
Kingfisher	0	0	0	0
Nowata	0	0	0	0
Pottawatomie	0	0	0	0
Cotton	0	0	0	0
