Adair,22082
Alfalfa,5754
Atoka,13838
Beaver,5319
Beckham,21709
Blaine,9485
Bryan,47192
Caddo,28977
Canadian,144447
Carter,48177
Cherokee,48675
Choctaw,14668
Cimarron,2153
Cleveland,281669
Coal,5520
Comanche,120422
Cotton,5776
Craig,14306
Creek,71604
Custer,29036
Delaware,42733
Dewey,4894
Ellis,3952
Garfield,60913
Garvin,27811
Grady,55551
Grant,4326
Greer,5821
Harmon,2664
Harper,3797
Haskell,12668
Hughes,13335
Jackson,24949
Jefferson,6123
Johnston,10949
Kay,44161
Kingfisher,15816
Kiowa,8729
Latimer,10231
Le Flore,49980
Lincoln,34920
Logan,47291
Love,10134
McClain,39985
McCurtain,32703
McIntosh,19815
Major,7644
Marshall,16806
Mayes,41107
Murray,13953
Muskogee,68362
Noble,11289
Nowata,10218
Okfuskee,12098
Oklahoma,792582
Okmulgee,38335
Osage,47014
Ottawa,31175
Pawnee,16390
Payne,82040
Pittsburg,43877
Pontotoc,38247
Pottawatomie,72679
Pushmataha,11179
Roger Mills,3656
Rogers,91984
Seminole,24578
Sequoyah,41179
Stephens,43265
Texas,20455
Tillman,7348
Tulsa,648360
Wagoner,80110
Washington,51843
Washita,11127
Woods,8897
Woodward,20222
