Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change
Jackson	4	0	0	0	0.00016033	0.0	20	8	5	0.00080165	0.00032066	0.0002004125	0	0	0	0
Grant	1	0	0	0	0.00023116	0.0	5	2	1.25	0.0011558	0.00046232	0.00028895	0	0	0	0
Cherokee	12	0	0	0	0.00024653	0.0	60	24	15	0.00123265	0.00049306	0.0003081625	2	0	0	0
Oklahoma	265	10	0	0	0.00033435	1.262e-05	3333.33333333	1538.46153846	1000	0.00420666666667	0.00194153846154	0.001262	9	0	0	0
Delaware	12	0	0	0	0.00028081	0.0	60	24	15	0.00140405	0.00056162	0.0003510125	1	0	0	0
Pawnee	22	1	0	0	0.00134228	6.101e-05	333.333333333	153.846153846	100	0.0203366666667	0.00938615384615	0.006101	6	0	0	0
Seminole	2	1	0	0	8.137e-05	4.069e-05	333.333333333	153.846153846	100	0.0135633333333	0.00626	0.004069	0	1	0	0
McClain	12	0	0	0	0.00030011	0.0	60	24	15	0.00150055	0.00060022	0.0003751375	1	0	0	0
Mayes	9	1	0	0	0.00021894	2.433e-05	333.333333333	153.846153846	100	0.00811	0.00374307692308	0.002433	2	0	0	0
Tulsa	240	8	0	0	0.00037016	1.234e-05	2666.66666667	1230.76923077	800	0.00411333333333	0.00189846153846	0.001234	19	0	0	0
Texas	2	0	0	0	9.778e-05	0.0	10	4	2.5	0.0004889	0.00019556	0.000122225	1	0	0	0
Noble	6	0	0	0	0.00053149	0.0	30	12	7.5	0.00265745	0.00106298	0.0006643625	1	0	0	0
Washita	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	NA	NA	0	0
Custer	5	0	0	0	0.0001722	0.0	25	10	6.25	0.000861	0.0003444	0.00021525	0	0	0	0
